Date,ASIANPAINT
2016-01-01,878.75
2016-01-04,880.8
2016-01-05,900.65
2016-01-06,886.4
2016-01-07,872.35
2016-01-08,874.6
2016-01-11,873.85
2016-01-12,872.9
2016-01-13,868.55
2016-01-14,889.4
2016-01-15,879.25
2016-01-18,850.3
2016-01-19,845.55
2016-01-20,840.35
2016-01-21,844.45
2016-01-22,869.95
2016-01-25,878.6
2016-01-27,858.55
2016-01-28,858.95
2016-01-29,869.9
2016-02-01,887.4
2016-02-02,882.5
2016-02-03,863.7
2016-02-04,889.35
2016-02-05,899.25
2016-02-08,888.6
2016-02-09,884.2
2016-02-10,876.55
2016-02-11,855.7
2016-02-12,854.9
2016-02-15,858.7
2016-02-16,840.3
2016-02-17,856.0
2016-02-18,835.25
2016-02-19,854.7
2016-02-22,870.85
2016-02-23,877.1
2016-02-24,881.8
2016-02-25,861.7
2016-02-26,862.55
2016-02-29,846.1
2016-03-01,871.95
2016-03-02,871.85
2016-03-03,880.25
2016-03-04,865.8
2016-03-08,875.7
2016-03-09,876.2
2016-03-10,894.75
2016-03-11,898.35
2016-03-14,899.35
2016-03-15,884.6
2016-03-16,864.9
2016-03-17,872.55
2016-03-18,875.35
2016-03-21,859.65
2016-03-22,853.35
2016-03-23,850.0
2016-03-28,845.4
2016-03-29,856.1
2016-03-30,881.85
2016-03-31,868.4
2016-04-01,870.0
2016-04-04,886.15
2016-04-05,869.85
2016-04-06,863.3
2016-04-07,858.25
2016-04-08,851.55
2016-04-11,860.0
2016-04-12,866.9
2016-04-13,874.35
2016-04-18,885.2
2016-04-20,885.8
2016-04-21,889.15
2016-04-22,871.55
2016-04-25,861.75
2016-04-26,876.9
2016-04-27,889.85
2016-04-28,873.1
2016-04-29,866.25
2016-05-02,864.8
2016-05-03,872.0
2016-05-04,873.6
2016-05-05,867.05
2016-05-06,889.05
2016-05-09,906.6
2016-05-10,898.35
2016-05-11,907.85
2016-05-12,928.8
2016-05-13,943.65
2016-05-16,952.65
2016-05-17,969.65
2016-05-18,963.25
2016-05-19,956.8
2016-05-20,956.0
2016-05-23,946.6
2016-05-24,956.25
2016-05-25,982.25
2016-05-26,991.85
2016-05-27,998.25
2016-05-30,984.9
2016-05-31,984.85
2016-06-01,1021.7
2016-06-02,1024.05
2016-06-03,1025.3
2016-06-06,1026.3
2016-06-07,1032.75
2016-06-08,1018.05
2016-06-09,998.8
2016-06-10,992.05
2016-06-13,994.9
2016-06-14,986.5
2016-06-15,998.4
2016-06-16,1006.55
2016-06-17,999.6
2016-06-20,991.5
2016-06-21,982.05
2016-06-22,985.45
2016-06-23,984.1
2016-06-24,989.55
2016-06-27,974.3
2016-06-28,980.2
2016-06-29,994.2
2016-06-30,1003.3
2016-07-01,1002.5
2016-07-04,1000.4
2016-07-05,985.1
2016-07-07,987.7
2016-07-08,1010.7
2016-07-11,1026.8
2016-07-12,1020.45
2016-07-13,1009.5
2016-07-14,1017.6
2016-07-15,1025.9
2016-07-18,1028.5
2016-07-19,1030.7
2016-07-20,1028.55
2016-07-21,1042.7
2016-07-22,1047.05
2016-07-25,1070.65
2016-07-26,1060.75
2016-07-27,1061.8
2016-07-28,1128.0
2016-07-29,1114.15
2016-08-01,1120.9
2016-08-02,1123.35
2016-08-03,1143.4
2016-08-04,1127.3
2016-08-05,1143.35
2016-08-08,1148.35
2016-08-09,1146.5
2016-08-10,1129.95
2016-08-11,1145.1
2016-08-12,1137.5
2016-08-16,1129.65
2016-08-17,1113.55
2016-08-18,1107.35
2016-08-19,1113.5
2016-08-22,1113.9
2016-08-23,1126.25
2016-08-24,1118.85
2016-08-25,1105.9
2016-08-26,1123.3
2016-08-29,1111.85
2016-08-30,1146.2
2016-08-31,1157.9
2016-09-01,1156.95
2016-09-02,1167.55
2016-09-06,1204.15
2016-09-07,1177.2
2016-09-08,1182.6
2016-09-09,1171.75
2016-09-12,1154.6
2016-09-14,1163.6
2016-09-15,1173.55
2016-09-16,1155.15
2016-09-19,1163.6
2016-09-20,1165.05
2016-09-21,1170.6
2016-09-22,1192.0
2016-09-23,1191.2
2016-09-26,1183.0
2016-09-27,1192.55
2016-09-28,1193.5
2016-09-29,1167.35
2016-09-30,1160.7
2016-10-03,1193.0
2016-10-04,1192.55
2016-10-05,1208.75
2016-10-06,1209.5
2016-10-07,1184.6
2016-10-10,1212.65
2016-10-13,1216.6
2016-10-14,1205.75
2016-10-17,1182.3
2016-10-18,1174.5
2016-10-19,1169.3
2016-10-20,1165.75
2016-10-21,1153.5
2016-10-24,1127.5
2016-10-25,1139.75
2016-10-26,1123.1
2016-10-27,1085.45
2016-10-28,1069.9
2016-10-30,1075.75
2016-11-01,1076.7
2016-11-02,1062.75
2016-11-03,1037.15
2016-11-04,1043.05
2016-11-07,1037.35
2016-11-08,1057.0
2016-11-09,1050.95
2016-11-10,1011.3
2016-11-11,962.3
2016-11-15,890.8
2016-11-16,935.7
2016-11-17,918.45
2016-11-18,908.2
2016-11-21,900.0
2016-11-22,907.75
2016-11-23,942.05
2016-11-24,936.1
2016-11-25,945.45
2016-11-28,936.1
2016-11-29,958.55
2016-11-30,969.9
2016-12-01,939.15
2016-12-02,904.85
2016-12-05,937.65
2016-12-06,934.15
2016-12-07,932.2
2016-12-08,936.15
2016-12-09,941.75
2016-12-12,910.25
2016-12-13,906.75
2016-12-14,914.35
2016-12-15,903.0
2016-12-16,899.9
2016-12-19,878.4
2016-12-20,865.7
2016-12-21,865.55
2016-12-22,870.3
2016-12-23,874.0
2016-12-26,867.8
2016-12-27,876.0
2016-12-28,875.7
2016-12-29,880.05
2016-12-30,891.05
