Date,GENUSPAPER
2016-01-01,5.4
2016-01-04,5.4
2016-01-05,5.65
2016-01-06,5.9
2016-01-07,5.65
2016-01-08,5.5
2016-01-11,5.6
2016-01-12,5.5
2016-01-13,5.25
2016-01-14,5.0
2016-01-15,4.8
2016-01-18,4.6
2016-01-19,4.65
2016-01-20,4.7
2016-01-21,4.8
2016-01-22,5.0
2016-01-25,5.25
2016-01-27,5.15
2016-01-28,5.1
2016-01-29,5.2
2016-02-01,5.05
2016-02-02,5.0
2016-02-03,4.75
2016-02-04,4.95
2016-02-05,5.05
2016-02-08,5.05
2016-02-09,5.0
2016-02-10,4.85
2016-02-11,4.4
2016-02-12,4.7
2016-02-15,4.95
2016-02-16,4.75
2016-02-17,4.5
2016-02-18,4.45
2016-02-19,4.35
2016-02-22,4.25
2016-02-23,4.3
2016-02-24,4.25
2016-02-25,4.3
2016-02-26,4.1
2016-02-29,4.2
2016-03-01,4.25
2016-03-02,4.35
2016-03-03,4.1
2016-03-04,4.05
2016-03-08,4.15
2016-03-09,4.1
2016-03-10,4.05
2016-03-11,4.1
2016-03-14,4.0
2016-03-15,4.0
2016-03-16,3.9
2016-03-17,3.95
2016-03-18,3.9
2016-03-21,3.95
2016-03-22,3.9
2016-03-23,3.95
2016-03-28,3.75
2016-03-29,3.8
2016-03-30,3.9
2016-03-31,3.9
2016-04-01,4.1
2016-04-04,4.1
2016-04-05,4.35
2016-04-06,4.7
2016-04-07,4.65
2016-04-08,4.7
2016-04-11,4.95
2016-04-12,4.7
2016-04-13,4.75
2016-04-18,4.6
2016-04-20,4.7
2016-04-21,4.55
2016-04-22,4.6
2016-04-25,4.5
2016-04-26,4.65
2016-04-27,4.6
2016-04-28,4.5
2016-04-29,4.6
2016-05-02,4.45
2016-05-03,4.45
2016-05-04,4.35
2016-05-05,4.25
2016-05-06,4.3
2016-05-09,4.4
2016-05-10,4.5
2016-05-11,4.5
2016-05-12,4.45
2016-05-13,4.4
2016-05-16,4.45
2016-05-17,4.55
2016-05-18,4.5
2016-05-19,4.4
2016-05-20,4.45
2016-05-23,4.45
2016-05-24,4.35
2016-05-25,4.3
2016-05-26,4.25
2016-05-27,4.2
2016-05-30,4.2
2016-05-31,4.0
2016-06-01,4.0
2016-06-02,3.85
2016-06-03,3.8
2016-06-06,3.7
2016-06-07,3.8
2016-06-08,3.9
2016-06-09,3.9
2016-06-10,3.75
2016-06-13,3.9
2016-06-14,3.9
2016-06-15,4.15
2016-06-16,4.45
2016-06-17,4.75
2016-06-20,4.9
2016-06-21,4.65
2016-06-22,4.5
2016-06-23,4.35
2016-06-24,4.3
2016-06-27,4.5
2016-06-28,4.4
2016-06-29,4.5
2016-06-30,4.5
2016-07-01,4.8
2016-07-04,4.95
2016-07-05,5.0
2016-07-07,5.0
2016-07-08,4.7
2016-07-11,4.65
2016-07-12,4.5
2016-07-13,4.55
2016-07-14,4.65
2016-07-15,4.35
2016-07-18,4.3
2016-07-19,4.35
2016-07-20,4.45
2016-07-21,4.3
2016-07-22,4.3
2016-07-25,4.75
2016-07-26,4.6
2016-07-27,4.45
2016-07-28,4.55
2016-07-29,4.3
2016-08-01,4.25
2016-08-02,4.25
2016-08-03,4.4
2016-08-04,4.3
2016-08-05,4.2
2016-08-08,4.3
2016-08-09,4.35
2016-08-10,4.3
2016-08-11,4.5
2016-08-12,4.4
2016-08-16,4.05
2016-08-17,4.1
2016-08-18,4.15
2016-08-19,4.1
2016-08-22,4.05
2016-08-23,4.15
2016-08-24,4.05
2016-08-25,4.05
2016-08-26,3.95
2016-08-29,4.05
2016-08-30,4.05
2016-08-31,4.0
2016-09-01,4.05
2016-09-02,4.05
2016-09-06,4.1
2016-09-07,4.15
2016-09-08,4.25
2016-09-09,4.45
2016-09-12,4.35
2016-09-14,4.3
2016-09-15,4.4
2016-09-16,4.35
2016-09-19,4.4
2016-09-20,4.4
2016-09-21,4.3
2016-09-22,4.15
2016-09-23,4.1
2016-09-26,4.05
2016-09-27,4.1
2016-09-28,4.0
2016-09-29,3.8
2016-09-30,3.95
2016-10-03,3.95
2016-10-04,4.0
2016-10-05,4.05
2016-10-06,4.1
2016-10-07,4.2
2016-10-10,5.0
2016-10-13,6.0
2016-10-14,6.6
2016-10-17,7.25
2016-10-18,7.2
2016-10-19,7.05
2016-10-20,6.8
2016-10-21,6.5
2016-10-24,6.35
2016-10-25,6.15
2016-10-26,6.75
2016-10-27,6.6
2016-10-28,6.6
2016-10-30,6.45
2016-11-01,6.7
2016-11-02,6.35
2016-11-03,6.3
2016-11-04,5.6
2016-11-07,5.9
2016-11-08,6.05
2016-11-09,6.25
2016-11-10,6.25
2016-11-11,5.9
2016-11-15,5.15
2016-11-16,5.15
2016-11-17,5.0
2016-11-18,4.95
2016-11-21,4.5
2016-11-22,4.7
2016-11-23,5.1
2016-11-24,5.2
2016-11-25,5.2
2016-11-28,5.2
2016-11-29,5.35
2016-11-30,6.1
2016-12-01,5.9
2016-12-02,5.85
2016-12-05,5.75
2016-12-06,5.7
2016-12-07,5.6
2016-12-08,5.7
2016-12-09,5.65
2016-12-12,5.55
2016-12-13,5.6
2016-12-14,5.5
2016-12-15,5.5
2016-12-16,5.55
2016-12-19,5.75
2016-12-20,5.7
2016-12-21,5.7
2016-12-22,5.6
2016-12-23,5.55
2016-12-26,5.45
2016-12-27,5.35
2016-12-28,5.35
2016-12-29,5.3
2016-12-30,5.5
