Date,FILATEX
2016-01-01,45.75
2016-01-04,44.5
2016-01-05,44.85
2016-01-06,46.6
2016-01-07,43.1
2016-01-08,44.5
2016-01-11,46.4
2016-01-12,45.0
2016-01-13,42.95
2016-01-14,42.0
2016-01-15,39.9
2016-01-18,37.5
2016-01-19,38.65
2016-01-20,36.6
2016-01-21,37.65
2016-01-22,38.9
2016-01-25,38.0
2016-01-27,38.15
2016-01-28,37.95
2016-01-29,38.15
2016-02-01,37.8
2016-02-02,37.75
2016-02-03,36.6
2016-02-04,37.3
2016-02-05,36.5
2016-02-08,37.45
2016-02-09,37.75
2016-02-10,37.5
2016-02-11,37.1
2016-02-12,34.35
2016-02-15,35.2
2016-02-16,34.25
2016-02-17,34.6
2016-02-18,34.25
2016-02-19,34.3
2016-02-22,34.05
2016-02-23,35.0
2016-02-24,33.3
2016-02-25,34.35
2016-02-26,34.1
2016-02-29,35.0
2016-03-01,35.9
2016-03-02,37.3
2016-03-03,36.7
2016-03-04,37.2
2016-03-08,36.55
2016-03-09,37.35
2016-03-10,37.3
2016-03-11,37.55
2016-03-14,37.5
2016-03-15,36.1
2016-03-16,37.2
2016-03-17,37.55
2016-03-18,37.15
2016-03-21,37.0
2016-03-22,37.35
2016-03-23,37.75
2016-03-28,36.7
2016-03-29,36.85
2016-03-30,39.3
2016-03-31,39.05
2016-04-01,39.0
2016-04-04,38.1
2016-04-05,37.9
2016-04-08,38.6
2016-04-11,39.5
2016-04-12,40.7
2016-04-13,41.25
2016-04-18,41.9
2016-04-20,41.0
2016-04-21,42.0
2016-04-22,43.1
2016-04-25,51.7
2016-04-26,56.15
2016-04-27,56.25
2016-04-28,60.35
2016-04-29,60.8
2016-05-02,59.5
2016-05-03,57.45
2016-05-04,57.5
2016-05-05,57.75
2016-05-06,57.3
2016-05-09,56.3
2016-05-10,56.3
2016-05-11,55.55
2016-05-12,61.1
2016-05-13,62.5
2016-05-16,68.6
2016-05-17,68.25
2016-05-18,68.25
2016-05-19,64.55
2016-05-20,64.8
2016-05-23,65.45
2016-05-24,62.1
2016-05-25,63.35
2016-05-26,65.05
2016-05-27,64.65
2016-05-30,63.5
2016-05-31,62.2
2016-06-01,64.8
2016-06-02,64.05
2016-06-03,67.8
2016-06-06,66.6
2016-06-07,66.25
2016-06-08,65.35
2016-06-09,64.15
2016-06-10,64.65
2016-06-13,64.1
2016-06-14,70.4
2016-06-15,71.7
2016-06-16,69.3
2016-06-17,68.35
2016-06-20,70.05
2016-06-21,72.05
2016-06-22,68.35
2016-06-23,68.15
2016-06-24,66.3
2016-06-27,67.55
2016-06-28,68.45
2016-06-29,71.65
2016-06-30,71.75
2016-07-01,70.9
2016-07-04,72.25
2016-07-05,73.15
2016-07-07,74.65
2016-07-08,78.65
2016-07-11,77.65
2016-07-12,76.25
2016-07-13,76.9
2016-07-14,77.75
2016-07-15,73.75
2016-07-18,73.55
2016-07-19,75.2
2016-07-20,76.05
2016-07-21,76.05
2016-07-22,75.3
2016-07-25,78.45
2016-07-26,77.6
2016-07-27,80.5
2016-07-28,85.0
2016-07-29,85.35
2016-08-01,70.8
2016-08-02,71.55
2016-08-03,69.75
2016-08-04,70.3
2016-08-05,69.9
2016-08-08,66.55
2016-08-09,64.65
2016-08-10,63.05
2016-08-11,63.85
2016-08-12,66.45
2016-08-16,69.5
2016-08-17,68.5
2016-08-18,68.35
2016-08-19,68.65
2016-08-22,67.65
2016-08-23,65.75
2016-08-24,65.3
2016-08-25,66.45
2016-08-26,64.85
2016-08-29,66.15
2016-08-30,66.1
2016-08-31,65.0
2016-09-01,64.0
2016-09-02,64.7
2016-09-06,64.65
2016-09-07,65.4
2016-09-08,68.65
2016-09-09,68.9
2016-09-12,70.75
2016-09-14,71.8
2016-09-15,70.9
2016-09-16,69.8
2016-09-19,68.5
2016-09-20,68.05
2016-09-21,68.1
2016-09-22,68.0
2016-09-23,68.3
2016-09-26,68.3
2016-09-27,70.45
2016-09-28,74.85
2016-09-29,67.4
2016-09-30,70.2
2016-10-03,71.05
2016-10-04,74.55
2016-10-05,77.0
2016-10-06,75.25
2016-10-07,75.15
2016-10-10,76.65
2016-10-13,72.95
2016-10-14,73.35
2016-10-17,75.0
2016-10-18,80.35
2016-10-19,82.2
2016-10-20,79.35
2016-10-21,83.1
2016-10-24,86.5
2016-10-25,84.2
2016-10-26,83.35
2016-10-27,82.6
2016-10-28,83.8
2016-10-30,83.95
2016-11-01,82.6
2016-11-02,79.95
2016-11-03,78.9
2016-11-04,74.3
2016-11-07,75.6
2016-11-08,74.75
2016-11-09,69.75
2016-11-10,71.65
2016-11-11,69.05
2016-11-15,65.5
2016-11-16,65.45
2016-11-17,64.55
2016-11-18,65.85
2016-11-21,62.4
2016-11-22,61.9
2016-11-23,63.65
2016-11-24,63.9
2016-11-25,64.5
2016-11-28,67.25
2016-11-29,66.45
2016-11-30,67.15
2016-12-01,66.55
2016-12-02,65.4
2016-12-05,64.5
2016-12-06,65.15
2016-12-07,64.4
2016-12-08,66.5
2016-12-09,67.2
2016-12-12,65.8
2016-12-13,67.2
2016-12-14,68.75
2016-12-15,68.65
2016-12-16,67.75
2016-12-19,67.0
2016-12-20,66.85
2016-12-21,66.55
2016-12-22,65.25
2016-12-23,64.95
2016-12-26,63.05
2016-12-27,63.5
2016-12-28,63.7
2016-12-29,65.9
2016-12-30,67.3
