Date,ACCELYA
2016-01-01,938.3
2016-01-04,941.05
2016-01-05,937.5
2016-01-06,923.1
2016-01-07,916.4
2016-01-08,953.55
2016-01-11,934.8
2016-01-12,943.65
2016-01-13,941.05
2016-01-14,929.0
2016-01-15,903.15
2016-01-18,817.3
2016-01-19,828.55
2016-01-20,834.75
2016-01-21,846.45
2016-01-22,852.0
2016-01-25,870.1
2016-01-27,871.55
2016-01-28,900.15
2016-01-29,909.05
2016-02-01,910.0
2016-02-02,905.05
2016-02-03,915.05
2016-02-04,921.65
2016-02-05,913.25
2016-02-08,933.5
2016-02-09,926.1
2016-02-10,921.0
2016-02-11,890.7
2016-02-12,860.25
2016-02-15,866.35
2016-02-16,852.4
2016-02-17,847.4
2016-02-18,868.3
2016-02-19,865.3
2016-02-22,865.4
2016-02-23,870.6
2016-02-24,862.3
2016-02-25,873.6
2016-02-26,882.05
2016-02-29,869.05
2016-03-01,881.5
2016-03-02,902.0
2016-03-03,900.15
2016-03-04,906.3
2016-03-08,890.25
2016-03-09,878.55
2016-03-10,889.0
2016-03-11,876.8
2016-03-14,869.65
2016-03-15,873.55
2016-03-16,873.1
2016-03-17,869.9
2016-03-18,876.3
2016-03-21,873.3
2016-03-22,880.9
2016-03-23,889.5
2016-03-28,880.9
2016-03-29,867.75
2016-03-30,899.55
2016-03-31,866.9
2016-04-01,886.1
2016-04-04,887.45
2016-04-05,894.3
2016-04-06,896.95
2016-04-07,908.2
2016-04-08,924.3
2016-04-11,915.85
2016-04-12,916.5
2016-04-13,925.7
2016-04-18,940.4
2016-04-20,952.05
2016-04-21,949.5
2016-04-22,952.5
2016-04-25,924.05
2016-04-26,929.25
2016-04-27,930.0
2016-04-28,915.0
2016-04-29,918.15
2016-05-02,917.2
2016-05-03,928.1
2016-05-04,1002.1
2016-05-05,1015.95
2016-05-06,1009.9
2016-05-09,1071.3
2016-05-10,1081.95
2016-05-11,1097.45
2016-05-12,1101.15
2016-05-13,1104.25
2016-05-16,1124.4
2016-05-17,1108.55
2016-05-18,1109.75
2016-05-19,1094.9
2016-05-20,1099.1
2016-05-23,1100.0
2016-05-24,1080.1
2016-05-25,1080.5
2016-05-26,1080.2
2016-05-27,1083.05
2016-05-30,1108.75
2016-05-31,1093.25
2016-06-01,1107.8
2016-06-02,1100.65
2016-06-03,1108.5
2016-06-06,1100.35
2016-06-07,1120.1
2016-06-08,1135.7
2016-06-09,1125.3
2016-06-10,1132.2
2016-06-13,1116.9
2016-06-14,1109.75
2016-06-15,1101.4
2016-06-16,1099.25
2016-06-17,1098.45
2016-06-20,1085.7
2016-06-21,1100.85
2016-06-22,1100.2
2016-06-23,1138.5
2016-06-24,1089.7
2016-06-27,1112.5
2016-06-28,1109.65
2016-06-29,1110.75
2016-06-30,1144.95
2016-07-01,1125.35
2016-07-04,1128.45
2016-07-05,1109.35
2016-07-07,1200.5
2016-07-08,1219.45
2016-07-11,1201.55
2016-07-12,1205.7
2016-07-13,1218.1
2016-07-14,1213.5
2016-07-15,1205.25
2016-07-18,1200.55
2016-07-19,1199.35
2016-07-20,1205.0
2016-07-21,1188.65
2016-07-22,1203.25
2016-07-25,1201.1
2016-07-26,1200.4
2016-07-27,1214.9
2016-07-28,1199.8
2016-07-29,1218.6
2016-08-01,1227.05
2016-08-02,1193.6
2016-08-03,1197.95
2016-08-04,1220.15
2016-08-05,1248.9
2016-08-08,1243.7
2016-08-09,1208.75
2016-08-10,1223.25
2016-08-11,1226.35
2016-08-12,1232.4
2016-08-16,1239.85
2016-08-17,1242.4
2016-08-18,1258.75
2016-08-19,1268.0
2016-08-22,1259.3
2016-08-23,1256.0
2016-08-24,1254.5
2016-08-25,1210.35
2016-08-26,1220.4
2016-08-29,1211.6
2016-08-30,1237.3
2016-08-31,1242.65
2016-09-01,1222.45
2016-09-02,1235.35
2016-09-06,1234.9
2016-09-07,1229.75
2016-09-08,1242.55
2016-09-09,1241.15
2016-09-12,1246.1
2016-09-14,1230.0
2016-09-15,1238.25
2016-09-16,1257.55
2016-09-19,1311.85
2016-09-20,1389.7
2016-09-21,1436.5
2016-09-22,1447.2
2016-09-23,1459.65
2016-09-26,1423.3
