Date,KABRAEXTRU
2016-01-01,105.45
2016-01-04,104.0
2016-01-05,108.9
2016-01-06,104.6
2016-01-07,100.15
2016-01-08,103.15
2016-01-11,101.8
2016-01-12,98.35
2016-01-13,95.55
2016-01-14,92.95
2016-01-15,89.55
2016-01-18,83.85
2016-01-19,86.7
2016-01-20,83.9
2016-01-21,82.85
2016-01-22,85.7
2016-01-25,86.0
2016-01-27,85.65
2016-01-28,86.4
2016-01-29,85.75
2016-02-01,86.4
2016-02-02,84.4
2016-02-03,82.25
2016-02-04,81.9
2016-02-05,83.75
2016-02-08,82.25
2016-02-09,83.25
2016-02-10,84.35
2016-02-11,79.9
2016-02-12,80.85
2016-02-15,82.4
2016-02-16,79.3
2016-02-17,76.4
2016-02-18,75.95
2016-02-19,77.6
2016-02-22,77.5
2016-02-23,77.9
2016-02-24,74.25
2016-02-25,72.35
2016-02-26,73.4
2016-02-29,74.0
2016-03-01,76.45
2016-03-02,79.05
2016-03-03,82.2
2016-03-04,82.65
2016-03-08,83.75
2016-03-09,84.6
2016-03-10,84.9
2016-03-11,89.25
2016-03-14,88.1
2016-03-15,85.95
2016-03-16,84.95
2016-03-17,85.7
2016-03-18,83.75
2016-03-21,83.45
2016-03-22,83.85
2016-03-23,83.55
2016-03-28,83.75
2016-03-29,82.15
2016-03-30,85.45
2016-03-31,84.0
2016-04-01,85.75
2016-04-04,88.15
2016-04-05,89.0
2016-04-06,88.55
2016-04-07,89.6
2016-04-08,90.15
2016-04-11,89.8
2016-04-12,89.1
2016-04-13,94.1
2016-04-18,95.7
2016-04-20,94.45
2016-04-21,94.25
2016-04-22,94.45
2016-04-25,93.5
2016-04-26,94.0
2016-04-27,92.9
2016-04-28,92.4
2016-04-29,92.05
2016-05-02,91.5
2016-05-03,91.0
2016-05-04,88.3
2016-05-05,89.15
2016-05-06,90.15
2016-05-09,90.4
2016-05-10,91.4
2016-05-11,88.8
2016-05-12,95.35
2016-05-13,93.35
2016-05-16,97.7
2016-05-17,93.35
2016-05-18,95.9
2016-05-19,96.1
2016-05-20,93.0
2016-05-23,93.1
2016-05-24,92.1
2016-05-25,94.15
2016-05-26,95.25
2016-05-27,93.7
2016-05-30,93.95
2016-05-31,94.8
2016-06-01,95.7
2016-06-02,97.5
2016-06-03,106.25
2016-06-06,107.8
2016-06-07,105.65
2016-06-08,105.8
2016-06-09,105.0
2016-06-10,101.9
2016-06-13,101.7
2016-06-14,104.1
2016-06-15,104.1
2016-06-16,102.15
2016-06-17,102.65
2016-06-20,103.7
2016-06-21,102.85
2016-06-22,103.05
2016-06-23,102.2
2016-06-24,102.55
2016-06-27,101.5
2016-06-28,104.25
2016-06-29,106.05
2016-06-30,110.1
2016-07-01,114.45
2016-07-04,120.3
2016-07-05,117.3
2016-07-07,116.05
2016-07-08,114.7
2016-07-11,115.5
2016-07-12,114.25
2016-07-13,112.95
2016-07-14,112.8
2016-07-15,118.15
2016-07-18,118.85
2016-07-19,125.75
2016-07-20,122.95
2016-07-21,109.85
2016-07-22,106.7
2016-07-25,106.55
2016-07-26,104.3
2016-07-27,107.4
2016-07-28,107.4
2016-07-29,108.05
2016-08-01,108.15
2016-08-02,105.85
2016-08-03,104.7
2016-08-04,105.55
2016-08-05,107.3
2016-08-08,106.35
2016-08-09,107.0
2016-08-10,105.65
2016-08-11,103.1
2016-08-12,102.8
2016-08-16,103.05
2016-08-17,104.05
2016-08-18,105.85
2016-08-19,106.95
2016-08-22,108.3
2016-08-23,107.85
2016-08-24,107.1
2016-08-25,105.65
2016-08-26,105.75
2016-08-29,106.7
2016-08-30,114.65
2016-08-31,112.1
2016-09-01,112.45
2016-09-02,119.25
2016-09-06,120.65
2016-09-07,123.35
2016-09-08,118.8
2016-09-09,120.4
2016-09-12,116.55
2016-09-14,120.4
2016-09-15,118.6
2016-09-16,118.25
2016-09-19,119.15
2016-09-20,117.45
2016-09-21,116.75
2016-09-22,116.6
2016-09-23,115.35
2016-09-26,116.15
2016-09-27,116.1
2016-09-28,116.8
2016-09-29,114.95
2016-09-30,118.65
2016-10-03,123.15
2016-10-04,120.3
2016-10-05,121.5
2016-10-06,130.7
2016-10-07,130.8
2016-10-10,133.0
2016-10-13,131.55
2016-10-14,137.2
2016-10-17,133.8
2016-10-18,140.1
2016-10-19,135.5
2016-10-20,133.4
2016-10-21,134.15
2016-10-24,136.2
2016-10-25,135.95
2016-10-26,134.45
2016-10-27,132.6
2016-10-28,137.95
2016-10-30,138.9
2016-11-01,135.55
2016-11-02,130.1
2016-11-03,128.85
2016-11-04,124.55
2016-11-07,130.7
2016-11-08,128.8
2016-11-09,123.65
2016-11-10,131.05
2016-11-11,129.6
2016-11-15,116.8
2016-11-16,109.0
2016-11-17,105.65
2016-11-18,105.45
2016-11-21,97.2
2016-11-22,101.3
2016-11-23,106.55
2016-11-24,109.65
2016-11-25,113.55
2016-11-28,115.45
2016-11-29,115.5
2016-11-30,112.2
2016-12-01,112.0
2016-12-02,112.2
2016-12-05,110.9
2016-12-06,110.25
2016-12-07,109.05
2016-12-08,111.0
2016-12-09,113.3
2016-12-12,114.2
2016-12-13,112.2
2016-12-14,112.0
2016-12-15,110.35
2016-12-16,112.2
2016-12-19,112.0
2016-12-20,109.7
2016-12-21,107.95
2016-12-22,107.7
2016-12-23,109.75
2016-12-26,104.9
2016-12-27,104.7
2016-12-28,105.75
2016-12-29,105.6
2016-12-30,106.35
