Date,TITAN
2016-01-01,352.05
2016-01-04,351.4
2016-01-05,347.7
2016-01-06,347.85
2016-01-07,344.05
2016-01-08,348.0
2016-01-11,345.05
2016-01-12,346.9
2016-01-13,349.95
2016-01-14,341.7
2016-01-15,335.85
2016-01-18,334.25
2016-01-19,339.2
2016-01-20,340.85
2016-01-21,343.4
2016-01-22,347.6
2016-01-25,354.45
2016-01-27,349.65
2016-01-28,339.0
2016-01-29,363.7
2016-02-01,359.95
2016-02-02,352.0
2016-02-03,354.05
2016-02-04,362.0
2016-02-05,369.55
2016-02-08,371.6
2016-02-09,366.85
2016-02-10,370.4
2016-02-11,356.35
2016-02-12,355.85
2016-02-15,358.7
2016-02-16,347.55
2016-02-17,326.85
2016-02-18,333.65
2016-02-19,334.7
2016-02-22,337.9
2016-02-23,329.45
2016-02-24,326.95
2016-02-25,323.75
2016-02-26,330.15
2016-02-29,316.8
2016-03-01,337.5
2016-03-02,333.9
2016-03-03,342.15
2016-03-04,338.45
2016-03-08,341.55
2016-03-09,339.85
2016-03-10,339.05
2016-03-11,346.0
2016-03-14,341.15
2016-03-15,343.8
2016-03-16,339.65
2016-03-17,339.5
2016-03-18,337.8
2016-03-21,342.1
2016-03-22,358.6
2016-03-23,352.7
2016-03-28,327.4
2016-03-29,329.75
2016-03-30,338.25
2016-03-31,339.1
2016-04-01,339.45
2016-04-04,344.55
2016-04-05,345.6
2016-04-06,348.1
2016-04-07,339.3
2016-04-08,335.85
2016-04-11,344.55
2016-04-12,350.4
2016-04-13,352.85
2016-04-18,361.8
2016-04-20,373.8
2016-04-21,369.35
2016-04-22,371.65
2016-04-25,373.6
2016-04-26,371.85
2016-04-27,371.5
2016-04-28,369.55
2016-04-29,355.9
2016-05-02,367.65
2016-05-03,360.1
2016-05-04,360.05
2016-05-05,359.2
2016-05-06,365.45
2016-05-09,365.5
2016-05-10,371.85
2016-05-11,372.0
2016-05-12,374.0
2016-05-13,364.7
2016-05-16,364.85
2016-05-17,364.75
2016-05-18,365.25
2016-05-19,363.95
2016-05-20,366.05
2016-05-23,362.6
2016-05-24,362.6
2016-05-25,364.55
2016-05-26,361.9
2016-05-27,360.45
2016-05-30,363.55
2016-05-31,360.5
2016-06-01,359.25
2016-06-02,358.05
2016-06-03,355.35
2016-06-06,353.0
2016-06-07,360.6
2016-06-08,362.05
2016-06-09,364.65
2016-06-10,362.0
2016-06-13,364.2
2016-06-14,367.05
2016-06-15,366.85
2016-06-16,371.5
2016-06-17,376.35
2016-06-20,376.6
2016-06-21,375.45
2016-06-22,379.3
2016-06-23,388.15
2016-06-24,390.45
2016-06-27,391.5
2016-06-28,389.9
2016-06-29,396.5
2016-06-30,406.25
2016-07-01,405.85
2016-07-04,405.25
2016-07-05,401.9
2016-07-07,402.85
2016-07-08,401.45
2016-07-11,402.65
2016-07-12,406.05
2016-07-13,404.8
2016-07-14,414.9
2016-07-15,417.75
2016-07-18,413.8
2016-07-19,413.25
2016-07-20,412.1
2016-07-21,409.2
2016-07-22,409.7
2016-07-25,412.75
2016-07-26,414.0
2016-07-27,411.7
2016-07-28,426.6
2016-07-29,421.4
2016-08-01,422.3
2016-08-02,423.45
2016-08-03,414.75
2016-08-04,408.2
2016-08-05,416.45
2016-08-08,419.7
2016-08-09,420.1
2016-08-10,403.95
2016-08-11,400.35
2016-08-12,401.95
2016-08-16,404.55
2016-08-17,404.65
2016-08-18,398.15
2016-08-19,402.0
2016-08-22,402.95
2016-08-23,406.75
2016-08-24,404.15
2016-08-25,395.1
2016-08-26,405.75
2016-08-29,403.2
2016-08-30,407.6
2016-08-31,418.5
2016-09-01,413.5
2016-09-02,418.35
2016-09-06,437.45
2016-09-07,425.3
2016-09-08,432.85
2016-09-09,423.95
2016-09-12,411.3
2016-09-14,414.55
2016-09-15,406.4
2016-09-16,407.6
2016-09-19,402.85
2016-09-20,402.85
2016-09-21,406.45
2016-09-22,414.4
2016-09-23,409.0
2016-09-26,404.75
2016-09-27,405.35
2016-09-28,409.7
2016-09-29,393.15
2016-09-30,395.1
2016-10-03,406.6
2016-10-04,406.55
2016-10-05,405.9
2016-10-06,398.85
2016-10-07,395.3
2016-10-10,403.7
2016-10-13,388.2
2016-10-14,385.25
2016-10-17,386.1
2016-10-18,390.1
2016-10-19,388.4
2016-10-20,389.6
2016-10-21,379.4
2016-10-24,377.55
2016-10-25,373.3
2016-10-26,375.55
2016-10-27,369.2
2016-10-28,373.55
2016-10-30,382.25
2016-11-01,372.7
2016-11-02,377.6
2016-11-03,377.2
2016-11-04,369.05
2016-11-07,370.5
2016-11-08,371.15
2016-11-09,348.8
2016-11-10,349.35
2016-11-11,334.95
2016-11-15,329.4
2016-11-16,320.3
2016-11-17,315.9
2016-11-18,303.3
2016-11-21,304.1
2016-11-22,306.9
2016-11-23,312.5
2016-11-24,307.55
2016-11-25,316.15
2016-11-28,306.55
2016-11-29,313.85
2016-11-30,323.5
2016-12-01,324.9
2016-12-02,313.2
2016-12-05,325.85
2016-12-06,323.5
2016-12-07,324.2
2016-12-08,326.6
2016-12-09,326.55
2016-12-12,321.7
2016-12-13,320.05
2016-12-14,322.15
2016-12-15,315.35
2016-12-16,321.7
2016-12-19,316.85
2016-12-20,317.95
2016-12-21,319.7
2016-12-22,309.8
2016-12-23,314.3
2016-12-26,307.85
2016-12-27,316.35
2016-12-28,314.25
2016-12-29,320.95
2016-12-30,326.8
