Date,IOC
2016-01-01,433.25
2016-01-04,426.45
2016-01-05,442.65
2016-01-06,450.85
2016-01-07,441.55
2016-01-08,446.8
2016-01-11,442.9
2016-01-12,440.0
2016-01-13,439.2
2016-01-14,435.4
2016-01-15,426.65
2016-01-18,416.9
2016-01-19,415.0
2016-01-20,403.2
2016-01-21,396.15
2016-01-22,406.4
2016-01-25,395.5
2016-01-27,397.0
2016-01-28,398.55
2016-01-29,402.3
2016-02-01,403.75
2016-02-02,398.6
2016-02-03,396.35
2016-02-04,389.45
2016-02-05,394.55
2016-02-08,390.35
2016-02-09,388.4
2016-02-10,384.05
2016-02-11,372.2
2016-02-12,364.55
2016-02-15,388.6
2016-02-16,377.55
2016-02-17,382.5
2016-02-18,391.25
2016-02-19,373.25
2016-02-22,378.4
2016-02-23,362.7
2016-02-24,370.85
2016-02-25,364.1
2016-02-26,364.3
2016-02-29,367.65
2016-03-01,386.0
2016-03-02,389.1
2016-03-03,394.5
2016-03-04,389.0
2016-03-08,398.1
2016-03-09,389.75
2016-03-10,386.1
2016-03-11,385.9
2016-03-14,385.2
2016-03-15,392.2
2016-03-16,388.6
2016-03-17,398.55
2016-03-18,391.05
2016-03-21,394.55
2016-03-22,393.75
2016-03-23,393.1
2016-03-28,392.0
2016-03-29,394.25
2016-03-30,400.0
2016-03-31,393.6
2016-04-01,393.05
2016-04-04,401.55
2016-04-05,402.15
2016-04-06,410.7
2016-04-07,411.15
2016-04-08,412.65
2016-04-11,416.0
2016-04-12,414.95
2016-04-13,416.4
2016-04-18,429.1
2016-04-20,423.6
2016-04-21,424.95
2016-04-22,428.5
2016-04-25,428.95
2016-04-26,434.15
2016-04-27,437.15
2016-04-28,424.0
2016-04-29,433.25
2016-05-02,426.25
2016-05-03,419.7
2016-05-04,412.75
2016-05-05,410.15
2016-05-06,416.0
2016-05-09,419.4
2016-05-10,413.7
2016-05-11,409.7
2016-05-12,414.8
2016-05-13,414.4
2016-05-16,409.5
2016-05-17,407.65
2016-05-18,406.6
2016-05-19,411.95
2016-05-20,409.5
2016-05-23,404.4
2016-05-24,396.85
2016-05-25,403.15
2016-05-26,402.15
2016-05-27,412.95
2016-05-30,403.0
2016-05-31,416.1
2016-06-01,420.6
2016-06-02,420.1
2016-06-03,424.0
2016-06-06,418.3
2016-06-07,418.85
2016-06-08,415.1
2016-06-09,415.4
2016-06-10,410.05
2016-06-13,416.1
2016-06-14,414.05
2016-06-15,417.4
2016-06-16,415.6
2016-06-17,413.15
2016-06-20,410.5
2016-06-21,412.7
2016-06-22,415.4
2016-06-23,421.8
2016-06-24,419.05
2016-06-27,421.05
2016-06-28,434.95
2016-06-29,441.35
2016-06-30,441.0
2016-07-01,474.3
2016-07-04,480.8
2016-07-05,477.3
2016-07-07,473.35
2016-07-08,468.4
2016-07-11,477.75
2016-07-12,476.65
2016-07-13,478.95
2016-07-14,481.6
2016-07-15,478.35
2016-07-18,472.65
2016-07-19,493.55
2016-07-20,512.85
2016-07-21,521.4
2016-07-22,522.3
2016-07-25,537.0
2016-07-26,532.8
2016-07-27,535.95
2016-07-28,532.3
2016-07-29,544.4
2016-08-01,542.0
2016-08-02,555.3
2016-08-03,552.15
2016-08-04,545.8
2016-08-05,575.95
2016-08-08,582.5
2016-08-09,565.55
2016-08-10,539.0
2016-08-11,544.35
2016-08-12,538.2
2016-08-16,544.55
2016-08-17,544.95
2016-08-18,562.0
2016-08-19,566.2
2016-08-22,559.8
2016-08-23,543.95
2016-08-24,564.15
2016-08-25,570.1
2016-08-26,573.55
2016-08-29,571.75
2016-08-30,573.55
2016-08-31,575.4
2016-09-01,575.65
2016-09-02,573.45
2016-09-06,573.2
2016-09-07,567.55
2016-09-08,563.85
2016-09-09,563.65
2016-09-12,552.95
2016-09-14,565.6
2016-09-15,558.8
2016-09-16,570.2
2016-09-19,571.15
2016-09-20,570.5
2016-09-21,571.8
2016-09-22,579.3
2016-09-23,583.3
2016-09-26,592.2
2016-09-27,585.65
2016-09-28,591.75
2016-09-29,573.5
2016-09-30,582.5
2016-10-03,603.7
2016-10-04,612.65
2016-10-05,617.7
2016-10-06,650.2
2016-10-07,640.9
2016-10-10,634.2
2016-10-13,626.65
2016-10-14,643.0
2016-10-17,642.3
2016-10-18,321.7
2016-10-19,326.55
2016-10-20,321.3
2016-10-21,324.3
2016-10-24,327.25
2016-10-25,326.9
2016-10-26,321.5
2016-10-27,312.95
2016-10-28,323.5
2016-10-30,323.65
2016-11-01,325.15
2016-11-02,316.1
2016-11-03,309.75
2016-11-04,306.0
2016-11-07,315.75
2016-11-08,318.45
2016-11-09,316.3
2016-11-10,320.3
2016-11-11,310.25
2016-11-15,285.8
2016-11-16,288.5
2016-11-17,293.45
2016-11-18,300.7
2016-11-21,291.85
2016-11-22,296.5
2016-11-23,298.4
2016-11-24,293.95
2016-11-25,296.5
2016-11-28,300.15
2016-11-29,298.7
2016-11-30,306.7
2016-12-01,297.85
2016-12-02,294.95
2016-12-05,290.95
2016-12-06,295.65
2016-12-07,303.6
2016-12-08,306.65
2016-12-09,302.6
2016-12-12,295.5
2016-12-13,301.0
2016-12-14,299.15
2016-12-15,297.8
2016-12-16,296.35
2016-12-19,305.05
2016-12-20,302.3
2016-12-21,308.95
2016-12-22,306.3
2016-12-23,313.25
2016-12-26,307.95
2016-12-27,317.3
2016-12-28,316.2
2016-12-29,322.95
2016-12-30,325.05
