Date,APTECHT
2016-01-01,67.9
2016-01-04,67.3
2016-01-05,67.1
2016-01-06,69.4
2016-01-07,66.8
2016-01-08,75.1
2016-01-11,71.05
2016-01-12,69.4
2016-01-13,64.85
2016-01-14,63.7
2016-01-15,61.6
2016-01-18,57.9
2016-01-19,59.65
2016-01-20,59.9
2016-01-21,59.2
2016-01-22,60.8
2016-01-25,60.9
2016-01-27,63.1
2016-01-28,62.25
2016-01-29,62.75
2016-02-01,63.75
2016-02-02,61.65
2016-02-03,59.7
2016-02-04,59.75
2016-02-05,60.75
2016-02-08,61.0
2016-02-09,60.05
2016-02-10,58.2
2016-02-11,54.35
2016-02-12,53.25
2016-02-15,55.05
2016-02-16,54.4
2016-02-17,53.8
2016-02-18,56.1
2016-02-19,56.85
2016-02-22,56.75
2016-02-23,55.1
2016-02-24,54.05
2016-02-25,53.75
2016-02-26,53.8
2016-02-29,53.2
2016-03-01,55.05
2016-03-02,55.75
2016-03-03,56.25
2016-03-04,56.8
2016-03-08,56.7
2016-03-09,57.7
2016-03-10,59.0
2016-03-11,57.75
2016-03-14,57.75
2016-03-15,56.65
2016-03-16,56.55
2016-03-17,56.85
2016-03-18,57.8
2016-03-21,58.6
2016-03-22,59.25
2016-03-23,59.4
2016-03-28,57.1
2016-03-29,56.65
2016-03-30,58.9
2016-03-31,57.85
2016-04-01,59.05
2016-04-04,60.7
2016-04-05,59.7
2016-04-06,61.0
2016-04-07,62.35
2016-04-08,61.7
2016-04-11,63.75
2016-04-12,63.85
2016-04-13,63.65
2016-04-18,64.0
2016-04-20,63.6
2016-04-21,62.6
2016-04-22,62.55
2016-04-25,62.6
2016-04-26,63.35
2016-04-27,62.2
2016-04-28,61.6
2016-04-29,61.0
2016-05-02,60.25
2016-05-03,60.35
2016-05-04,59.7
2016-05-05,59.85
2016-05-06,61.5
2016-05-09,58.0
2016-05-10,58.3
2016-05-11,57.35
2016-05-12,61.85
2016-05-13,60.5
2016-05-16,60.95
2016-05-17,63.65
2016-05-18,63.45
2016-05-19,62.3
2016-05-20,61.55
2016-05-23,62.4
2016-05-24,64.0
2016-05-25,65.85
2016-05-26,66.5
2016-05-27,66.65
2016-05-30,64.9
2016-05-31,64.15
2016-06-01,64.7
2016-06-02,66.4
2016-06-03,65.65
2016-06-06,66.3
2016-06-07,67.25
2016-06-08,68.75
2016-06-09,68.05
2016-06-10,68.25
2016-06-13,68.65
2016-06-14,77.1
2016-06-15,74.35
2016-06-16,75.15
2016-06-17,78.75
2016-06-20,77.5
2016-06-21,75.65
2016-06-22,73.25
2016-06-23,74.45
2016-06-24,72.3
2016-06-27,75.8
2016-06-28,74.85
2016-06-29,75.65
2016-06-30,79.5
2016-07-01,76.85
2016-07-04,76.05
2016-07-05,75.6
2016-07-07,74.8
2016-07-08,73.65
2016-07-11,74.25
2016-07-12,73.55
2016-07-13,73.5
2016-07-14,75.9
2016-07-15,72.95
2016-07-18,70.55
2016-07-19,71.95
2016-07-20,73.75
2016-07-21,72.05
2016-07-22,73.7
2016-07-25,73.1
2016-07-26,71.9
2016-07-27,71.75
2016-07-28,72.55
2016-07-29,72.55
2016-08-01,71.3
2016-08-02,69.5
2016-08-03,70.35
2016-08-04,75.85
2016-08-05,86.15
2016-08-08,83.45
2016-08-09,93.2
2016-08-10,92.3
2016-08-11,89.85
2016-08-12,94.95
2016-08-16,93.85
2016-08-17,98.8
2016-08-18,108.25
2016-08-19,115.15
2016-08-22,130.15
2016-08-23,130.5
2016-08-24,131.8
2016-08-25,127.7
2016-08-26,132.15
2016-08-29,130.35
2016-08-30,129.05
2016-08-31,124.6
2016-09-01,124.7
2016-09-02,135.2
2016-09-06,145.0
2016-09-07,159.5
2016-09-08,175.45
2016-09-09,178.35
2016-09-12,173.35
2016-09-14,175.2
2016-09-15,172.05
2016-09-16,165.4
2016-09-19,162.5
2016-09-20,170.6
2016-09-21,171.25
2016-09-22,172.25
2016-09-23,166.9
2016-09-26,163.8
2016-09-27,164.25
2016-09-28,172.45
2016-09-29,163.85
2016-09-30,158.2
2016-10-03,163.75
2016-10-04,162.9
2016-10-05,165.5
2016-10-06,163.45
2016-10-07,163.2
2016-10-10,164.45
2016-10-13,156.75
2016-10-14,171.45
2016-10-17,175.6
2016-10-18,173.95
2016-10-19,174.95
2016-10-20,180.6
2016-10-21,189.8
2016-10-24,208.75
2016-10-25,216.8
2016-10-26,217.55
2016-10-27,217.8
2016-10-28,218.45
2016-10-30,216.85
2016-11-01,215.1
2016-11-02,201.85
2016-11-03,194.6
2016-11-04,181.5
2016-11-07,199.2
2016-11-08,201.45
2016-11-09,188.2
2016-11-10,201.2
2016-11-11,185.1
2016-11-15,166.6
2016-11-16,153.3
2016-11-17,157.15
2016-11-18,156.95
2016-11-21,149.15
2016-11-22,150.35
2016-11-23,154.15
2016-11-24,154.25
2016-11-25,161.3
2016-11-28,160.7
2016-11-29,158.75
2016-11-30,163.4
2016-12-01,158.85
2016-12-02,155.2
2016-12-05,156.65
2016-12-06,156.55
2016-12-07,156.55
2016-12-08,159.25
2016-12-09,171.35
2016-12-12,169.5
2016-12-13,169.0
2016-12-14,165.95
2016-12-15,167.3
2016-12-16,165.05
2016-12-19,163.2
2016-12-20,157.8
2016-12-21,156.55
2016-12-22,152.3
2016-12-23,151.6
2016-12-26,144.35
2016-12-27,147.3
2016-12-28,151.4
2016-12-29,164.0
2016-12-30,165.8
