Date,AJANTPHARM
2016-01-01,1331.95
2016-01-04,1327.5
2016-01-05,1309.85
2016-01-06,1306.6
2016-01-07,1272.7
2016-01-08,1251.25
2016-01-11,1267.4
2016-01-12,1262.8
2016-01-13,1232.25
2016-01-14,1223.75
2016-01-15,1169.85
2016-01-18,1162.55
2016-01-19,1170.95
2016-01-20,1159.75
2016-01-21,1160.4
2016-01-22,1195.85
2016-01-25,1217.8
2016-01-27,1219.85
2016-01-28,1240.0
2016-01-29,1273.95
2016-02-01,1300.5
2016-02-02,1300.7
2016-02-03,1291.2
2016-02-04,1292.0
2016-02-05,1306.6
2016-02-08,1300.05
2016-02-09,1297.95
2016-02-10,1302.9
2016-02-11,1302.7
2016-02-12,1311.65
2016-02-15,1281.35
2016-02-16,1234.05
2016-02-17,1237.05
2016-02-18,1278.65
2016-02-19,1293.6
2016-02-22,1295.3
2016-02-23,1293.7
2016-02-24,1337.55
2016-02-25,1300.15
2016-02-26,1287.1
2016-02-29,1302.05
2016-03-01,1323.65
2016-03-02,1353.3
2016-03-03,1360.25
2016-03-04,1396.7
2016-03-08,1421.5
2016-03-09,1425.8
2016-03-10,1442.1
2016-03-11,1432.1
2016-03-14,1415.8
2016-03-15,1406.15
2016-03-16,1384.9
2016-03-17,1358.8
2016-03-18,1341.9
2016-03-21,1351.1
2016-03-22,1385.2
2016-03-23,1404.05
2016-03-28,1397.25
2016-03-29,1336.3
2016-03-30,1370.85
2016-03-31,1409.15
2016-04-01,1393.05
2016-04-04,1368.0
2016-04-05,1413.9
2016-04-06,1399.9
2016-04-07,1403.65
2016-04-08,1463.5
2016-04-11,1472.8
2016-04-12,1476.65
2016-04-13,1481.5
2016-04-18,1506.6
2016-04-20,1498.35
2016-04-21,1477.45
2016-04-22,1498.3
2016-04-25,1485.0
2016-04-26,1543.1
2016-04-27,1532.4
2016-04-28,1539.1
2016-04-29,1514.5
2016-05-02,1505.1
2016-05-03,1490.6
2016-05-04,1476.6
2016-05-05,1517.95
2016-05-06,1542.7
2016-05-09,1544.35
2016-05-10,1545.9
2016-05-11,1548.2
2016-05-12,1532.1
2016-05-13,1536.15
2016-05-16,1592.55
2016-05-17,1585.2
2016-05-18,1576.8
2016-05-19,1578.0
2016-05-20,1569.35
2016-05-23,1487.3
2016-05-24,1463.95
2016-05-25,1475.75
2016-05-26,1501.5
2016-05-27,1530.2
2016-05-30,1538.9
2016-05-31,1518.75
2016-06-01,1529.85
2016-06-02,1559.6
2016-06-03,1549.4
2016-06-06,1551.1
2016-06-07,1583.3
2016-06-08,1565.6
2016-06-09,1553.2
2016-06-10,1564.3
2016-06-13,1565.45
2016-06-14,1556.3
2016-06-15,1531.5
2016-06-16,1500.8
2016-06-17,1502.45
2016-06-20,1517.95
2016-06-21,1466.15
2016-06-22,1445.9
2016-06-23,1445.55
2016-06-24,1478.15
2016-06-27,1478.95
2016-06-28,1515.7
2016-06-29,1513.05
2016-06-30,1502.15
2016-07-01,1525.2
2016-07-04,1558.9
2016-07-05,1586.2
2016-07-07,1588.95
2016-07-08,1630.45
2016-07-11,1643.15
2016-07-12,1607.7
2016-07-13,1614.45
2016-07-14,1603.75
2016-07-15,1596.6
2016-07-18,1580.05
2016-07-19,1612.3
2016-07-20,1631.75
2016-07-21,1621.95
2016-07-22,1608.6
2016-07-25,1655.4
2016-07-26,1701.6
2016-07-27,1716.75
2016-07-28,1723.75
2016-07-29,1781.65
2016-08-01,1784.4
2016-08-02,1825.1
2016-08-03,1823.45
2016-08-04,1810.35
2016-08-05,1827.65
2016-08-08,1877.85
2016-08-09,1864.0
2016-08-10,1841.65
2016-08-11,1902.9
2016-08-12,1904.55
2016-08-16,1955.05
2016-08-17,1933.35
2016-08-18,1969.85
2016-08-19,1970.0
2016-08-22,1978.45
2016-08-23,1978.8
2016-08-24,2000.15
2016-08-25,1974.45
2016-08-26,1969.95
2016-08-29,1935.4
2016-08-30,1932.2
2016-08-31,1901.3
2016-09-01,1935.45
2016-09-02,1926.55
2016-09-06,1941.55
2016-09-07,1969.0
2016-09-08,1962.9
2016-09-09,1947.25
2016-09-12,1909.75
2016-09-14,1930.1
2016-09-15,1947.05
2016-09-16,1957.6
2016-09-19,1977.05
2016-09-20,1973.6
2016-09-21,1965.55
2016-09-22,2041.7
2016-09-23,2043.85
2016-09-26,2044.0
2016-09-27,2064.15
2016-09-28,2074.9
2016-09-29,2004.95
2016-09-30,2007.1
2016-10-03,2093.05
2016-10-04,2036.5
2016-10-05,2002.15
2016-10-06,1965.5
2016-10-07,1965.35
2016-10-10,1956.25
2016-10-13,1931.65
2016-10-14,1941.95
2016-10-17,1899.6
2016-10-18,1928.0
2016-10-19,1944.95
2016-10-20,1971.65
2016-10-21,1983.15
2016-10-24,1967.25
2016-10-25,1996.5
2016-10-26,1971.3
2016-10-27,1977.0
2016-10-28,2041.6
2016-10-30,2052.65
2016-11-01,1998.95
2016-11-02,1957.85
2016-11-03,1946.9
2016-11-04,1876.85
2016-11-07,1916.4
2016-11-08,1891.1
2016-11-09,1895.95
2016-11-10,1930.65
2016-11-11,1812.4
2016-11-15,1702.3
2016-11-16,1755.5
2016-11-17,1796.2
2016-11-18,1801.6
2016-11-21,1757.4
2016-11-22,1810.55
2016-11-23,1820.75
2016-11-24,1775.45
2016-11-25,1816.35
2016-11-28,1830.95
2016-11-29,1853.4
2016-11-30,1897.5
2016-12-01,1870.15
2016-12-02,1880.65
2016-12-05,1883.35
2016-12-06,1875.95
2016-12-07,1881.6
2016-12-08,1905.9
2016-12-09,1872.5
2016-12-12,1833.55
2016-12-13,1825.3
2016-12-14,1839.6
2016-12-15,1825.35
2016-12-16,1810.55
2016-12-19,1782.75
2016-12-20,1750.25
2016-12-21,1754.45
2016-12-22,1712.7
2016-12-23,1753.75
2016-12-26,1688.45
2016-12-27,1735.6
2016-12-28,1778.8
2016-12-29,1759.2
2016-12-30,1782.8
