Date,SMARTLINK
2016-01-01,100.15
2016-01-04,97.9
2016-01-05,98.7
2016-01-06,97.2
2016-01-07,94.35
2016-01-08,93.5
2016-01-11,94.75
2016-01-12,94.0
2016-01-13,91.75
2016-01-14,89.95
2016-01-15,88.35
2016-01-18,81.85
2016-01-19,83.05
2016-01-20,78.4
2016-01-21,77.6
2016-01-22,80.55
2016-01-25,82.15
2016-01-27,84.0
2016-01-28,86.15
2016-01-29,86.95
2016-02-01,85.75
2016-02-02,84.7
2016-02-03,81.05
2016-02-04,78.8
2016-02-05,79.1
2016-02-08,80.25
2016-02-09,79.45
2016-02-10,78.25
2016-02-11,76.6
2016-02-12,74.8
2016-02-15,77.8
2016-02-16,73.5
2016-02-17,72.4
2016-02-18,76.15
2016-02-19,81.7
2016-02-22,87.2
2016-02-23,81.2
2016-02-24,80.45
2016-02-25,96.5
2016-02-26,101.6
2016-02-29,94.8
2016-03-01,94.4
2016-03-02,96.0
2016-03-03,94.8
2016-03-04,93.25
2016-03-08,94.35
2016-03-09,94.2
2016-03-10,98.2
2016-03-11,97.1
2016-03-14,97.8
2016-03-15,98.25
2016-03-16,97.25
2016-03-17,97.2
2016-03-18,96.75
2016-03-21,96.85
2016-03-22,96.3
2016-03-23,96.35
2016-03-28,95.75
2016-03-29,96.1
2016-03-30,97.4
2016-03-31,96.55
2016-04-01,97.6
2016-04-04,96.85
2016-04-05,97.05
2016-04-06,100.95
2016-04-07,98.3
2016-04-08,99.05
2016-04-11,100.5
2016-04-12,99.85
2016-04-13,100.2
2016-04-18,100.0
2016-04-20,102.9
2016-04-21,103.6
2016-04-22,103.25
2016-04-25,103.3
2016-04-26,104.65
2016-04-27,104.5
2016-04-28,94.5
2016-04-29,93.5
2016-05-02,93.35
2016-05-03,93.9
2016-05-04,93.6
2016-05-05,93.85
2016-05-06,94.1
2016-05-09,92.95
2016-05-10,93.25
2016-05-11,95.15
2016-05-12,93.75
2016-05-13,93.2
2016-05-16,93.9
2016-05-17,93.85
2016-05-18,93.55
2016-05-19,93.35
2016-05-20,92.5
2016-05-23,93.95
2016-05-24,94.05
2016-05-25,93.4
2016-05-26,92.2
2016-05-27,92.25
2016-05-30,92.65
2016-05-31,95.25
2016-06-01,97.1
2016-06-02,96.4
2016-06-03,96.8
2016-06-06,96.65
2016-06-07,96.6
2016-06-08,96.35
2016-06-09,96.65
2016-06-10,96.45
2016-06-13,95.3
2016-06-14,97.2
2016-06-15,98.35
2016-06-16,100.85
2016-06-17,99.05
2016-06-20,98.15
2016-06-21,96.9
2016-06-22,98.15
2016-06-23,97.4
2016-06-24,90.6
2016-06-27,89.85
2016-06-28,90.0
2016-06-29,90.75
2016-06-30,93.65
2016-07-01,96.65
2016-07-04,95.5
2016-07-05,94.5
2016-07-07,95.0
2016-07-08,94.05
2016-07-11,93.75
2016-07-12,94.0
2016-07-13,93.4
2016-07-14,93.4
2016-07-15,93.45
2016-07-18,93.55
2016-07-19,92.65
2016-07-20,93.6
2016-07-21,93.15
2016-07-22,92.85
2016-07-25,94.05
2016-07-26,97.5
2016-07-27,95.8
2016-07-28,94.4
2016-07-29,93.25
2016-08-01,92.9
2016-08-02,92.05
2016-08-03,90.4
2016-08-04,90.6
2016-08-05,90.95
2016-08-08,90.75
2016-08-09,90.55
2016-08-10,88.2
2016-08-11,89.45
2016-08-12,88.35
2016-08-16,87.75
2016-08-17,88.75
2016-08-18,90.0
2016-08-19,90.8
2016-08-22,90.0
2016-08-23,90.35
2016-08-24,89.65
2016-08-25,88.6
2016-08-26,88.7
2016-08-29,89.6
2016-08-30,90.35
2016-08-31,90.3
2016-09-01,89.65
2016-09-02,89.6
2016-09-06,88.35
2016-09-07,88.25
2016-09-08,89.0
2016-09-09,89.5
2016-09-12,88.65
2016-09-14,90.3
2016-09-15,90.4
2016-09-16,90.5
2016-09-19,89.1
2016-09-20,90.55
2016-09-21,88.8
2016-09-22,89.1
2016-09-23,89.65
2016-09-26,89.0
2016-09-27,89.05
2016-09-28,89.1
2016-09-29,83.9
2016-09-30,84.4
2016-10-03,86.3
2016-10-04,86.4
2016-10-05,87.9
2016-10-06,87.85
2016-10-07,85.55
2016-10-10,85.8
2016-10-13,86.15
2016-10-14,92.45
2016-10-17,89.95
2016-10-18,90.1
2016-10-19,89.7
2016-10-20,88.75
2016-10-21,98.55
2016-10-24,94.65
2016-10-25,96.5
2016-10-26,99.7
2016-10-27,103.6
2016-10-28,101.4
2016-10-30,102.0
2016-11-01,101.4
2016-11-02,96.55
2016-11-03,95.15
2016-11-04,91.8
2016-11-07,92.65
2016-11-08,92.9
2016-11-09,90.4
2016-11-10,92.8
2016-11-11,90.35
2016-11-15,84.55
2016-11-16,86.0
2016-11-17,84.1
2016-11-18,86.3
2016-11-21,81.2
2016-11-22,83.1
2016-11-23,83.45
2016-11-24,84.1
2016-11-25,84.55
2016-11-28,85.0
2016-11-29,85.5
2016-11-30,86.75
2016-12-01,89.15
2016-12-02,87.6
2016-12-05,88.25
2016-12-06,90.55
2016-12-07,88.45
2016-12-08,90.3
2016-12-09,107.35
2016-12-12,116.7
2016-12-13,115.2
2016-12-14,112.0
2016-12-15,112.9
2016-12-16,111.5
2016-12-19,111.7
2016-12-20,107.05
2016-12-21,109.95
2016-12-22,107.2
2016-12-23,107.2
2016-12-26,97.5
2016-12-27,101.3
2016-12-28,101.15
2016-12-29,100.35
2016-12-30,101.5
