Date,ZODIACLOTH
2016-01-01,270.0
2016-01-04,273.0
2016-01-05,283.2
2016-01-06,276.0
2016-01-07,271.1
2016-01-08,271.9
2016-01-11,275.5
2016-01-12,262.95
2016-01-13,274.9
2016-01-14,259.9
2016-01-15,260.0
2016-01-18,251.75
2016-01-19,246.75
2016-01-20,249.25
2016-01-21,252.0
2016-01-22,248.55
2016-01-25,250.15
2016-01-27,248.0
2016-01-28,250.0
2016-02-01,259.0
2016-02-02,267.95
2016-02-03,255.05
2016-02-04,251.05
2016-02-05,272.2
2016-02-08,272.0
2016-02-09,260.0
2016-02-10,252.2
2016-02-11,244.55
2016-02-12,244.25
2016-02-15,241.0
2016-02-16,239.0
2016-02-17,241.45
2016-02-18,239.85
2016-02-19,231.65
2016-02-22,233.0
2016-02-23,237.4
2016-02-24,234.0
2016-02-26,227.0
2016-02-29,225.9
2016-03-01,230.8
2016-03-02,237.7
2016-03-03,232.55
2016-03-04,223.7
2016-03-08,219.2
2016-03-09,225.35
2016-03-10,221.15
2016-03-11,214.5
2016-03-14,216.45
2016-03-15,214.0
2016-03-16,222.75
2016-03-17,230.2
2016-03-18,237.05
2016-03-21,231.9
2016-03-22,228.0
2016-03-23,220.2
2016-03-28,216.35
2016-03-29,215.3
2016-03-30,212.7
2016-03-31,214.9
2016-04-01,212.55
2016-04-04,214.0
2016-04-05,213.8
2016-04-06,211.9
2016-04-07,219.1
2016-04-08,223.7
2016-04-11,217.45
2016-04-12,222.3
2016-04-13,224.15
2016-04-18,219.45
2016-04-20,222.3
2016-04-21,225.0
2016-04-22,226.8
2016-04-25,223.8
2016-04-26,225.35
2016-04-27,227.4
2016-04-28,221.8
2016-04-29,222.5
2016-05-02,220.1
2016-05-03,223.15
2016-05-05,220.6
2016-05-06,222.75
2016-05-09,221.5
2016-05-10,221.0
2016-05-11,217.95
2016-05-12,220.65
2016-05-13,215.85
2016-05-16,218.85
2016-05-17,217.45
2016-05-18,224.6
2016-05-19,217.0
2016-05-20,217.5
2016-05-23,219.95
2016-05-24,212.0
2016-05-25,214.95
2016-05-26,215.5
2016-05-27,210.9
2016-05-30,219.85
2016-05-31,211.65
2016-06-01,212.9
2016-06-02,215.75
2016-06-03,213.0
2016-06-06,211.4
2016-06-07,209.6
2016-06-09,209.3
2016-06-10,215.0
2016-06-13,218.5
2016-06-14,215.0
2016-06-15,213.9
2016-06-16,211.0
2016-06-17,212.05
2016-06-20,208.95
2016-06-21,210.15
2016-06-22,206.55
2016-06-23,208.45
2016-06-24,197.4
2016-06-27,205.65
2016-06-28,207.2
2016-06-29,215.3
2016-06-30,211.55
2016-07-01,215.5
2016-07-04,222.3
2016-07-05,212.3
2016-07-07,209.05
2016-07-08,208.0
2016-07-11,209.9
2016-07-12,211.9
2016-07-13,207.45
2016-07-14,209.2
2016-07-15,206.2
2016-07-18,207.15
2016-07-19,206.0
2016-07-20,207.0
2016-07-21,203.35
2016-07-22,205.0
2016-07-25,202.7
2016-07-26,201.2
2016-07-27,200.6
2016-07-28,204.05
2016-07-29,207.5
2016-08-01,208.9
2016-08-02,204.55
2016-08-03,204.8
2016-08-04,207.8
2016-08-05,204.9
2016-08-08,204.7
2016-08-09,206.45
2016-08-10,204.0
2016-08-11,210.75
2016-08-12,212.5
2016-08-16,206.2
2016-08-17,205.65
2016-08-18,212.9
2016-08-19,209.1
2016-08-22,207.45
2016-08-23,206.95
2016-08-24,206.0
2016-08-25,206.15
2016-08-26,207.85
2016-08-29,209.05
2016-08-30,208.85
2016-08-31,209.25
2016-09-01,208.95
2016-09-02,207.1
2016-09-06,205.1
2016-09-07,205.0
2016-09-08,203.4
2016-09-09,208.35
2016-09-12,205.0
2016-09-15,205.25
2016-09-16,204.1
2016-09-19,203.0
2016-09-20,205.6
2016-09-21,206.05
2016-09-22,198.65
2016-09-23,198.9
2016-09-26,198.4
2016-09-27,198.05
2016-09-28,200.55
2016-09-29,192.85
2016-09-30,192.95
2016-10-03,196.75
2016-10-04,197.45
2016-10-05,196.95
2016-10-06,197.25
2016-10-07,194.8
2016-10-10,197.05
2016-10-13,190.3
2016-10-14,193.85
2016-10-17,191.85
2016-10-18,194.55
2016-10-19,199.4
2016-10-20,198.2
2016-10-21,199.0
2016-10-24,199.4
2016-10-25,201.55
2016-10-26,207.8
2016-10-27,204.6
2016-10-28,207.2
2016-10-30,209.1
2016-11-01,204.4
2016-11-02,200.8
2016-11-03,198.65
2016-11-04,193.85
2016-11-07,203.75
2016-11-08,200.55
2016-11-09,190.25
2016-11-10,202.45
2016-11-11,192.9
2016-11-15,182.55
2016-11-16,185.15
2016-11-17,183.05
2016-11-18,184.5
2016-11-21,179.25
2016-11-22,181.35
2016-11-23,186.35
2016-11-24,182.9
2016-11-25,184.75
2016-11-28,183.75
2016-11-29,186.95
2016-11-30,188.0
2016-12-01,186.0
2016-12-02,183.0
2016-12-05,181.6
2016-12-06,185.4
2016-12-07,182.65
2016-12-08,182.85
2016-12-09,183.45
2016-12-12,183.35
2016-12-13,182.15
2016-12-14,184.05
2016-12-15,185.1
2016-12-16,185.1
2016-12-19,184.5
2016-12-20,181.5
2016-12-21,181.15
2016-12-22,178.6
2016-12-23,177.75
2016-12-26,180.05
2016-12-27,178.45
2016-12-28,179.9
2016-12-29,177.6
2016-12-30,180.05
