Date,LINDEINDIA
2016-01-01,315.2
2016-01-04,316.05
2016-01-05,318.9
2016-01-06,312.4
2016-01-07,304.55
2016-01-08,307.45
2016-01-11,303.9
2016-01-12,300.0
2016-01-13,299.05
2016-01-14,291.0
2016-01-15,290.35
2016-01-18,278.7
2016-01-19,272.5
2016-01-20,273.75
2016-01-21,274.75
2016-01-22,285.75
2016-01-25,278.65
2016-01-27,278.6
2016-01-28,285.65
2016-01-29,287.2
2016-02-01,284.7
2016-02-02,279.25
2016-02-03,277.6
2016-02-04,274.55
2016-02-05,275.3
2016-02-08,272.85
2016-02-09,270.2
2016-02-10,268.65
2016-02-11,247.9
2016-02-12,247.2
2016-02-15,253.55
2016-02-16,253.55
2016-02-17,261.0
2016-02-18,258.85
2016-02-19,257.25
2016-02-22,260.45
2016-02-23,256.05
2016-02-24,254.15
2016-02-25,249.65
2016-02-26,248.0
2016-02-29,247.05
2016-03-01,254.25
2016-03-02,270.6
2016-03-03,265.0
2016-03-04,269.1
2016-03-08,269.7
2016-03-09,267.45
2016-03-10,269.0
2016-03-11,268.75
2016-03-14,265.45
2016-03-15,264.55
2016-03-16,267.95
2016-03-17,266.85
2016-03-18,262.35
2016-03-21,267.65
2016-03-22,268.2
2016-03-23,270.2
2016-03-28,266.8
2016-03-29,259.55
2016-03-30,275.0
2016-03-31,267.05
2016-04-01,271.25
2016-04-04,269.2
2016-04-05,264.6
2016-04-06,266.0
2016-04-07,270.2
2016-04-08,269.25
2016-04-11,268.15
2016-04-12,266.75
2016-04-13,273.1
2016-04-18,268.55
2016-04-20,270.1
2016-04-21,268.85
2016-04-22,267.5
2016-04-25,266.85
2016-04-26,270.05
2016-04-27,267.35
2016-04-28,264.55
2016-04-29,264.0
2016-05-02,262.3
2016-05-03,262.4
2016-05-04,265.7
2016-05-05,265.1
2016-05-06,264.3
2016-05-09,263.95
2016-05-10,260.65
2016-05-11,263.45
2016-05-12,265.7
2016-05-13,263.45
2016-05-16,262.6
2016-05-17,263.1
2016-05-18,262.2
2016-05-19,262.5
2016-05-20,260.7
2016-05-23,261.15
2016-05-24,257.55
2016-05-25,262.1
2016-05-26,269.5
2016-05-27,267.35
2016-05-30,275.1
2016-05-31,278.95
2016-06-01,283.1
2016-06-02,282.15
2016-06-03,273.8
2016-06-06,280.8
2016-06-07,298.9
2016-06-08,305.65
2016-06-09,295.7
2016-06-10,299.35
2016-06-13,296.2
2016-06-14,295.35
2016-06-15,293.05
2016-06-16,297.2
2016-06-17,303.0
2016-06-20,302.6
2016-06-21,297.3
2016-06-22,292.45
2016-06-23,293.0
2016-06-24,289.25
2016-06-27,302.4
2016-06-28,310.2
2016-06-29,315.0
2016-06-30,328.55
2016-07-01,338.9
2016-07-04,344.7
2016-07-05,345.65
2016-07-07,340.2
2016-07-08,336.6
2016-07-11,340.35
2016-07-12,336.5
2016-07-13,335.15
2016-07-14,337.7
2016-07-15,336.85
2016-07-18,331.2
2016-07-19,337.9
2016-07-20,333.05
2016-07-21,324.9
2016-07-22,335.3
2016-07-25,335.55
2016-07-26,328.55
2016-07-27,327.85
2016-07-28,330.35
2016-07-29,334.9
2016-08-01,341.5
2016-08-02,335.75
2016-08-03,330.6
2016-08-04,326.7
2016-08-05,346.1
2016-08-08,361.5
2016-08-09,362.3
2016-08-10,356.75
2016-08-11,356.7
2016-08-12,349.45
2016-08-16,375.95
2016-08-17,402.05
2016-08-18,380.95
2016-08-19,392.2
2016-08-22,385.45
2016-08-23,385.55
2016-08-24,389.25
2016-08-25,392.0
2016-08-26,381.7
2016-08-29,385.35
2016-08-30,396.0
2016-08-31,387.05
2016-09-01,382.5
2016-09-02,382.15
2016-09-06,400.35
2016-09-07,400.25
2016-09-08,394.35
2016-09-09,385.1
2016-09-12,379.35
2016-09-14,375.35
2016-09-15,381.2
2016-09-16,381.15
2016-09-19,373.7
2016-09-20,374.8
2016-09-21,374.25
2016-09-22,372.5
2016-09-23,368.15
2016-09-26,371.3
2016-09-27,369.85
2016-09-28,376.25
2016-09-29,361.95
2016-09-30,370.8
2016-10-03,369.3
2016-10-04,368.05
2016-10-05,365.15
2016-10-06,366.55
2016-10-07,368.05
2016-10-10,365.2
2016-10-13,364.8
2016-10-14,365.05
2016-10-17,364.9
2016-10-18,364.95
2016-10-19,363.0
2016-10-20,361.5
2016-10-21,364.8
2016-10-24,390.35
2016-10-25,390.7
2016-10-26,383.55
2016-10-27,372.3
2016-10-28,375.5
2016-10-30,380.65
2016-11-01,380.75
2016-11-02,375.95
2016-11-03,370.5
2016-11-04,375.0
2016-11-07,375.2
2016-11-08,374.6
2016-11-09,361.7
2016-11-10,375.1
2016-11-11,368.2
2016-11-15,344.3
2016-11-16,360.0
2016-11-17,357.45
2016-11-18,348.4
2016-11-21,340.45
2016-11-22,350.45
2016-11-23,345.2
2016-11-24,345.45
2016-11-25,350.05
2016-11-28,360.25
2016-11-29,355.2
2016-11-30,370.0
2016-12-01,361.55
2016-12-02,353.3
2016-12-05,354.55
2016-12-06,357.4
2016-12-07,353.35
2016-12-08,371.25
2016-12-09,375.0
2016-12-12,366.3
2016-12-13,359.95
2016-12-14,358.1
2016-12-15,359.4
2016-12-16,356.3
2016-12-19,353.8
2016-12-20,354.15
2016-12-21,376.65
2016-12-22,362.0
2016-12-23,354.75
2016-12-26,351.55
2016-12-27,350.7
2016-12-28,350.1
2016-12-29,348.3
2016-12-30,354.25
