Date,RTNPOWER
2016-01-01,11.4
2016-01-04,12.05
2016-01-05,12.85
2016-01-06,12.5
2016-01-07,11.7
2016-01-08,11.8
2016-01-11,12.55
2016-01-12,12.2
2016-01-13,11.65
2016-01-14,10.95
2016-01-15,10.6
2016-01-18,9.55
2016-01-19,10.2
2016-01-20,10.1
2016-01-21,9.9
2016-01-22,10.25
2016-01-25,10.5
2016-01-27,10.9
2016-01-28,10.9
2016-01-29,10.9
2016-02-01,11.15
2016-02-02,10.65
2016-02-03,10.35
2016-02-04,10.25
2016-02-05,10.15
2016-02-08,10.2
2016-02-09,10.0
2016-02-10,9.9
2016-02-11,9.15
2016-02-12,8.65
2016-02-15,10.1
2016-02-16,9.85
2016-02-17,9.55
2016-02-18,9.45
2016-02-19,9.35
2016-02-22,9.8
2016-02-23,9.45
2016-02-24,9.35
2016-02-25,9.3
2016-02-26,9.35
2016-02-29,9.25
2016-03-01,9.75
2016-03-02,9.5
2016-03-03,10.0
2016-03-04,10.4
2016-03-08,10.7
2016-03-09,11.0
2016-03-10,11.1
2016-03-11,11.5
2016-03-14,11.9
2016-03-15,11.9
2016-03-16,12.0
2016-03-17,11.55
2016-03-18,11.0
2016-03-21,11.0
2016-03-22,10.9
2016-03-23,11.0
2016-03-28,9.85
2016-03-29,9.75
2016-03-30,10.0
2016-03-31,9.95
2016-04-01,10.15
2016-04-04,10.15
2016-04-05,9.9
2016-04-06,10.0
2016-04-07,10.15
2016-04-08,10.15
2016-04-11,10.15
2016-04-12,10.1
2016-04-13,10.1
2016-04-18,10.05
2016-04-20,10.0
2016-04-21,9.85
2016-04-22,9.9
2016-04-25,9.85
2016-04-26,9.9
2016-04-27,10.05
2016-04-28,10.15
2016-04-29,9.9
2016-05-02,9.9
2016-05-03,9.65
2016-05-04,9.6
2016-05-05,9.6
2016-05-06,9.5
2016-05-09,9.55
2016-05-10,9.45
2016-05-11,9.15
2016-05-12,9.5
2016-05-13,9.3
2016-05-16,9.25
2016-05-17,9.35
2016-05-18,9.35
2016-05-19,9.55
2016-05-20,9.4
2016-05-23,9.6
2016-05-24,9.6
2016-05-25,9.8
2016-05-26,11.15
2016-05-27,10.9
2016-05-30,10.75
2016-05-31,10.6
2016-06-01,10.4
2016-06-02,10.25
2016-06-03,10.5
2016-06-06,10.45
2016-06-07,10.4
2016-06-08,10.95
2016-06-09,10.9
2016-06-10,10.85
2016-06-13,10.6
2016-06-14,10.8
2016-06-15,10.8
2016-06-16,10.75
2016-06-17,11.45
2016-06-20,11.45
2016-06-21,11.1
2016-06-22,10.85
2016-06-23,10.95
2016-06-24,10.55
2016-06-27,10.75
2016-06-28,11.0
2016-06-29,11.25
2016-06-30,11.35
2016-07-01,11.4
2016-07-04,11.4
2016-07-05,11.9
2016-07-07,12.0
2016-07-08,11.75
2016-07-11,11.4
2016-07-12,11.7
2016-07-13,11.2
2016-07-14,11.25
2016-07-15,10.95
2016-07-18,11.1
2016-07-19,10.8
2016-07-20,11.05
2016-07-21,11.05
2016-07-22,11.1
2016-07-25,11.05
2016-07-26,10.9
2016-07-27,10.95
2016-07-28,11.45
2016-07-29,11.4
2016-08-01,11.05
2016-08-02,10.95
2016-08-03,10.75
2016-08-04,10.85
2016-08-05,10.85
2016-08-08,10.65
2016-08-09,10.45
2016-08-10,10.3
2016-08-11,10.3
2016-08-12,10.3
2016-08-16,10.0
2016-08-17,10.0
2016-08-18,9.95
2016-08-19,9.85
2016-08-22,9.85
2016-08-23,9.95
2016-08-24,10.4
2016-08-25,10.15
2016-08-26,10.0
2016-08-29,9.95
2016-08-30,10.0
2016-08-31,10.05
2016-09-01,10.0
2016-09-02,9.65
2016-09-06,9.8
2016-09-07,9.65
2016-09-08,9.55
2016-09-09,9.5
2016-09-12,9.45
2016-09-14,9.3
2016-09-15,9.4
2016-09-16,9.5
2016-09-19,9.15
2016-09-20,8.95
2016-09-21,8.85
2016-09-22,8.9
2016-09-23,8.8
2016-09-26,8.85
2016-09-27,8.95
2016-09-28,8.9
2016-09-29,8.2
2016-09-30,8.25
2016-10-03,9.0
2016-10-04,9.05
2016-10-05,9.0
2016-10-06,8.75
2016-10-07,8.6
2016-10-10,8.6
2016-10-13,8.5
2016-10-14,8.75
2016-10-17,8.85
2016-10-18,8.9
2016-10-19,9.1
2016-10-20,9.2
2016-10-21,9.0
2016-10-24,8.75
2016-10-25,8.6
2016-10-26,8.65
2016-10-27,8.5
2016-10-28,8.35
2016-10-30,8.5
2016-11-01,8.45
2016-11-02,8.3
2016-11-03,8.15
2016-11-04,8.0
2016-11-07,8.0
2016-11-08,8.15
2016-11-09,7.7
2016-11-10,7.95
2016-11-11,7.5
2016-11-15,7.0
2016-11-16,6.95
2016-11-17,7.1
2016-11-18,7.25
2016-11-21,6.9
2016-11-22,7.1
2016-11-23,7.1
2016-11-24,7.1
2016-11-25,7.15
2016-11-28,7.4
2016-11-29,7.5
2016-11-30,7.75
2016-12-01,7.55
2016-12-02,7.2
2016-12-05,7.4
2016-12-06,7.0
2016-12-07,7.2
2016-12-08,7.2
2016-12-09,7.15
2016-12-12,7.05
2016-12-13,7.05
2016-12-14,7.05
2016-12-15,7.05
2016-12-16,6.95
2016-12-19,6.95
2016-12-20,6.8
2016-12-21,6.8
2016-12-22,6.7
2016-12-23,6.65
2016-12-26,6.5
2016-12-27,6.65
2016-12-28,6.7
2016-12-29,6.8
2016-12-30,6.9
