Date,MOTHERSUMI
2016-01-01,297.0
2016-01-04,285.95
2016-01-05,289.55
2016-01-06,281.1
2016-01-07,267.65
2016-01-08,270.85
2016-01-11,269.6
2016-01-12,265.8
2016-01-13,272.25
2016-01-14,261.9
2016-01-15,251.5
2016-01-18,242.0
2016-01-19,249.1
2016-01-20,252.6
2016-01-21,247.8
2016-01-22,256.65
2016-01-25,259.0
2016-01-27,261.75
2016-01-28,257.3
2016-01-29,266.15
2016-02-01,269.0
2016-02-02,257.65
2016-02-03,247.65
2016-02-04,262.75
2016-02-05,269.0
2016-02-08,271.55
2016-02-09,241.7
2016-02-10,232.4
2016-02-11,220.9
2016-02-12,225.6
2016-02-15,240.55
2016-02-16,226.9
2016-02-17,222.75
2016-02-18,223.4
2016-02-19,224.6
2016-02-22,220.0
2016-02-23,212.5
2016-02-24,212.15
2016-02-25,210.8
2016-02-26,220.6
2016-02-29,226.5
2016-03-01,233.1
2016-03-02,244.65
2016-03-03,249.95
2016-03-04,239.7
2016-03-08,246.5
2016-03-09,242.9
2016-03-10,239.5
2016-03-11,245.25
2016-03-14,249.8
2016-03-15,245.25
2016-03-16,241.0
2016-03-17,246.1
2016-03-18,250.05
2016-03-21,254.05
2016-03-22,250.9
2016-03-23,254.4
2016-03-28,243.4
2016-03-29,246.5
2016-03-30,256.2
2016-03-31,266.45
2016-04-01,261.95
2016-04-04,260.8
2016-04-05,251.3
2016-04-06,248.05
2016-04-07,243.65
2016-04-08,243.95
2016-04-11,253.0
2016-04-12,250.95
2016-04-13,257.9
2016-04-18,261.65
2016-04-20,268.7
2016-04-21,273.1
2016-04-22,273.9
2016-04-25,261.95
2016-04-26,263.45
2016-04-27,263.0
2016-04-28,258.3
2016-04-29,252.35
2016-05-02,260.35
2016-05-03,258.95
2016-05-04,253.95
2016-05-05,253.8
2016-05-06,256.8
2016-05-09,255.85
2016-05-10,253.05
2016-05-11,255.7
2016-05-12,267.2
2016-05-13,263.35
2016-05-16,267.9
2016-05-17,290.4
2016-05-18,276.1
2016-05-19,271.15
2016-05-20,267.85
2016-05-23,264.05
2016-05-24,256.45
2016-05-25,265.7
2016-05-26,273.6
2016-05-27,279.25
2016-05-30,284.25
2016-05-31,284.75
2016-06-01,292.75
2016-06-02,290.85
2016-06-03,275.9
2016-06-06,280.45
2016-06-07,287.1
2016-06-08,290.45
2016-06-09,289.6
2016-06-10,288.75
2016-06-13,286.3
2016-06-14,290.3
2016-06-15,293.85
2016-06-16,292.65
2016-06-17,290.7
2016-06-20,295.35
2016-06-21,301.35
2016-06-22,302.8
2016-06-23,302.0
2016-06-24,275.5
2016-06-27,272.9
2016-06-28,278.1
2016-06-29,276.9
2016-06-30,290.1
2016-07-01,287.35
2016-07-04,290.15
2016-07-05,285.15
2016-07-07,277.3
2016-07-08,279.45
2016-07-11,279.9
2016-07-12,293.05
2016-07-13,295.3
2016-07-14,296.7
2016-07-15,302.3
2016-07-18,296.8
2016-07-19,301.95
2016-07-20,309.0
2016-07-21,308.85
2016-07-22,314.6
2016-07-25,319.3
2016-07-26,316.3
2016-07-27,322.2
2016-07-28,328.1
2016-07-29,331.4
2016-08-01,340.7
2016-08-02,346.2
2016-08-03,329.4
2016-08-04,348.4
2016-08-05,351.0
2016-08-08,350.4
2016-08-09,352.5
2016-08-10,329.65
2016-08-11,316.7
2016-08-12,319.4
2016-08-16,321.3
2016-08-17,334.45
2016-08-18,334.85
2016-08-19,331.35
2016-08-22,326.8
2016-08-23,326.6
2016-08-24,325.05
2016-08-25,324.0
2016-08-26,322.05
2016-08-29,325.1
2016-08-30,325.75
2016-08-31,322.55
2016-09-01,320.25
2016-09-02,320.65
2016-09-06,323.8
2016-09-07,336.35
2016-09-08,327.95
2016-09-09,329.85
2016-09-12,312.45
2016-09-14,316.0
2016-09-15,312.05
2016-09-16,318.7
2016-09-19,319.9
2016-09-20,322.85
2016-09-21,322.25
2016-09-22,323.75
2016-09-23,319.15
2016-09-26,315.75
2016-09-27,314.05
2016-09-28,316.2
2016-09-29,306.5
2016-09-30,318.0
2016-10-03,329.35
2016-10-04,328.4
2016-10-05,333.35
2016-10-06,332.1
2016-10-07,329.1
2016-10-10,331.45
2016-10-13,321.7
2016-10-14,330.45
2016-10-17,321.5
2016-10-18,331.4
2016-10-19,332.55
2016-10-20,330.25
2016-10-21,334.15
2016-10-24,332.45
2016-10-25,330.1
2016-10-26,329.75
2016-10-27,327.95
2016-10-28,331.2
2016-10-30,331.75
2016-11-01,328.75
2016-11-02,322.85
2016-11-03,314.05
2016-11-04,301.9
2016-11-07,315.65
2016-11-08,311.85
2016-11-09,308.35
2016-11-10,326.2
2016-11-11,301.5
2016-11-15,285.9
2016-11-16,294.45
2016-11-17,296.65
2016-11-18,290.45
2016-11-21,280.25
2016-11-22,285.1
2016-11-23,296.7
2016-11-24,296.15
2016-11-25,302.15
2016-11-28,301.65
2016-11-29,303.4
2016-11-30,309.8
2016-12-01,311.3
2016-12-02,306.15
2016-12-05,313.2
2016-12-06,311.25
2016-12-07,313.1
2016-12-08,330.0
2016-12-09,321.6
2016-12-12,321.25
2016-12-13,326.05
2016-12-14,319.95
2016-12-15,321.2
2016-12-16,323.25
2016-12-19,320.35
2016-12-20,318.95
2016-12-21,322.5
2016-12-22,319.1
2016-12-23,309.1
2016-12-26,307.15
2016-12-27,310.25
2016-12-28,314.7
2016-12-29,327.0
2016-12-30,326.45
