Date,GRASIM
2016-01-01,3767.75
2016-01-04,3657.25
2016-01-05,3659.1
2016-01-06,3652.4
2016-01-07,3557.2
2016-01-08,3575.7
2016-01-11,3622.1
2016-01-12,3549.65
2016-01-13,3527.0
2016-01-14,3499.2
2016-01-15,3503.7
2016-01-18,3501.0
2016-01-19,3522.7
2016-01-20,3476.15
2016-01-21,3452.25
2016-01-22,3447.3
2016-01-25,3444.75
2016-01-27,3423.75
2016-01-28,3345.15
2016-01-29,3393.65
2016-02-01,3438.4
2016-02-02,3439.2
2016-02-03,3412.0
2016-02-04,3433.15
2016-02-05,3463.15
2016-02-08,3429.45
2016-02-09,3398.1
2016-02-10,3425.4
2016-02-11,3392.15
2016-02-12,3383.9
2016-02-15,3472.4
2016-02-16,3441.1
2016-02-17,3455.8
2016-02-18,3448.5
2016-02-19,3427.6
2016-02-22,3482.9
2016-02-23,3407.8
2016-02-24,3367.8
2016-02-25,3301.45
2016-02-26,3300.6
2016-02-29,3327.65
2016-03-01,3424.85
2016-03-02,3451.5
2016-03-03,3496.95
2016-03-04,3515.3
2016-03-08,3529.35
2016-03-09,3631.9
2016-03-10,3601.5
2016-03-11,3582.45
2016-03-14,3587.3
2016-03-15,3550.55
2016-03-16,3581.3
2016-03-17,3635.1
2016-03-18,3656.95
2016-03-21,3734.25
2016-03-22,3749.2
2016-03-23,3781.0
2016-03-28,3786.5
2016-03-29,3767.0
2016-03-30,3838.65
2016-03-31,3844.15
2016-04-01,3852.8
2016-04-04,3878.2
2016-04-05,3835.35
2016-04-06,3912.6
2016-04-07,3909.9
2016-04-08,3982.55
2016-04-11,4006.95
2016-04-12,4041.95
2016-04-13,4073.55
2016-04-18,4090.65
2016-04-20,4093.05
2016-04-21,4002.5
2016-04-22,4013.0
2016-04-25,4038.7
2016-04-26,4087.3
2016-04-27,4131.4
2016-04-28,4117.7
2016-04-29,4086.75
2016-05-02,4070.75
2016-05-03,4142.45
2016-05-04,4144.2
2016-05-05,4115.25
2016-05-06,4112.05
2016-05-09,4134.15
2016-05-10,4215.8
2016-05-11,4264.5
2016-05-12,4258.9
2016-05-13,4251.75
2016-05-16,4267.55
2016-05-17,4282.45
2016-05-18,4265.65
2016-05-19,4252.25
2016-05-20,4206.75
2016-05-23,4211.15
2016-05-24,4290.35
2016-05-25,4343.45
2016-05-26,4331.0
2016-05-27,4361.25
2016-05-30,4351.75
2016-05-31,4356.95
2016-06-01,4356.0
2016-06-02,4341.4
2016-06-03,4318.75
2016-06-06,4318.65
2016-06-07,4326.95
2016-06-08,4332.1
2016-06-09,4304.75
2016-06-10,4311.2
2016-06-13,4311.9
2016-06-14,4271.7
2016-06-15,4315.6
2016-06-16,4289.45
2016-06-17,4326.4
2016-06-20,4320.85
2016-06-21,4308.5
2016-06-22,4276.9
2016-06-23,4299.7
2016-06-24,4291.2
2016-06-27,4368.5
2016-06-28,4459.0
2016-06-29,4473.65
2016-06-30,4665.65
2016-07-01,4643.25
2016-07-04,4579.9
2016-07-05,4537.85
2016-07-07,4550.4
2016-07-08,4540.85
2016-07-11,4564.15
2016-07-12,4639.55
2016-07-13,4628.5
2016-07-14,4760.75
2016-07-15,4821.6
2016-07-18,4797.6
2016-07-19,4760.05
2016-07-20,4841.6
2016-07-21,4901.2
2016-07-22,4891.0
2016-07-25,4861.0
2016-07-26,4856.45
2016-07-27,4870.1
2016-07-28,4837.65
2016-07-29,4894.5
2016-08-01,4988.1
2016-08-02,4991.6
2016-08-03,4968.4
2016-08-04,4995.5
2016-08-05,5265.45
2016-08-08,5286.1
2016-08-09,5186.35
2016-08-10,4843.5
2016-08-11,4539.6
2016-08-12,4561.55
2016-08-16,4484.6
2016-08-17,4520.15
2016-08-18,4627.0
2016-08-19,4632.65
2016-08-22,4502.25
2016-08-23,4526.6
2016-08-24,4573.15
2016-08-25,4528.35
2016-08-26,4533.45
2016-08-29,4523.85
2016-08-30,4683.2
2016-08-31,4669.75
2016-09-01,4603.75
2016-09-02,4613.1
2016-09-06,4701.85
2016-09-07,4645.6
2016-09-08,4775.95
2016-09-09,4706.65
2016-09-12,4634.7
2016-09-14,4717.5
2016-09-15,4728.05
2016-09-16,4853.35
2016-09-19,4858.4
2016-09-20,4876.95
2016-09-21,4868.65
2016-09-22,4927.35
2016-09-23,4899.45
2016-09-26,4845.75
2016-09-27,4828.9
2016-09-28,4881.2
2016-09-29,4707.6
2016-09-30,4836.55
2016-10-03,4900.2
2016-10-04,4917.3
2016-10-05,4933.55
2016-10-06,1009.2
2016-10-07,1024.95
2016-10-10,1014.7
2016-10-13,993.8
2016-10-14,995.15
2016-10-17,970.55
2016-10-18,979.0
2016-10-19,982.7
2016-10-20,984.1
2016-10-21,971.7
2016-10-24,972.05
2016-10-25,972.95
2016-10-26,972.05
2016-10-27,958.55
2016-10-28,965.3
2016-10-30,970.5
2016-11-01,962.45
2016-11-02,935.85
2016-11-03,909.7
2016-11-04,900.35
2016-11-07,918.6
2016-11-08,910.7
2016-11-09,895.85
2016-11-10,920.3
2016-11-11,899.0
2016-11-15,819.3
2016-11-16,816.75
2016-11-17,819.8
2016-11-18,818.6
2016-11-21,787.45
2016-11-22,805.45
2016-11-23,812.25
2016-11-24,810.25
2016-11-25,823.1
2016-11-28,840.05
2016-11-29,849.4
2016-11-30,870.3
2016-12-01,872.95
2016-12-02,872.8
2016-12-05,871.95
2016-12-06,874.15
2016-12-07,876.5
2016-12-08,894.3
2016-12-09,878.35
2016-12-12,861.75
2016-12-13,850.55
2016-12-14,850.9
2016-12-15,831.4
2016-12-16,817.5
2016-12-19,824.15
2016-12-20,828.85
2016-12-21,828.75
2016-12-22,818.65
2016-12-23,828.55
2016-12-26,814.85
2016-12-27,811.4
2016-12-28,811.1
2016-12-29,843.5
2016-12-30,862.75
