Date,MRF
2016-01-01,40552.15
2016-01-04,40505.85
2016-01-05,40593.25
2016-01-06,40419.2
2016-01-07,39066.25
2016-01-08,38638.55
2016-01-11,38978.65
2016-01-12,38875.95
2016-01-13,38443.75
2016-01-14,38179.1
2016-01-15,37688.05
2016-01-18,36193.2
2016-01-19,36362.0
2016-01-20,35040.25
2016-01-21,34909.1
2016-01-22,36236.3
2016-01-25,36125.05
2016-01-27,35761.05
2016-01-28,35732.95
2016-01-29,35626.25
2016-02-01,34313.05
2016-02-02,34618.75
2016-02-03,34201.25
2016-02-04,33725.4
2016-02-05,34180.35
2016-02-08,34140.15
2016-02-09,33656.1
2016-02-10,33825.35
2016-02-11,32304.9
2016-02-12,31811.85
2016-02-15,33317.65
2016-02-16,33227.55
2016-02-17,33342.3
2016-02-18,33435.05
2016-02-19,33602.0
2016-02-22,33729.9
2016-02-23,33589.0
2016-02-24,32764.4
2016-02-25,31977.7
2016-02-26,32371.5
2016-02-29,32547.05
2016-03-01,33854.9
2016-03-02,34063.85
2016-03-03,34066.05
2016-03-04,34226.7
2016-03-08,34455.85
2016-03-09,34405.4
2016-03-10,34415.65
2016-03-11,34499.8
2016-03-14,34601.75
2016-03-15,34356.45
2016-03-16,33454.35
2016-03-17,33936.75
2016-03-18,34716.9
2016-03-21,34747.35
2016-03-22,34810.1
2016-03-23,35340.45
2016-03-28,36159.8
2016-03-29,36915.5
2016-03-30,37912.0
2016-03-31,38296.75
2016-04-01,37255.05
2016-04-04,36844.65
2016-04-05,35742.15
2016-04-06,36174.65
2016-04-07,35791.05
2016-04-08,35468.25
2016-04-11,35800.7
2016-04-12,36269.75
2016-04-13,36595.8
2016-04-18,36740.0
2016-04-20,36816.25
2016-04-21,36012.8
2016-04-22,35541.95
2016-04-25,35404.9
2016-04-26,35721.05
2016-04-27,34786.25
2016-04-28,34113.1
2016-04-29,33787.75
2016-05-02,34187.0
2016-05-03,33434.9
2016-05-04,33715.05
2016-05-05,33835.9
2016-05-06,33742.05
2016-05-09,33687.1
2016-05-10,33333.4
2016-05-11,32848.15
2016-05-12,33297.4
2016-05-13,32907.05
2016-05-16,33031.0
2016-05-17,32810.2
2016-05-18,32874.4
2016-05-19,32579.2
2016-05-20,32005.8
2016-05-23,31783.8
2016-05-24,31164.45
2016-05-25,31965.4
2016-05-26,32553.05
2016-05-27,33542.2
2016-05-30,33447.9
2016-05-31,33774.45
2016-06-01,33341.95
2016-06-02,33425.6
2016-06-03,33427.65
2016-06-06,33262.4
2016-06-07,33013.5
2016-06-08,32612.25
2016-06-09,32546.45
2016-06-10,32197.05
2016-06-13,31982.65
2016-06-14,31923.2
2016-06-15,31663.65
2016-06-16,31595.2
2016-06-17,31332.25
2016-06-20,32246.95
2016-06-21,31844.9
2016-06-22,31718.75
2016-06-23,31676.9
2016-06-24,31317.25
2016-06-27,31870.95
2016-06-28,32941.9
2016-06-29,33519.2
2016-06-30,33077.65
2016-07-01,33656.65
2016-07-04,35146.6
2016-07-05,34746.2
2016-07-07,35231.25
2016-07-08,35391.1
2016-07-11,35292.75
2016-07-12,35238.25
2016-07-13,34490.05
2016-07-14,34567.3
2016-07-15,34221.85
2016-07-18,34599.15
2016-07-19,34829.5
2016-07-20,35317.55
2016-07-21,34389.3
2016-07-22,34153.6
2016-07-25,34668.05
2016-07-26,33862.5
2016-07-27,34026.1
2016-07-28,34053.9
2016-07-29,33844.15
2016-08-01,33799.15
2016-08-02,33922.45
2016-08-03,34605.85
2016-08-04,35315.4
2016-08-05,37068.2
2016-08-08,37092.45
2016-08-09,36902.45
2016-08-10,36716.85
2016-08-11,36660.75
2016-08-12,36129.25
2016-08-16,36126.3
2016-08-17,36525.05
2016-08-18,36553.95
2016-08-19,36110.1
2016-08-22,35485.6
2016-08-23,35744.25
2016-08-24,36300.3
2016-08-25,36458.85
2016-08-26,36339.7
2016-08-29,37471.65
2016-08-30,37591.45
2016-08-31,37431.8
2016-09-01,37231.85
2016-09-02,38852.55
2016-09-06,39535.8
