Date,RUSHIL
2016-01-01,285.5
2016-01-04,275.7
2016-01-05,275.05
2016-01-06,273.1
2016-01-07,267.75
2016-01-08,267.7
2016-01-11,279.9
2016-01-12,273.0
2016-01-13,256.3
2016-01-14,255.25
2016-01-15,243.3
2016-01-18,221.95
2016-01-19,218.2
2016-01-20,182.5
2016-01-21,182.75
2016-01-22,199.9
2016-01-25,214.85
2016-01-27,218.85
2016-01-28,210.75
2016-01-29,218.65
2016-02-01,221.5
2016-02-02,212.9
2016-02-03,228.3
2016-02-04,242.25
2016-02-05,224.8
2016-02-08,228.75
2016-02-09,222.45
2016-02-10,221.35
2016-02-11,196.85
2016-02-12,189.0
2016-02-15,215.25
2016-02-16,228.2
2016-02-17,239.9
2016-02-18,263.85
2016-02-19,263.3
2016-02-22,290.5
2016-02-23,308.05
2016-02-24,310.6
2016-02-25,308.65
2016-02-26,295.6
2016-02-29,294.7
2016-03-01,312.15
2016-03-02,299.75
2016-03-03,280.75
2016-03-04,281.5
2016-03-08,284.4
2016-03-09,275.0
2016-03-10,262.6
2016-03-11,247.15
2016-03-14,244.5
2016-03-15,215.55
2016-03-16,246.75
2016-03-17,202.95
2016-03-18,209.45
2016-03-21,186.9
2016-03-22,186.45
2016-03-23,195.1
2016-03-28,210.3
2016-03-29,211.5
2016-03-30,207.2
2016-03-31,200.4
2016-04-01,202.25
2016-04-04,201.6
2016-04-05,210.35
2016-04-06,210.65
2016-04-07,220.85
2016-04-08,232.5
2016-04-11,250.2
2016-04-12,232.45
2016-04-13,240.0
2016-04-18,238.7
2016-04-20,237.65
2016-04-21,234.45
2016-04-22,259.05
2016-04-25,256.45
2016-04-26,275.25
2016-04-27,282.75
2016-04-28,282.2
2016-04-29,288.45
2016-05-02,300.65
2016-05-03,293.0
2016-05-04,304.45
2016-05-05,322.0
2016-05-06,318.05
2016-05-09,319.95
2016-05-10,335.15
2016-05-11,326.95
2016-05-12,323.2
2016-05-13,319.45
2016-05-16,326.25
2016-05-17,323.15
2016-05-18,334.2
2016-05-19,334.95
2016-05-20,333.8
2016-05-23,333.95
2016-05-24,364.7
2016-05-25,369.15
2016-05-26,363.35
2016-05-27,375.65
2016-05-30,371.2
2016-05-31,368.15
2016-06-01,389.65
2016-06-02,416.05
2016-06-03,371.65
2016-06-06,422.8
2016-06-07,419.65
2016-06-08,426.55
2016-06-09,437.45
2016-06-10,434.15
2016-06-13,433.95
2016-06-14,448.45
2016-06-15,466.6
2016-06-16,432.05
2016-06-17,429.95
2016-06-20,425.65
2016-06-21,449.7
2016-06-22,456.8
2016-06-23,449.45
2016-06-24,430.55
2016-06-27,415.8
2016-06-28,454.35
2016-06-29,449.7
2016-06-30,449.35
2016-07-01,468.9
2016-07-04,468.8
2016-07-05,451.95
2016-07-07,439.75
2016-07-08,431.75
2016-07-11,423.7
2016-07-12,424.75
2016-07-13,423.05
2016-07-14,409.0
2016-07-15,414.2
2016-07-18,409.65
2016-07-19,409.8
2016-07-20,420.45
2016-07-21,414.25
2016-07-22,413.25
2016-07-25,413.4
2016-07-26,412.65
2016-07-27,428.4
2016-07-28,414.4
2016-07-29,406.35
2016-08-01,406.8
2016-08-02,405.55
2016-08-03,389.45
2016-08-04,387.7
2016-08-05,382.6
2016-08-08,385.6
2016-08-09,397.3
2016-08-10,397.5
2016-08-11,390.3
2016-08-12,382.95
2016-08-16,382.6
2016-08-17,382.35
2016-08-18,397.9
2016-08-19,401.2
2016-08-22,410.4
2016-08-23,403.1
2016-08-24,427.3
2016-08-25,430.75
2016-08-26,438.35
2016-08-29,441.2
2016-08-30,458.6
2016-08-31,466.1
2016-09-01,457.35
2016-09-02,457.2
2016-09-06,465.1
2016-09-07,492.15
2016-09-08,471.3
2016-09-09,472.3
2016-09-12,464.6
2016-09-14,496.4
2016-09-15,495.8
2016-09-16,493.15
2016-09-19,493.25
2016-09-20,506.9
2016-09-21,508.0
2016-09-22,500.7
2016-09-23,509.15
2016-09-26,536.25
2016-09-27,556.95
2016-09-28,560.95
2016-09-29,524.75
2016-09-30,525.85
2016-10-03,571.45
2016-10-04,570.0
2016-10-05,591.5
2016-10-06,582.0
2016-10-07,601.95
2016-10-10,584.5
2016-10-13,623.6
2016-10-14,616.75
2016-10-17,636.7
2016-10-18,645.85
2016-10-19,644.95
2016-10-20,663.1
2016-10-21,649.5
2016-10-24,660.65
2016-10-25,662.05
2016-10-26,659.95
2016-10-27,667.15
2016-10-28,662.0
2016-10-30,654.2
2016-11-01,636.5
2016-11-02,627.55
2016-11-03,658.65
2016-11-04,649.95
2016-11-07,647.0
2016-11-08,657.3
2016-11-09,588.0
2016-11-10,641.6
2016-11-11,611.4
2016-11-15,579.55
2016-11-16,579.65
2016-11-17,548.7
2016-11-18,538.8
2016-11-21,525.3
2016-11-22,534.25
2016-11-23,566.25
2016-11-24,640.9
2016-11-25,666.85
2016-11-28,677.75
2016-11-29,661.95
2016-11-30,656.3
2016-12-01,642.15
2016-12-02,632.85
2016-12-05,644.25
2016-12-06,647.7
2016-12-07,645.5
2016-12-08,646.25
2016-12-09,624.4
2016-12-12,613.95
2016-12-13,609.2
2016-12-14,608.45
2016-12-15,600.8
2016-12-16,590.15
2016-12-19,587.85
2016-12-20,578.35
2016-12-21,571.1
2016-12-22,610.85
2016-12-23,582.15
2016-12-26,587.45
2016-12-27,578.15
2016-12-28,570.2
2016-12-29,563.9
2016-12-30,560.65
