Date,PRESSMN
2016-01-01,61.1
2016-01-04,66.35
2016-01-05,69.4
2016-01-06,65.85
2016-01-07,62.35
2016-01-08,65.4
2016-01-11,65.6
2016-01-12,62.8
2016-01-13,59.45
2016-01-14,56.55
2016-01-15,53.7
2016-01-18,49.95
2016-01-19,53.0
2016-01-20,48.05
2016-01-21,45.55
2016-01-22,48.05
2016-01-25,51.2
2016-01-27,51.1
2016-01-28,52.05
2016-01-29,53.15
2016-02-01,53.2
2016-02-02,50.95
2016-02-03,49.6
2016-02-04,47.95
2016-02-05,48.45
2016-02-08,47.2
2016-02-09,46.05
2016-02-10,44.15
2016-02-11,40.15
2016-02-12,40.0
2016-02-15,43.65
2016-02-16,40.25
2016-02-17,39.6
2016-02-18,40.85
2016-02-19,40.95
2016-02-22,41.55
2016-02-23,41.7
2016-02-24,39.7
2016-02-25,38.0
2016-02-26,36.65
2016-02-29,37.4
2016-03-01,41.55
2016-03-02,42.85
2016-03-03,42.85
2016-03-04,44.65
2016-03-08,42.8
2016-03-09,43.65
2016-03-10,42.45
2016-03-11,44.8
2016-03-14,46.15
2016-03-15,44.15
2016-03-16,43.15
2016-03-17,42.75
2016-03-18,42.6
2016-03-21,42.1
2016-03-22,41.6
2016-03-23,43.1
2016-03-28,41.75
2016-03-29,42.15
2016-03-30,43.1
2016-03-31,43.5
2016-04-01,43.3
2016-04-04,44.05
2016-04-05,44.7
2016-04-06,47.25
2016-04-07,48.4
2016-04-08,49.3
2016-04-11,48.4
2016-04-12,51.6
2016-04-13,50.65
2016-04-18,51.85
2016-04-20,48.65
2016-04-21,46.55
2016-04-22,49.75
2016-04-25,49.25
2016-04-26,49.15
2016-04-27,49.15
2016-04-28,48.6
2016-04-29,47.25
2016-05-02,46.7
2016-05-03,46.45
2016-05-04,45.8
2016-05-05,46.85
2016-05-06,45.55
2016-05-09,46.7
2016-05-10,46.65
2016-05-11,47.0
2016-05-12,48.2
2016-05-13,49.95
2016-05-16,48.65
2016-05-17,47.45
2016-05-18,48.65
2016-05-19,48.25
2016-05-20,46.3
2016-05-23,46.35
2016-05-24,44.5
2016-05-25,46.0
2016-05-26,46.0
2016-05-27,46.2
2016-05-30,46.95
2016-05-31,44.15
2016-06-01,43.35
2016-06-02,44.7
2016-06-03,44.05
2016-06-06,43.1
2016-06-07,43.8
2016-06-08,44.65
2016-06-09,45.35
2016-06-10,45.0
2016-06-13,43.8
2016-06-14,44.15
2016-06-15,44.4
2016-06-16,45.0
2016-06-17,48.65
2016-06-20,48.35
2016-06-21,47.3
2016-06-22,47.35
2016-06-23,46.7
2016-06-24,45.0
2016-06-27,46.3
2016-06-28,46.4
2016-06-29,51.2
2016-06-30,48.3
2016-07-01,49.5
2016-07-04,49.4
2016-07-05,49.6
2016-07-07,48.6
2016-07-08,49.85
2016-07-11,49.3
2016-07-12,48.25
2016-07-13,48.45
2016-07-14,48.0
2016-07-15,48.6
2016-07-18,48.8
2016-07-19,48.8
2016-07-20,49.65
2016-07-21,48.35
2016-07-22,48.55
2016-07-25,48.15
2016-07-26,45.95
2016-07-27,45.6
2016-07-28,46.25
2016-07-29,46.2
2016-08-01,45.0
2016-08-02,43.95
2016-08-03,47.45
2016-08-04,45.8
2016-08-05,46.15
2016-08-08,47.55
2016-08-09,46.5
2016-08-10,45.9
2016-08-11,45.25
2016-08-12,45.9
2016-08-16,46.6
2016-08-17,46.9
2016-08-18,46.4
2016-08-19,46.0
2016-08-22,46.75
2016-08-23,46.4
2016-08-24,46.15
2016-08-25,46.1
2016-08-26,45.55
2016-08-29,45.85
2016-08-30,46.2
2016-08-31,46.3
2016-09-01,46.7
2016-09-02,46.7
2016-09-06,46.8
2016-09-07,47.85
2016-09-08,47.35
2016-09-09,46.5
2016-09-12,44.8
2016-09-14,45.0
2016-09-15,44.45
2016-09-16,43.8
2016-09-19,44.95
2016-09-20,44.1
2016-09-21,44.05
2016-09-22,43.75
2016-09-23,43.95
2016-09-26,44.05
2016-09-27,44.85
2016-09-28,44.6
2016-09-29,42.35
2016-09-30,43.8
2016-10-03,45.1
2016-10-04,45.1
2016-10-05,45.35
2016-10-06,44.5
2016-10-07,43.75
2016-10-10,45.05
2016-10-13,44.65
2016-10-14,47.4
2016-10-17,47.45
2016-10-18,46.45
2016-10-19,47.7
2016-10-20,47.3
2016-10-21,47.2
2016-10-24,46.5
2016-10-25,48.4
2016-10-26,49.65
2016-10-27,48.55
2016-10-28,49.9
2016-10-30,50.25
2016-11-01,50.35
2016-11-02,49.8
2016-11-03,50.0
2016-11-04,47.45
2016-11-07,48.6
2016-11-08,48.8
2016-11-09,46.35
2016-11-10,47.4
2016-11-11,44.55
2016-11-15,41.15
2016-11-16,41.0
2016-11-17,42.1
2016-11-18,43.4
2016-11-21,40.0
2016-11-22,40.5
2016-11-23,40.9
2016-11-24,40.6
2016-11-25,42.15
2016-11-28,42.05
2016-11-29,42.0
2016-11-30,43.0
2016-12-01,42.7
2016-12-02,39.75
2016-12-05,40.15
2016-12-06,41.2
2016-12-07,42.6
2016-12-08,43.2
2016-12-09,41.85
2016-12-12,41.65
2016-12-13,41.25
2016-12-14,41.75
2016-12-15,41.65
2016-12-16,41.9
2016-12-19,41.75
2016-12-20,42.05
2016-12-21,45.05
2016-12-22,43.05
2016-12-23,43.45
2016-12-26,41.55
2016-12-27,42.4
2016-12-28,41.6
2016-12-29,42.35
2016-12-30,42.25
