Date,VHL
2016-01-01,993.4
2016-01-04,997.0
2016-01-06,990.0
2016-01-07,980.05
2016-01-08,957.9
2016-01-14,950.0
2016-01-15,950.0
2016-01-18,920.0
2016-01-19,884.1
2016-01-20,875.0
2016-01-21,863.5
2016-01-22,880.0
2016-01-25,880.0
2016-01-27,924.0
2016-01-28,925.0
2016-01-29,916.1
2016-02-01,949.0
2016-02-03,940.0
2016-02-04,940.0
2016-02-05,900.15
2016-02-09,906.0
2016-02-10,897.25
2016-02-11,853.05
2016-02-12,853.35
2016-02-15,889.9
2016-02-16,845.6
2016-02-22,830.05
2016-02-23,835.1
2016-02-25,865.0
2016-02-26,871.5
2016-02-29,847.1
2016-03-01,845.05
2016-03-09,825.1
2016-03-10,825.05
2016-03-11,840.0
2016-03-14,840.0
2016-03-15,817.05
2016-03-16,857.9
2016-03-17,856.1
2016-03-18,879.5
2016-03-21,886.0
2016-03-23,878.0
2016-03-28,877.0
2016-03-29,875.0
2016-03-30,918.0
2016-03-31,900.0
2016-04-01,861.25
2016-04-06,904.0
2016-04-08,890.0
2016-04-11,928.0
2016-04-12,946.0
2016-04-13,990.0
2016-04-18,942.5
2016-04-20,950.0
2016-04-21,989.1
2016-04-22,990.0
2016-04-25,1039.5
2016-04-26,1019.0
2016-04-27,1005.05
2016-04-29,1039.75
2016-05-02,1065.35
2016-05-03,1050.0
2016-05-04,1100.0
2016-05-05,1081.0
2016-05-06,1098.0
2016-05-09,1106.25
2016-05-10,1082.0
2016-05-11,1136.1
2016-05-12,1172.2
2016-05-13,1172.0
2016-05-16,1135.95
2016-05-17,1120.0
2016-05-18,1096.0
2016-05-20,1095.1
2016-05-23,1090.05
2016-05-24,1133.0
2016-05-25,1098.0
2016-05-26,1132.95
2016-05-30,1080.0
2016-05-31,1048.2
2016-06-01,1100.0
2016-06-03,1046.9
2016-06-06,1099.2
2016-06-08,1065.1
2016-06-09,1077.05
2016-06-10,1127.7
2016-06-13,1169.1
2016-06-14,1148.6
2016-06-15,1190.0
2016-06-16,1135.5
2016-06-17,1119.0
2016-06-20,1100.0
2016-06-21,1091.45
2016-06-22,1100.0
2016-06-23,1098.25
2016-06-24,1134.75
2016-06-27,1091.1
2016-06-28,1085.0
2016-06-29,1139.25
2016-07-01,1119.35
2016-07-04,1097.45
2016-07-05,1138.6
2016-07-07,1180.15
2016-07-08,1175.75
2016-07-11,1180.0
2016-07-12,1199.0
2016-07-13,1208.2
2016-07-14,1255.1
2016-07-15,1278.75
2016-07-18,1270.95
2016-07-19,1258.2
2016-07-20,1274.2
2016-07-21,1276.4
2016-07-22,1270.05
2016-07-25,1305.4
2016-07-26,1309.45
2016-07-27,1307.2
2016-07-28,1339.0
2016-07-29,1299.9
2016-08-01,1291.0
2016-08-02,1299.1
2016-08-03,1270.0
2016-08-04,1275.0
2016-08-05,1324.9
2016-08-08,1330.0
2016-08-09,1320.0
2016-08-10,1350.0
2016-08-11,1310.0
2016-08-12,1305.0
2016-08-17,1319.9
2016-08-18,1355.0
2016-08-19,1341.5
2016-08-22,1340.45
2016-08-23,1367.95
2016-08-24,1413.1
2016-08-25,1402.15
2016-08-26,1390.1
2016-08-29,1420.0
2016-08-30,1412.9
2016-08-31,1384.45
2016-09-01,1360.0
2016-09-02,1392.75
2016-09-06,1437.15
2016-09-07,1404.5
2016-09-08,1403.55
2016-09-09,1423.15
2016-09-12,1400.0
2016-09-14,1362.65
2016-09-15,1400.0
2016-09-16,1400.0
2016-09-19,1400.0
2016-09-20,1351.85
2016-09-21,1404.2
2016-09-22,1401.55
2016-09-23,1410.0
2016-09-26,1454.0
2016-09-27,1406.0
2016-09-28,1450.75
2016-09-29,1415.05
2016-09-30,1463.9
2016-10-03,1756.65
2016-10-04,2053.1
2016-10-05,2148.4
2016-10-06,2073.65
2016-10-07,2012.35
2016-10-10,1962.0
2016-10-13,1920.3
2016-10-14,1958.55
2016-10-17,1947.5
2016-10-18,2041.3
2016-10-19,2020.15
2016-10-20,2004.35
2016-10-21,1982.3
2016-10-24,1993.75
2016-10-25,2000.0
2016-10-26,2004.0
2016-10-27,2050.15
2016-10-28,2066.0
2016-10-30,2041.3
2016-11-01,2033.2
2016-11-02,2009.6
2016-11-03,1979.05
2016-11-04,1878.0
2016-11-07,1890.0
2016-11-08,1992.8
2016-11-09,1915.0
2016-11-10,1944.05
2016-11-11,1944.05
2016-11-15,1756.5
2016-11-16,1747.85
2016-11-17,1765.45
2016-11-18,1677.35
2016-11-21,1745.55
2016-11-22,1819.45
2016-11-23,1881.2
2016-11-24,1819.05
2016-11-25,1840.0
2016-11-28,1828.7
2016-11-29,1888.1
2016-11-30,1890.15
2016-12-01,1874.0
2016-12-02,1781.85
2016-12-05,1748.55
2016-12-06,1780.0
2016-12-07,1766.95
2016-12-08,1818.2
2016-12-09,1860.0
2016-12-12,1837.5
2016-12-13,1831.35
2016-12-14,1835.1
2016-12-15,1812.6
2016-12-16,1795.25
2016-12-19,1797.0
2016-12-20,1726.25
2016-12-21,1731.25
2016-12-22,1715.05
2016-12-23,1727.0
2016-12-26,1700.0
2016-12-27,1769.9
2016-12-28,1758.05
2016-12-29,1775.0
2016-12-30,1770.0
