Date,IL&FSTRANS
2016-01-01,91.7
2016-01-04,92.0
2016-01-05,92.8
2016-01-06,93.0
2016-01-07,89.55
2016-01-08,89.75
2016-01-11,87.9
2016-01-12,87.1
2016-01-13,83.65
2016-01-14,82.35
2016-01-15,79.9
2016-01-18,76.2
2016-01-19,75.6
2016-01-20,71.2
2016-01-21,71.1
2016-01-22,71.95
2016-01-25,74.9
2016-01-27,80.1
2016-01-28,79.4
2016-01-29,79.95
2016-02-01,81.0
2016-02-02,79.1
2016-02-03,78.5
2016-02-04,76.3
2016-02-05,76.0
2016-02-08,75.3
2016-02-09,74.7
2016-02-10,72.25
2016-02-11,70.25
2016-02-12,66.6
2016-02-15,68.6
2016-02-16,66.3
2016-02-17,68.1
2016-02-18,67.3
2016-02-19,67.6
2016-02-22,67.95
2016-02-23,66.7
2016-02-24,66.05
2016-02-25,66.0
2016-02-26,65.0
2016-02-29,64.6
2016-03-01,67.9
2016-03-02,70.8
2016-03-03,72.8
2016-03-04,73.5
2016-03-08,74.05
2016-03-09,73.7
2016-03-10,72.55
2016-03-11,73.95
2016-03-14,72.1
2016-03-15,71.55
2016-03-16,70.95
2016-03-17,70.15
2016-03-18,72.2
2016-03-21,73.6
2016-03-22,73.0
2016-03-23,72.35
2016-03-28,69.6
2016-03-29,68.65
2016-03-30,68.85
2016-03-31,71.65
2016-04-01,72.85
2016-04-04,75.15
2016-04-05,74.0
2016-04-06,75.45
2016-04-07,77.15
2016-04-08,78.85
2016-04-11,76.45
2016-04-12,77.8
2016-04-13,78.8
2016-04-18,81.35
2016-04-20,80.75
2016-04-21,81.2
2016-04-22,79.9
2016-04-25,78.8
2016-04-26,75.95
2016-04-27,76.0
2016-04-28,75.85
2016-04-29,74.55
2016-05-02,76.35
2016-05-03,75.55
2016-05-04,74.3
2016-05-05,74.25
2016-05-06,73.65
2016-05-09,73.4
2016-05-10,72.65
2016-05-11,71.65
2016-05-12,71.25
2016-05-13,72.5
2016-05-16,74.65
2016-05-17,74.75
2016-05-18,73.75
2016-05-19,72.1
2016-05-20,70.4
2016-05-23,69.75
2016-05-24,68.1
2016-05-25,69.2
2016-05-26,70.15
2016-05-27,70.1
2016-05-30,69.8
2016-05-31,68.8
2016-06-01,69.5
2016-06-02,68.6
2016-06-03,69.55
2016-06-06,70.45
2016-06-07,70.7
2016-06-08,71.7
2016-06-09,74.45
2016-06-10,74.7
2016-06-13,73.3
2016-06-14,74.0
2016-06-15,77.4
2016-06-16,76.05
2016-06-17,76.2
2016-06-20,75.45
2016-06-21,75.15
2016-06-22,72.85
2016-06-23,72.75
2016-06-24,73.05
2016-06-27,73.75
2016-06-28,73.15
2016-06-29,72.7
2016-06-30,73.15
2016-07-01,80.65
2016-07-04,82.95
2016-07-05,81.5
2016-07-07,81.35
2016-07-08,85.2
2016-07-11,85.15
2016-07-12,84.4
2016-07-13,83.25
2016-07-14,83.85
2016-07-15,81.6
2016-07-18,80.65
2016-07-19,79.95
2016-07-20,79.25
2016-07-21,78.85
2016-07-22,79.55
2016-07-25,80.35
2016-07-26,78.7
2016-07-27,76.75
2016-07-28,77.3
2016-07-29,73.45
2016-08-01,71.35
2016-08-02,73.35
2016-08-03,72.0
2016-08-04,70.9
2016-08-05,71.55
2016-08-08,73.65
2016-08-09,72.4
2016-08-10,71.05
2016-08-11,69.9
2016-08-12,69.95
2016-08-16,68.7
2016-08-17,67.75
2016-08-18,66.2
2016-08-19,68.0
2016-08-22,67.8
2016-08-23,66.9
2016-08-24,70.1
2016-08-25,71.35
2016-08-26,71.4
2016-08-29,71.25
2016-08-30,72.35
2016-08-31,73.7
2016-09-01,71.85
2016-09-02,72.8
2016-09-06,75.7
2016-09-07,76.0
2016-09-08,79.5
2016-09-09,94.5
2016-09-12,87.9
2016-09-14,91.4
2016-09-15,92.15
2016-09-16,94.65
2016-09-19,106.8
2016-09-20,101.15
2016-09-21,103.3
2016-09-22,105.35
2016-09-23,102.3
2016-09-26,100.6
2016-09-27,100.6
2016-09-28,102.85
2016-09-29,95.45
2016-09-30,100.1
2016-10-03,103.15
2016-10-04,101.55
2016-10-05,106.95
2016-10-06,105.85
2016-10-07,103.2
2016-10-10,107.15
2016-10-13,104.05
2016-10-14,101.55
2016-10-17,102.95
2016-10-18,103.5
2016-10-19,102.9
2016-10-20,102.0
2016-10-21,112.35
2016-10-24,113.45
2016-10-25,115.75
2016-10-26,113.3
2016-10-27,110.75
2016-10-28,111.8
2016-10-30,112.0
2016-11-01,109.55
2016-11-02,105.35
2016-11-03,101.6
2016-11-04,97.25
2016-11-07,100.65
2016-11-08,100.15
2016-11-09,100.0
2016-11-10,101.25
2016-11-11,94.85
2016-11-15,91.85
2016-11-16,88.65
2016-11-17,90.1
2016-11-18,91.5
2016-11-21,87.15
2016-11-22,89.65
2016-11-23,90.1
2016-11-24,95.05
2016-11-25,99.15
2016-11-28,98.85
2016-11-29,101.95
2016-11-30,101.0
2016-12-01,101.35
2016-12-02,95.95
2016-12-05,100.55
2016-12-06,100.05
2016-12-07,99.25
2016-12-08,105.3
2016-12-09,106.0
2016-12-12,102.5
2016-12-13,103.2
2016-12-14,100.95
2016-12-15,102.4
2016-12-16,105.5
2016-12-19,107.05
2016-12-20,104.15
2016-12-21,105.3
2016-12-22,101.25
2016-12-23,101.15
2016-12-26,98.5
2016-12-27,99.6
2016-12-28,99.7
2016-12-29,100.4
2016-12-30,102.1
