Date,GRINDWELL
2016-01-01,750.35
2016-01-04,735.65
2016-01-05,745.05
2016-01-06,732.25
2016-01-07,722.5
2016-01-08,726.9
2016-01-11,717.05
2016-01-12,724.8
2016-01-13,705.4
2016-01-14,719.95
2016-01-15,713.25
2016-01-18,672.85
2016-01-19,691.55
2016-01-20,683.4
2016-01-21,696.0
2016-01-22,695.55
2016-01-25,695.9
2016-01-27,707.6
2016-01-28,725.5
2016-01-29,727.95
2016-02-01,713.25
2016-02-02,710.85
2016-02-03,672.4
2016-02-04,675.65
2016-02-05,677.65
2016-02-08,668.8
2016-02-09,668.05
2016-02-10,661.1
2016-02-11,639.0
2016-02-12,604.25
2016-02-15,607.95
2016-02-16,609.3
2016-02-17,621.55
2016-02-18,611.25
2016-02-19,619.15
2016-02-22,621.05
2016-02-23,606.65
2016-02-24,596.15
2016-02-25,604.95
2016-02-26,600.0
2016-02-29,600.05
2016-03-01,623.85
2016-03-02,625.8
2016-03-03,601.75
2016-03-04,595.35
2016-03-08,603.15
2016-03-09,600.6
2016-03-10,612.0
2016-03-11,610.8
2016-03-14,645.5
2016-03-15,623.8
2016-03-16,654.6
2016-03-17,689.55
2016-03-18,685.15
2016-03-21,684.95
2016-03-22,680.05
2016-03-23,678.0
2016-03-28,672.9
2016-03-29,716.8
2016-03-30,691.95
2016-03-31,673.35
2016-04-01,673.7
2016-04-04,657.25
2016-04-05,649.85
2016-04-06,649.9
2016-04-07,645.2
2016-04-08,650.05
2016-04-11,645.8
2016-04-12,654.4
2016-04-13,652.6
2016-04-18,652.5
2016-04-20,644.6
2016-04-21,684.15
2016-04-22,661.1
2016-04-25,649.9
2016-04-26,654.1
2016-04-27,649.0
2016-04-28,648.8
2016-04-29,649.75
2016-05-02,647.0
2016-05-03,647.25
2016-05-04,643.35
2016-05-05,645.45
2016-05-06,647.3
2016-05-09,649.9
2016-05-10,645.4
2016-05-11,641.7
2016-05-12,647.25
2016-05-13,638.4
2016-05-16,622.0
2016-05-17,625.45
2016-05-18,636.45
2016-05-19,646.25
2016-05-20,637.5
2016-05-23,637.7
2016-05-24,631.4
2016-05-25,639.05
2016-05-26,630.25
2016-05-27,639.5
2016-05-30,631.2
2016-05-31,678.85
2016-06-01,679.95
2016-06-02,677.3
2016-06-03,684.7
2016-06-06,677.5
2016-06-07,677.5
2016-06-08,679.4
2016-06-09,677.35
2016-06-10,674.8
2016-06-13,677.95
2016-06-14,677.85
2016-06-15,679.0
2016-06-16,676.9
2016-06-17,679.9
2016-06-20,679.75
2016-06-21,676.65
2016-06-22,661.15
2016-06-23,673.3
2016-06-24,674.4
2016-06-27,674.75
2016-06-28,675.1
2016-06-29,697.4
2016-06-30,736.3
2016-07-01,750.35
2016-07-04,750.45
2016-07-05,748.35
2016-07-07,735.6
2016-07-08,734.25
2016-07-11,731.25
2016-07-12,729.25
2016-07-13,724.25
2016-07-14,350.25
2016-07-15,353.65
2016-07-18,350.3
2016-07-19,345.15
2016-07-20,343.7
2016-07-21,340.05
2016-07-22,342.0
2016-07-25,346.1
2016-07-26,348.7
2016-07-27,354.2
2016-07-28,345.3
2016-07-29,341.25
2016-08-01,336.45
2016-08-02,334.0
2016-08-03,334.95
2016-08-04,334.65
2016-08-05,336.2
2016-08-08,337.45
2016-08-09,336.6
2016-08-10,335.45
2016-08-11,336.0
2016-08-12,337.45
2016-08-16,332.35
2016-08-17,334.3
2016-08-18,333.7
2016-08-19,333.3
2016-08-22,331.65
2016-08-23,329.45
2016-08-24,327.95
2016-08-25,329.75
2016-08-26,331.85
2016-08-29,330.05
2016-08-30,327.6
2016-08-31,327.75
2016-09-01,327.6
2016-09-02,325.1
2016-09-06,330.3
2016-09-07,330.25
2016-09-08,329.8
2016-09-09,327.85
2016-09-12,319.8
2016-09-14,320.85
2016-09-15,319.7
2016-09-16,322.05
2016-09-19,322.75
2016-09-20,321.0
2016-09-21,317.3
2016-09-22,316.8
2016-09-23,317.85
2016-09-26,318.2
2016-09-27,317.05
2016-09-28,329.4
2016-09-29,325.3
2016-09-30,337.25
2016-10-03,332.75
2016-10-04,339.85
2016-10-05,340.3
2016-10-06,334.45
2016-10-07,340.15
2016-10-10,339.45
2016-10-13,337.9
2016-10-14,344.25
2016-10-17,338.2
2016-10-18,335.75
2016-10-19,334.85
2016-10-20,333.15
2016-10-21,329.3
2016-10-24,327.05
2016-10-25,324.75
2016-10-26,323.35
2016-10-27,323.1
2016-10-28,332.8
2016-10-30,330.3
2016-11-01,334.2
2016-11-02,331.0
2016-11-03,322.65
2016-11-04,324.5
2016-11-07,322.5
2016-11-08,322.4
2016-11-09,325.9
2016-11-10,326.35
2016-11-11,325.5
2016-11-15,330.9
2016-11-16,330.05
2016-11-17,328.6
2016-11-18,327.05
2016-11-21,310.4
2016-11-22,311.8
2016-11-23,321.8
2016-11-24,314.5
2016-11-25,323.75
2016-11-28,328.65
2016-11-29,323.05
2016-11-30,340.95
2016-12-01,331.5
2016-12-02,324.55
2016-12-05,323.95
2016-12-06,326.55
2016-12-07,321.65
2016-12-08,330.05
2016-12-09,327.25
2016-12-12,323.9
2016-12-13,328.7
2016-12-14,331.9
2016-12-15,329.2
2016-12-16,329.3
2016-12-19,327.55
2016-12-20,326.05
2016-12-21,321.65
2016-12-22,325.1
2016-12-23,325.7
2016-12-26,320.8
2016-12-27,321.9
2016-12-28,323.15
2016-12-29,322.95
2016-12-30,329.65
