Date,OISL
2016-01-01,13.05
2016-01-04,13.4
2016-01-05,13.8
2016-01-06,13.7
2016-01-07,12.9
2016-01-08,13.0
2016-01-11,12.75
2016-01-12,12.75
2016-01-13,12.6
2016-01-14,12.1
2016-01-15,11.85
2016-01-18,10.05
2016-01-19,10.7
2016-01-20,10.2
2016-01-21,10.5
2016-01-22,10.4
2016-01-25,10.65
2016-01-27,10.8
2016-01-28,10.75
2016-01-29,10.55
2016-02-01,10.3
2016-02-02,10.1
2016-02-03,9.25
2016-02-04,9.3
2016-02-05,9.95
2016-02-08,10.0
2016-02-09,10.55
2016-02-10,9.1
2016-02-11,8.75
2016-02-12,8.95
2016-02-15,8.8
2016-02-16,8.7
2016-02-17,8.45
2016-02-18,8.55
2016-02-19,8.8
2016-02-22,8.85
2016-02-23,8.95
2016-02-24,8.4
2016-02-25,8.4
2016-02-26,8.55
2016-02-29,8.8
2016-03-01,8.55
2016-03-02,8.6
2016-03-03,8.8
2016-03-04,9.15
2016-03-08,8.8
2016-03-09,8.5
2016-03-10,8.6
2016-03-11,9.05
2016-03-14,8.8
2016-03-15,8.5
2016-03-16,8.9
2016-03-17,8.85
2016-03-18,9.05
2016-03-21,8.65
2016-03-22,8.85
2016-03-23,8.75
2016-03-28,8.05
2016-03-29,8.2
2016-03-30,8.45
2016-03-31,8.0
2016-04-01,8.3
2016-04-04,8.2
2016-04-05,8.0
2016-04-06,8.0
2016-04-07,8.15
2016-04-08,8.0
2016-04-11,8.15
2016-04-12,8.3
2016-04-13,8.65
2016-04-18,9.4
2016-04-20,10.95
2016-04-21,12.95
2016-04-22,14.2
2016-04-25,12.8
2016-04-26,12.9
2016-04-27,13.75
2016-04-28,13.6
2016-04-29,13.2
2016-05-02,13.25
2016-05-03,12.6
2016-05-04,12.0
2016-05-05,11.85
2016-05-06,10.95
2016-05-09,11.3
2016-05-10,11.9
2016-05-11,11.3
2016-05-12,11.45
2016-05-13,11.3
2016-05-16,11.0
2016-05-17,11.2
2016-05-18,11.2
2016-05-19,10.75
2016-05-20,10.9
2016-05-23,11.05
2016-05-24,10.85
2016-05-25,10.6
2016-05-26,10.9
2016-05-27,10.5
2016-05-30,10.3
2016-05-31,10.55
2016-06-01,10.65
2016-06-02,11.15
2016-06-03,10.5
2016-06-06,10.55
2016-06-07,10.55
2016-06-08,10.55
2016-06-09,12.6
2016-06-10,11.35
2016-06-13,11.2
2016-06-14,11.65
2016-06-15,11.55
2016-06-16,11.5
2016-06-17,11.4
2016-06-20,11.55
2016-06-21,11.1
2016-06-22,10.8
2016-06-23,10.85
2016-06-24,10.6
2016-06-27,11.05
2016-06-28,11.65
2016-06-29,11.3
2016-06-30,11.35
2016-07-01,11.3
2016-07-04,12.6
2016-07-05,12.4
2016-07-07,12.7
2016-07-08,12.3
2016-07-11,12.55
2016-07-12,12.5
2016-07-13,12.4
2016-07-14,12.65
2016-07-15,12.45
2016-07-18,12.2
2016-07-19,11.9
2016-07-20,12.05
2016-07-21,12.15
2016-07-22,12.25
2016-07-25,12.05
2016-07-26,11.9
2016-07-27,11.9
2016-07-28,12.0
2016-07-29,11.4
2016-08-01,10.6
2016-08-02,10.35
2016-08-03,10.25
2016-08-04,10.45
2016-08-05,10.05
2016-08-08,9.9
2016-08-09,9.8
2016-08-10,9.8
2016-08-11,9.6
2016-08-12,9.3
2016-08-16,8.95
2016-08-17,8.95
2016-08-18,9.15
2016-08-19,9.15
2016-08-22,8.95
2016-08-23,9.3
2016-08-24,9.9
2016-08-25,9.85
2016-08-26,9.6
2016-08-29,9.45
2016-08-30,8.95
2016-08-31,8.75
2016-09-01,9.1
2016-09-02,9.1
2016-09-06,9.2
2016-09-07,9.6
2016-09-08,9.95
2016-09-09,9.95
2016-09-12,9.7
2016-09-14,9.65
2016-09-15,9.65
2016-09-16,9.65
2016-09-19,9.55
2016-09-20,9.0
2016-09-21,9.0
2016-09-22,8.95
2016-09-23,8.7
2016-09-26,8.6
2016-09-27,8.5
2016-09-28,8.35
2016-09-29,7.8
2016-09-30,8.0
2016-10-03,7.95
2016-10-04,8.0
2016-10-05,8.0
2016-10-06,7.8
2016-10-07,7.9
2016-10-10,7.9
2016-10-13,7.9
2016-10-14,7.75
2016-10-17,7.65
2016-10-18,7.75
2016-10-19,7.8
2016-10-20,7.75
2016-10-21,8.0
2016-10-24,8.45
2016-10-25,8.5
2016-10-26,8.5
2016-10-27,8.5
2016-10-28,8.0
2016-10-30,8.3
2016-11-01,8.35
2016-11-02,8.1
2016-11-03,8.4
2016-11-04,8.3
2016-11-07,8.2
2016-11-08,8.3
2016-11-09,7.8
2016-11-10,8.2
2016-11-11,7.95
2016-11-15,7.0
2016-11-16,6.9
2016-11-17,6.4
2016-11-18,6.3
2016-11-21,5.95
2016-11-22,6.0
2016-11-23,5.95
2016-11-24,5.95
2016-11-25,6.9
2016-11-28,7.45
2016-11-29,7.25
2016-11-30,7.4
2016-12-01,6.95
2016-12-02,6.9
2016-12-05,6.95
2016-12-06,6.9
2016-12-07,6.75
2016-12-08,6.7
2016-12-09,6.75
2016-12-12,6.75
2016-12-13,6.7
2016-12-14,6.5
2016-12-15,6.45
2016-12-16,6.3
2016-12-19,6.15
2016-12-20,6.0
2016-12-21,6.0
2016-12-22,5.95
2016-12-23,5.95
2016-12-26,4.85
2016-12-27,4.85
2016-12-28,4.9
2016-12-29,4.85
2016-12-30,4.9
