Date,ASTRAL
2016-01-01,431.1
2016-01-04,428.4
2016-01-05,422.15
2016-01-06,423.7
2016-01-07,424.1
2016-01-08,432.2
2016-01-11,430.05
2016-01-12,427.0
2016-01-13,418.95
2016-01-14,418.9
2016-01-15,418.85
2016-01-18,409.5
2016-01-19,408.0
2016-01-20,405.6
2016-01-21,388.0
2016-01-22,392.0
2016-01-25,398.7
2016-01-27,408.45
2016-01-28,410.6
2016-01-29,422.65
2016-02-01,417.75
2016-02-02,409.65
2016-02-03,412.95
2016-02-04,399.05
2016-02-05,396.8
2016-02-08,394.95
2016-02-09,407.35
2016-02-10,409.3
2016-02-11,384.25
2016-02-12,383.1
2016-02-15,381.55
2016-02-16,377.85
2016-02-17,363.35
2016-02-18,360.35
2016-02-19,357.7
2016-02-22,353.95
2016-02-23,354.3
2016-02-24,350.95
2016-02-25,344.8
2016-02-26,343.85
2016-02-29,341.9
2016-03-01,348.2
2016-03-02,347.9
2016-03-03,349.6
2016-03-04,349.85
2016-03-08,365.55
2016-03-09,370.0
2016-03-10,371.4
2016-03-11,399.2
2016-03-14,416.55
2016-03-15,399.45
2016-03-16,403.45
2016-03-17,400.6
2016-03-18,398.3
2016-03-21,403.05
2016-03-22,403.6
2016-03-23,403.75
2016-03-28,403.25
2016-03-29,407.1
2016-03-30,414.85
2016-03-31,411.9
2016-04-01,407.85
2016-04-04,409.3
2016-04-05,416.1
2016-04-06,419.75
2016-04-07,421.4
2016-04-08,416.85
2016-04-11,417.95
2016-04-12,425.8
2016-04-13,432.7
2016-04-18,438.9
2016-04-20,435.1
2016-04-21,429.25
2016-04-22,431.65
2016-04-25,431.4
2016-04-26,435.0
2016-04-27,440.7
2016-04-28,441.05
2016-04-29,442.7
2016-05-02,436.75
2016-05-03,436.1
2016-05-04,429.15
2016-05-05,430.7
2016-05-06,430.85
2016-05-09,436.75
2016-05-10,439.8
2016-05-11,438.4
2016-05-12,427.0
2016-05-13,427.0
2016-05-16,429.8
2016-05-17,428.2
2016-05-18,429.4
2016-05-19,428.05
2016-05-20,425.35
2016-05-23,425.8
2016-05-24,419.35
2016-05-25,415.3
2016-05-26,410.0
2016-05-27,415.75
2016-05-30,432.7
2016-05-31,444.35
2016-06-01,451.6
2016-06-02,461.9
2016-06-03,464.95
2016-06-06,460.4
2016-06-07,455.15
2016-06-08,450.7
2016-06-09,450.15
2016-06-10,448.0
2016-06-13,445.2
2016-06-14,452.4
2016-06-15,459.35
2016-06-16,461.35
2016-06-17,461.5
2016-06-20,459.05
2016-06-21,457.4
2016-06-22,451.25
2016-06-23,461.45
2016-06-24,461.15
2016-06-27,464.3
2016-06-28,465.6
2016-06-29,466.5
2016-06-30,470.05
2016-07-01,484.55
2016-07-04,477.15
2016-07-05,471.75
2016-07-07,466.7
2016-07-08,460.95
2016-07-11,462.6
2016-07-12,457.5
2016-07-13,460.85
2016-07-14,469.15
2016-07-15,483.85
2016-07-18,494.45
2016-07-19,494.45
2016-07-20,519.5
2016-07-21,508.15
2016-07-22,498.9
2016-07-25,519.25
2016-07-26,519.8
2016-07-27,518.3
2016-07-28,518.35
2016-07-29,512.0
2016-08-01,494.95
2016-08-02,484.9
2016-08-03,484.2
2016-08-04,480.5
2016-08-05,484.35
2016-08-08,484.05
2016-08-09,482.9
2016-08-10,472.95
2016-08-11,479.5
2016-08-12,474.5
2016-08-16,479.1
2016-08-17,484.15
2016-08-18,485.0
2016-08-19,476.85
2016-08-22,485.45
2016-08-23,497.8
2016-08-24,499.2
2016-08-25,493.55
2016-08-26,479.5
2016-08-29,473.45
2016-08-30,473.45
2016-08-31,475.2
2016-09-01,478.7
2016-09-02,478.9
2016-09-06,474.85
2016-09-07,476.1
2016-09-08,475.2
2016-09-09,468.45
2016-09-12,456.4
2016-09-14,450.4
2016-09-15,444.15
2016-09-16,437.4
2016-09-19,435.35
2016-09-20,432.85
2016-09-21,422.8
2016-09-22,434.7
2016-09-23,432.1
2016-09-26,421.45
2016-09-27,438.95
2016-09-28,428.65
2016-09-29,443.25
2016-09-30,439.55
2016-10-03,437.25
2016-10-04,430.4
2016-10-05,435.0
2016-10-06,427.65
2016-10-07,433.4
2016-10-10,420.35
2016-10-13,422.35
2016-10-14,420.35
2016-10-17,421.45
2016-10-18,420.0
2016-10-19,417.8
2016-10-20,429.7
2016-10-21,437.45
2016-10-24,427.65
2016-10-25,435.25
2016-10-26,437.3
2016-10-27,434.0
2016-10-28,447.8
2016-10-30,448.9
2016-11-01,451.55
2016-11-02,439.1
2016-11-03,434.25
2016-11-04,422.65
2016-11-07,433.0
2016-11-08,427.35
2016-11-09,421.25
2016-11-10,426.4
2016-11-11,418.1
2016-11-15,395.4
2016-11-16,400.15
2016-11-17,399.0
2016-11-18,414.1
2016-11-21,420.2
2016-11-22,408.55
2016-11-23,404.1
2016-11-24,408.7
2016-11-25,404.15
2016-11-28,402.75
2016-11-29,402.45
2016-11-30,401.8
2016-12-01,396.1
2016-12-02,397.0
2016-12-05,396.5
2016-12-06,395.95
2016-12-07,387.65
2016-12-08,394.95
2016-12-09,389.15
2016-12-12,386.75
2016-12-13,398.75
2016-12-14,397.85
2016-12-15,394.85
2016-12-16,399.6
2016-12-19,393.1
2016-12-20,389.4
2016-12-21,392.85
2016-12-22,385.05
2016-12-23,385.05
2016-12-26,380.9
2016-12-27,380.35
2016-12-28,381.35
2016-12-29,387.75
2016-12-30,394.9
