Date,RELAXO
2016-01-01,508.15
2016-01-04,500.85
2016-01-05,500.75
2016-01-06,500.2
2016-01-07,496.25
2016-01-08,482.45
2016-01-11,489.35
2016-01-12,478.25
2016-01-13,464.2
2016-01-14,448.5
2016-01-15,441.3
2016-01-18,417.05
2016-01-19,422.85
2016-01-20,431.15
2016-01-21,438.4
2016-01-22,456.65
2016-01-25,458.6
2016-01-27,460.35
2016-01-28,472.25
2016-01-29,467.35
2016-02-01,465.5
2016-02-02,465.25
2016-02-03,458.25
2016-02-04,451.5
2016-02-05,435.5
2016-02-08,426.8
2016-02-09,425.75
2016-02-10,417.7
2016-02-11,405.4
2016-02-12,401.4
2016-02-15,420.3
2016-02-16,408.9
2016-02-17,399.1
2016-02-18,395.5
2016-02-19,398.1
2016-02-22,395.0
2016-02-23,391.75
2016-02-24,390.05
2016-02-25,391.25
2016-02-26,384.55
2016-02-29,391.15
2016-03-01,397.4
2016-03-02,413.0
2016-03-03,412.45
2016-03-04,413.55
2016-03-08,418.85
2016-03-09,399.8
2016-03-10,386.1
2016-03-11,386.55
2016-03-14,389.25
2016-03-15,379.6
2016-03-16,376.75
2016-03-17,371.15
2016-03-18,375.5
2016-03-21,381.8
2016-03-22,376.25
2016-03-23,372.15
2016-03-28,360.6
2016-03-29,367.45
2016-03-30,366.9
2016-03-31,364.4
2016-04-01,380.15
2016-04-04,456.15
2016-04-05,501.5
2016-04-06,504.6
2016-04-07,494.15
2016-04-08,472.15
2016-04-11,487.2
2016-04-12,487.75
2016-04-13,500.2
2016-04-18,507.8
2016-04-20,505.0
2016-04-21,497.0
2016-04-22,494.15
2016-04-25,495.1
2016-04-26,497.8
2016-04-27,504.8
2016-04-28,496.7
2016-04-29,487.2
2016-05-02,492.6
2016-05-03,497.85
2016-05-04,490.45
2016-05-05,493.6
2016-05-06,490.8
2016-05-09,514.0
2016-05-10,504.25
2016-05-11,502.55
2016-05-12,509.7
2016-05-13,512.55
2016-05-16,477.45
2016-05-17,481.0
2016-05-18,487.8
2016-05-19,486.7
2016-05-20,481.55
2016-05-23,458.95
2016-05-24,454.95
2016-05-25,450.2
2016-05-26,452.6
2016-05-27,447.4
2016-05-30,452.2
2016-05-31,446.45
2016-06-01,451.15
2016-06-02,438.6
2016-06-03,436.25
2016-06-06,451.35
2016-06-07,456.8
2016-06-08,461.3
2016-06-09,463.2
2016-06-10,464.1
2016-06-13,456.5
2016-06-14,460.25
2016-06-15,468.45
2016-06-16,470.8
2016-06-17,494.4
2016-06-20,494.85
2016-06-21,484.75
2016-06-22,484.4
2016-06-23,479.2
2016-06-24,491.3
2016-06-27,486.4
2016-06-28,495.3
2016-06-29,495.25
2016-06-30,503.85
2016-07-01,496.0
2016-07-04,486.3
2016-07-05,490.5
2016-07-07,476.9
2016-07-08,484.0
2016-07-11,487.4
2016-07-12,480.55
2016-07-13,499.75
2016-07-14,487.7
2016-07-15,483.8
2016-07-18,480.6
2016-07-19,470.7
2016-07-20,482.5
2016-07-21,482.0
2016-07-22,480.0
2016-07-25,500.35
2016-07-26,494.85
2016-07-27,492.45
2016-07-28,489.85
2016-07-29,490.0
2016-08-01,477.85
2016-08-02,485.05
2016-08-03,478.5
2016-08-04,471.5
2016-08-05,476.5
2016-08-08,472.2
2016-08-09,472.95
2016-08-10,468.0
2016-08-11,468.05
2016-08-12,465.75
2016-08-16,467.25
2016-08-17,466.1
2016-08-18,467.75
2016-08-19,463.75
2016-08-22,465.3
2016-08-23,465.3
2016-08-24,459.5
2016-08-25,460.5
2016-08-26,458.75
2016-08-29,460.4
2016-08-30,459.0
2016-08-31,455.75
2016-09-01,436.7
2016-09-02,449.3
2016-09-06,438.8
2016-09-07,420.5
2016-09-08,425.15
2016-09-09,433.35
2016-09-12,430.1
2016-09-14,430.25
2016-09-15,428.7
2016-09-16,422.8
2016-09-19,419.25
2016-09-20,427.15
2016-09-21,430.35
2016-09-22,450.75
2016-09-23,465.75
2016-09-26,459.85
2016-09-27,459.55
2016-09-28,460.2
2016-09-29,439.25
2016-09-30,444.95
2016-10-03,467.0
2016-10-04,467.6
2016-10-05,459.1
2016-10-06,453.05
2016-10-07,445.5
2016-10-10,445.4
2016-10-13,438.0
2016-10-14,445.45
2016-10-17,444.05
2016-10-18,435.75
2016-10-19,433.85
2016-10-20,436.0
2016-10-21,432.4
2016-10-24,434.7
2016-10-25,431.3
2016-10-26,430.9
2016-10-27,431.55
2016-10-28,426.3
2016-10-30,437.4
2016-11-01,429.8
2016-11-02,422.45
2016-11-03,417.2
2016-11-04,410.35
2016-11-07,406.45
2016-11-08,402.85
2016-11-09,403.2
2016-11-10,410.8
2016-11-11,400.55
2016-11-15,402.4
2016-11-16,399.85
2016-11-17,401.65
2016-11-18,407.85
2016-11-21,390.1
2016-11-22,398.2
2016-11-23,398.35
2016-11-24,410.8
2016-11-25,413.45
2016-11-28,415.55
2016-11-29,418.35
2016-11-30,432.6
2016-12-01,419.6
2016-12-02,420.45
2016-12-05,408.95
2016-12-06,413.45
2016-12-07,410.25
2016-12-08,414.35
2016-12-09,407.5
2016-12-12,405.7
2016-12-13,413.1
2016-12-14,399.25
2016-12-15,399.55
2016-12-16,399.75
2016-12-19,412.85
2016-12-20,399.3
2016-12-21,403.9
2016-12-22,399.95
2016-12-23,399.65
2016-12-26,400.2
2016-12-27,402.1
2016-12-28,399.95
2016-12-29,405.1
2016-12-30,401.95
