Date,IIFL
2016-01-01,213.7
2016-01-04,212.55
2016-01-05,218.65
2016-01-06,220.95
2016-01-07,210.9
2016-01-08,216.25
2016-01-11,212.65
2016-01-12,211.05
2016-01-13,204.25
2016-01-14,201.4
2016-01-15,202.5
2016-01-18,191.25
2016-01-19,193.7
2016-01-20,192.0
2016-01-21,197.7
2016-01-22,200.6
2016-01-25,200.9
2016-01-27,207.3
2016-01-28,207.65
2016-01-29,208.2
2016-02-01,206.65
2016-02-02,206.35
2016-02-03,196.45
2016-02-04,191.05
2016-02-05,190.95
2016-02-08,193.3
2016-02-09,188.1
2016-02-10,192.4
2016-02-11,183.1
2016-02-12,174.1
2016-02-15,187.85
2016-02-16,184.45
2016-02-17,182.5
2016-02-18,184.8
2016-02-19,179.35
2016-02-22,175.35
2016-02-23,171.4
2016-02-24,174.4
2016-02-25,174.6
2016-02-26,167.95
2016-02-29,164.85
2016-03-01,169.9
2016-03-02,175.15
2016-03-03,182.7
2016-03-04,180.0
2016-03-08,186.25
2016-03-09,187.85
2016-03-10,182.8
2016-03-11,185.9
2016-03-14,185.8
2016-03-15,187.3
2016-03-16,189.05
2016-03-17,187.2
2016-03-18,183.6
2016-03-21,189.25
2016-03-22,191.9
2016-03-23,200.0
2016-03-28,199.3
2016-03-29,205.55
2016-03-30,203.15
2016-03-31,206.35
2016-04-01,206.5
2016-04-04,207.5
2016-04-05,208.1
2016-04-06,207.5
2016-04-07,209.1
2016-04-08,210.05
2016-04-11,211.85
2016-04-12,213.6
2016-04-13,211.05
2016-04-18,212.0
2016-04-20,210.05
2016-04-21,211.5
2016-04-22,211.5
2016-04-25,215.55
2016-04-26,217.8
2016-04-27,220.0
2016-04-28,217.45
2016-04-29,217.95
2016-05-02,217.2
2016-05-03,212.45
2016-05-04,210.85
2016-05-05,211.45
2016-05-06,203.95
2016-05-09,210.0
2016-05-10,210.7
2016-05-11,210.0
2016-05-12,211.6
2016-05-13,208.8
2016-05-16,209.95
2016-05-17,209.05
2016-05-18,208.3
2016-05-19,201.8
2016-05-20,202.4
2016-05-23,201.3
2016-05-24,201.6
2016-05-25,201.1
2016-05-26,198.2
2016-05-27,206.6
2016-05-30,211.05
2016-05-31,200.0
2016-06-01,208.5
2016-06-02,208.35
2016-06-03,226.05
2016-06-06,229.45
2016-06-07,226.65
2016-06-08,222.55
2016-06-09,221.9
2016-06-10,228.55
2016-06-13,219.6
2016-06-14,218.3
2016-06-15,216.5
2016-06-16,213.0
2016-06-17,207.05
2016-06-20,219.4
2016-06-21,225.65
2016-06-22,217.4
2016-06-23,220.15
2016-06-24,222.0
2016-06-27,227.65
2016-06-28,220.9
2016-06-29,224.85
2016-06-30,222.95
2016-07-01,223.45
2016-07-04,223.5
2016-07-05,220.95
2016-07-07,223.6
2016-07-08,218.7
2016-07-11,221.9
2016-07-12,220.9
2016-07-13,218.8
2016-07-14,220.4
2016-07-15,218.4
2016-07-18,223.95
2016-07-19,224.55
2016-07-20,223.05
2016-07-21,240.65
2016-07-22,254.35
2016-07-25,256.9
2016-07-26,246.55
2016-07-27,247.8
2016-07-28,249.65
2016-07-29,267.65
2016-08-01,288.05
2016-08-02,273.2
2016-08-03,277.55
2016-08-04,273.5
2016-08-05,302.6
2016-08-08,302.05
2016-08-09,297.4
2016-08-10,288.95
2016-08-11,292.45
2016-08-12,286.0
2016-08-16,294.65
2016-08-17,291.95
2016-08-18,284.25
2016-08-19,282.4
2016-08-22,279.6
2016-08-23,276.65
2016-08-24,275.65
2016-08-25,275.05
2016-08-26,276.75
2016-08-29,274.45
2016-08-30,284.2
2016-08-31,278.85
2016-09-01,298.9
2016-09-02,293.45
2016-09-06,294.1
2016-09-07,285.9
2016-09-08,285.55
2016-09-09,280.8
2016-09-12,271.7
2016-09-14,263.95
2016-09-15,262.25
2016-09-16,248.2
2016-09-19,264.95
2016-09-20,268.55
2016-09-21,267.85
2016-09-22,275.75
2016-09-23,273.0
2016-09-26,270.95
2016-09-27,276.7
2016-09-28,274.9
2016-09-29,264.6
2016-09-30,272.3
2016-10-03,279.65
2016-10-04,273.85
2016-10-05,272.25
2016-10-06,273.9
2016-10-07,271.95
2016-10-10,274.8
2016-10-13,269.05
2016-10-14,271.4
2016-10-17,269.85
2016-10-18,274.9
2016-10-19,287.3
2016-10-20,285.9
2016-10-21,279.65
2016-10-24,283.6
2016-10-25,287.35
2016-10-26,284.95
2016-10-27,307.65
2016-10-28,334.0
2016-10-30,327.75
2016-11-01,315.75
2016-11-02,317.8
2016-11-03,317.15
2016-11-04,303.8
2016-11-07,306.0
2016-11-08,310.35
2016-11-09,289.65
2016-11-10,294.05
2016-11-11,277.9
2016-11-15,252.05
2016-11-16,253.2
2016-11-17,250.75
2016-11-18,255.65
2016-11-21,243.55
2016-11-22,253.8
2016-11-23,257.4
2016-11-24,256.4
2016-11-25,264.35
2016-11-28,260.5
2016-11-29,263.1
2016-11-30,264.35
2016-12-01,261.6
2016-12-02,261.95
2016-12-05,268.8
2016-12-06,263.05
2016-12-07,259.45
2016-12-08,267.1
2016-12-09,270.4
2016-12-12,265.35
2016-12-13,262.8
2016-12-14,261.45
2016-12-15,263.8
2016-12-16,265.8
2016-12-19,264.0
2016-12-20,261.9
2016-12-21,265.7
2016-12-22,254.9
2016-12-23,259.05
2016-12-26,251.7
2016-12-27,257.7
2016-12-28,260.9
2016-12-29,262.35
2016-12-30,261.95
