Date,INDIACEM
2016-01-01,99.25
2016-01-04,95.7
2016-01-05,101.6
2016-01-06,97.8
2016-01-07,92.7
2016-01-08,100.2
2016-01-11,99.55
2016-01-12,98.05
2016-01-13,96.0
2016-01-14,97.45
2016-01-15,87.55
2016-01-18,81.3
2016-01-19,83.55
2016-01-20,80.25
2016-01-21,83.55
2016-01-22,87.85
2016-01-25,87.15
2016-01-27,88.45
2016-01-28,89.9
2016-01-29,93.85
2016-02-01,91.15
2016-02-02,87.1
2016-02-03,83.7
2016-02-04,82.2
2016-02-05,84.1
2016-02-08,82.4
2016-02-09,81.5
2016-02-10,77.75
2016-02-11,71.65
2016-02-12,70.8
2016-02-15,73.7
2016-02-16,71.1
2016-02-17,70.5
2016-02-18,71.4
2016-02-19,72.25
2016-02-22,72.85
2016-02-23,72.15
2016-02-24,70.45
2016-02-25,66.8
2016-02-26,67.45
2016-02-29,66.45
2016-03-01,69.65
2016-03-02,72.8
2016-03-03,74.1
2016-03-04,75.3
2016-03-08,75.8
2016-03-09,77.0
2016-03-10,75.35
2016-03-11,74.9
2016-03-14,75.25
2016-03-15,76.9
2016-03-16,77.0
2016-03-17,79.25
2016-03-18,80.95
2016-03-21,84.55
2016-03-22,86.35
2016-03-23,86.05
2016-03-28,83.85
2016-03-29,84.1
2016-03-30,86.25
2016-03-31,86.25
2016-04-01,88.5
2016-04-04,87.9
2016-04-05,83.95
2016-04-06,89.35
2016-04-07,86.45
2016-04-08,90.9
2016-04-11,92.15
2016-04-12,93.25
2016-04-13,93.2
2016-04-18,93.6
2016-04-20,89.75
2016-04-21,88.7
2016-04-22,89.05
2016-04-25,88.7
2016-04-26,89.85
2016-04-27,89.0
2016-04-28,86.65
2016-04-29,89.25
2016-05-02,91.95
2016-05-03,90.85
2016-05-04,89.7
2016-05-05,89.35
2016-05-06,88.5
2016-05-09,90.85
2016-05-10,90.2
2016-05-11,89.2
2016-05-12,92.2
2016-05-13,89.8
2016-05-16,89.05
2016-05-17,89.2
2016-05-18,88.95
2016-05-19,86.4
2016-05-20,84.45
2016-05-23,84.0
2016-05-24,84.75
2016-05-25,88.95
2016-05-26,92.8
2016-05-27,91.95
2016-05-30,92.3
2016-05-31,94.2
2016-06-01,94.85
2016-06-02,97.5
2016-06-03,95.5
2016-06-06,96.45
2016-06-07,96.7
2016-06-08,97.5
2016-06-09,96.35
2016-06-10,95.9
2016-06-13,99.65
2016-06-14,98.75
2016-06-15,103.2
2016-06-16,104.1
2016-06-17,104.4
2016-06-20,104.9
2016-06-21,103.7
2016-06-22,102.25
2016-06-23,102.3
2016-06-24,100.15
2016-06-27,102.65
2016-06-28,103.65
2016-06-29,111.25
2016-06-30,113.05
2016-07-01,112.8
2016-07-04,113.1
2016-07-05,115.35
2016-07-07,116.7
2016-07-08,117.35
2016-07-11,118.4
2016-07-12,117.65
2016-07-13,113.5
2016-07-14,114.7
2016-07-15,114.85
2016-07-18,111.7
2016-07-19,112.05
2016-07-20,115.65
2016-07-21,114.8
2016-07-22,114.5
2016-07-25,117.05
2016-07-26,115.2
2016-07-27,115.95
2016-07-28,123.25
2016-07-29,124.35
2016-08-01,121.35
2016-08-02,117.7
2016-08-03,116.2
2016-08-04,116.55
2016-08-05,123.15
2016-08-08,125.05
2016-08-09,125.3
2016-08-10,119.55
2016-08-11,122.35
2016-08-12,121.55
2016-08-16,120.9
2016-08-17,123.8
2016-08-18,125.7
2016-08-19,132.05
2016-08-22,129.5
2016-08-23,140.1
2016-08-24,144.75
2016-08-25,143.75
2016-08-26,144.7
2016-08-29,143.25
2016-08-30,151.4
2016-08-31,149.8
2016-09-01,151.15
2016-09-02,152.35
2016-09-06,155.7
2016-09-07,153.75
2016-09-08,154.1
2016-09-09,149.4
2016-09-12,142.25
2016-09-14,150.2
2016-09-15,147.85
2016-09-16,149.55
2016-09-19,152.0
2016-09-20,150.0
2016-09-21,149.3
2016-09-22,151.25
2016-09-23,150.1
2016-09-26,148.45
2016-09-27,147.05
2016-09-28,150.0
2016-09-29,139.8
2016-09-30,144.0
2016-10-03,150.95
2016-10-04,151.5
2016-10-05,157.65
2016-10-06,157.3
2016-10-07,160.65
2016-10-10,159.25
2016-10-13,154.45
2016-10-14,158.1
2016-10-17,153.7
2016-10-18,156.85
2016-10-19,156.35
2016-10-20,156.25
2016-10-21,154.6
2016-10-24,156.7
2016-10-25,158.5
2016-10-26,156.35
2016-10-27,154.4
2016-10-28,157.05
2016-10-30,158.2
2016-11-01,159.9
2016-11-02,155.15
2016-11-03,151.5
2016-11-04,147.7
2016-11-07,151.5
2016-11-08,155.55
2016-11-09,147.3
2016-11-10,142.65
2016-11-11,131.85
2016-11-15,118.35
2016-11-16,115.65
2016-11-17,112.0
2016-11-18,116.75
2016-11-21,106.55
2016-11-22,114.5
2016-11-23,114.65
2016-11-24,114.15
2016-11-25,117.9
2016-11-28,117.85
2016-11-29,117.0
2016-11-30,119.65
2016-12-01,117.65
2016-12-02,110.95
2016-12-05,112.1
2016-12-06,114.5
2016-12-07,112.05
2016-12-08,114.25
2016-12-09,117.0
2016-12-12,114.35
2016-12-13,116.1
2016-12-14,112.3
2016-12-15,112.85
2016-12-16,111.45
2016-12-19,110.95
2016-12-20,112.25
2016-12-21,113.3
2016-12-22,111.65
2016-12-23,112.15
2016-12-26,107.8
2016-12-27,111.45
2016-12-28,111.15
2016-12-29,112.7
2016-12-30,116.6
