Date,DAAWAT
2016-01-01,265.6
2016-01-04,260.6
2016-01-05,261.5
2016-01-06,270.95
2016-01-07,260.4
2016-01-08,262.6
2016-01-11,259.6
2016-01-12,258.6
2016-01-13,251.55
2016-01-14,247.85
2016-01-15,236.45
2016-01-18,224.8
2016-01-19,228.1
2016-01-20,220.2
2016-01-21,220.75
2016-01-22,227.4
2016-01-25,233.75
2016-01-27,246.5
2016-01-28,248.8
2016-01-29,246.6
2016-02-01,249.35
2016-02-02,246.05
2016-02-03,233.7
2016-02-04,236.55
2016-02-05,239.65
2016-02-08,225.75
2016-02-09,213.95
2016-02-10,202.95
2016-02-11,192.1
2016-02-12,185.55
2016-02-15,196.4
2016-02-16,194.75
2016-02-17,187.7
2016-02-18,199.5
2016-02-19,206.4
2016-02-22,199.1
2016-02-23,198.25
2016-02-24,198.35
2016-02-25,200.6
2016-02-26,194.7
2016-02-29,183.0
2016-03-01,185.35
2016-03-02,190.2
2016-03-03,202.7
2016-03-04,202.85
2016-03-08,197.6
2016-03-09,216.9
2016-03-10,226.6
2016-03-11,225.35
2016-03-14,232.3
2016-03-15,226.9
2016-03-16,223.45
2016-03-17,223.8
2016-03-18,236.0
2016-03-21,230.8
2016-03-22,225.75
2016-03-23,220.25
2016-03-28,216.55
2016-03-29,215.05
2016-03-30,223.5
2016-03-31,226.0
2016-04-01,229.0
2016-04-04,229.2
2016-04-05,224.0
2016-04-06,224.15
2016-04-07,221.0
2016-04-08,221.9
2016-04-11,222.4
2016-04-12,223.9
2016-04-13,223.0
2016-04-18,227.8
2016-04-20,234.7
2016-04-21,227.75
2016-04-22,226.55
2016-04-25,231.85
2016-04-26,239.7
2016-04-27,232.75
2016-04-28,231.65
2016-04-29,233.4
2016-05-02,228.45
2016-05-03,230.6
2016-05-04,231.1
2016-05-05,237.8
2016-05-06,234.5
2016-05-09,236.4
2016-05-10,248.85
2016-05-11,250.95
2016-05-12,253.05
2016-05-13,249.0
2016-05-16,251.55
2016-05-17,250.4
2016-05-18,256.05
2016-05-19,243.95
2016-05-20,240.4
2016-05-23,248.15
2016-05-24,241.75
2016-05-25,242.8
2016-05-26,242.0
2016-05-27,245.45
2016-05-30,227.7
2016-05-31,230.95
2016-06-01,228.6
2016-06-02,229.5
2016-06-03,226.9
2016-06-06,224.45
2016-06-07,220.9
2016-06-08,221.1
2016-06-09,225.35
2016-06-10,229.05
2016-06-13,230.25
2016-06-14,228.5
2016-06-15,235.7
2016-06-16,229.65
2016-06-17,230.8
2016-06-20,232.35
2016-06-21,233.9
2016-06-22,242.0
2016-06-23,243.8
2016-06-24,241.3
2016-06-27,244.3
2016-06-28,241.0
2016-06-29,239.0
2016-06-30,248.8
2016-07-01,245.9
2016-07-04,249.8
2016-07-05,250.0
2016-07-07,249.3
2016-07-08,250.25
2016-07-11,282.45
2016-07-12,288.55
2016-07-13,284.85
2016-07-14,290.25
2016-07-15,286.25
2016-07-18,296.45
2016-07-19,297.95
2016-07-20,304.65
2016-07-21,301.35
2016-07-22,302.6
2016-07-25,303.95
2016-07-26,301.6
2016-07-27,296.3
2016-07-28,298.55
2016-07-29,297.05
2016-08-01,296.95
2016-08-02,300.65
2016-08-03,297.9
2016-08-04,298.25
2016-08-05,297.05
2016-08-08,297.65
2016-08-09,297.25
2016-08-10,291.8
2016-08-11,290.4
2016-08-12,282.0
2016-08-16,273.4
2016-08-17,278.6
2016-08-18,279.45
2016-08-19,278.2
2016-08-22,301.65
2016-08-23,294.05
2016-08-24,296.35
2016-08-25,290.4
2016-08-26,288.7
2016-08-29,293.15
2016-08-30,291.5
2016-08-31,291.65
2016-09-01,285.8
2016-09-02,284.0
2016-09-06,282.25
2016-09-07,283.75
2016-09-08,285.25
2016-09-09,282.85
2016-09-12,276.95
2016-09-14,280.15
2016-09-15,283.6
2016-09-16,290.2
2016-09-19,284.45
2016-09-20,279.95
2016-09-21,278.7
2016-09-22,278.65
2016-09-23,276.35
2016-09-26,274.4
2016-09-27,274.35
2016-09-28,270.6
2016-09-29,257.75
2016-09-30,265.55
2016-10-03,270.8
2016-10-04,266.5
2016-10-05,270.2
2016-10-06,266.15
2016-10-07,266.7
2016-10-10,269.4
2016-10-13,264.0
2016-10-14,263.2
2016-10-17,265.5
2016-10-18,267.9
2016-10-19,273.5
2016-10-20,269.45
2016-10-21,271.15
2016-10-24,269.65
2016-10-25,270.35
2016-10-26,274.5
2016-10-27,267.5
2016-10-28,270.85
2016-10-30,270.9
2016-11-01,264.1
2016-11-02,259.55
2016-11-03,260.4
2016-11-04,260.6
2016-11-07,259.5
2016-11-08,262.9
2016-11-09,255.75
2016-11-10,256.7
2016-11-11,261.75
2016-11-15,243.2
2016-11-16,256.85
2016-11-17,260.85
2016-11-18,260.85
2016-11-21,244.75
2016-11-22,247.75
2016-11-23,249.5
2016-11-24,256.2
2016-11-25,262.7
2016-11-28,262.5
2016-11-29,262.45
2016-11-30,264.75
2016-12-01,271.55
2016-12-02,267.3
2016-12-05,266.95
2016-12-06,268.2
2016-12-07,275.05
2016-12-08,274.3
2016-12-09,273.4
2016-12-12,276.1
2016-12-13,275.5
2016-12-14,282.2
2016-12-15,286.65
2016-12-16,285.2
2016-12-19,281.4
2016-12-20,278.75
2016-12-21,275.45
2016-12-22,272.3
2016-12-23,272.55
2016-12-26,259.55
2016-12-27,263.8
2016-12-28,278.95
2016-12-29,287.55
2016-12-30,284.9
