Date,MUNJALAU
2016-01-01,91.9
2016-01-04,89.75
2016-01-05,90.3
2016-01-06,90.85
2016-01-07,87.35
2016-01-08,87.95
2016-01-11,86.05
2016-01-12,84.2
2016-01-13,80.2
2016-01-14,78.45
2016-01-15,76.4
2016-01-18,70.8
2016-01-19,72.65
2016-01-20,71.4
2016-01-21,71.8
2016-01-22,74.0
2016-01-25,77.95
2016-01-27,76.9
2016-01-28,76.25
2016-01-29,77.95
2016-02-01,79.95
2016-02-02,77.65
2016-02-03,74.2
2016-02-04,73.45
2016-02-05,75.35
2016-02-08,74.6
2016-02-09,72.95
2016-02-10,71.8
2016-02-11,68.9
2016-02-12,67.2
2016-02-15,69.8
2016-02-16,73.35
2016-02-17,70.65
2016-02-18,68.6
2016-02-19,69.65
2016-02-22,70.1
2016-02-23,69.65
2016-02-24,67.95
2016-02-25,67.65
2016-02-26,67.75
2016-02-29,67.45
2016-03-01,69.4
2016-03-02,74.75
2016-03-03,73.2
2016-03-04,73.8
2016-03-08,77.35
2016-03-09,80.3
2016-03-10,78.25
2016-03-11,77.2
2016-03-14,75.65
2016-03-15,75.2
2016-03-16,74.65
2016-03-17,74.5
2016-03-18,73.85
2016-03-21,73.9
2016-03-22,73.8
2016-03-23,77.8
2016-03-28,77.3
2016-03-29,75.3
2016-03-30,75.85
2016-03-31,76.0
2016-04-01,76.2
2016-04-04,76.7
2016-04-05,74.95
2016-04-06,76.05
2016-04-07,75.85
2016-04-08,75.85
2016-04-11,76.9
2016-04-12,78.8
2016-04-13,85.95
2016-04-18,83.2
2016-04-20,82.25
2016-04-21,82.2
2016-04-22,81.75
2016-04-25,81.15
2016-04-26,82.0
2016-04-27,82.25
2016-04-28,81.7
2016-04-29,80.4
2016-05-02,79.45
2016-05-03,81.85
2016-05-04,79.6
2016-05-05,80.9
2016-05-06,79.4
2016-05-09,80.65
2016-05-10,80.25
2016-05-11,79.2
2016-05-12,79.35
2016-05-13,79.35
2016-05-16,80.95
2016-05-17,80.5
2016-05-18,79.8
2016-05-19,79.4
2016-05-20,78.75
2016-05-23,78.2
2016-05-24,77.15
2016-05-25,77.7
2016-05-26,77.6
2016-05-27,79.3
2016-05-30,79.0
2016-05-31,76.35
2016-06-01,77.2
2016-06-02,77.0
2016-06-03,77.25
2016-06-06,76.85
2016-06-07,77.1
2016-06-08,81.75
2016-06-09,79.75
2016-06-10,79.2
2016-06-13,78.1
2016-06-14,78.5
2016-06-15,78.55
2016-06-16,78.2
2016-06-17,78.6
2016-06-20,78.65
2016-06-21,79.55
2016-06-22,81.0
2016-06-23,79.5
2016-06-24,77.6
2016-06-27,78.0
2016-06-28,78.25
2016-06-29,80.85
2016-06-30,85.95
2016-07-01,86.35
2016-07-04,84.45
2016-07-05,82.6
2016-07-07,83.85
2016-07-08,82.15
2016-07-11,83.45
2016-07-12,82.3
2016-07-13,81.35
2016-07-14,81.25
2016-07-15,80.45
2016-07-18,80.9
2016-07-19,79.8
2016-07-20,82.05
2016-07-21,81.9
2016-07-22,82.2
2016-07-25,83.4
2016-07-26,83.15
2016-07-27,83.25
2016-07-28,83.55
2016-07-29,85.2
2016-08-01,86.8
2016-08-02,85.5
2016-08-03,84.75
2016-08-04,85.4
2016-08-05,87.05
2016-08-08,86.95
2016-08-09,87.0
2016-08-10,84.5
2016-08-11,83.95
2016-08-12,83.6
2016-08-16,82.3
2016-08-17,84.1
2016-08-18,86.6
2016-08-19,85.35
2016-08-22,85.45
2016-08-23,85.0
2016-08-24,84.85
2016-08-25,84.85
2016-08-26,83.95
2016-08-29,83.45
2016-08-30,84.05
2016-08-31,85.4
2016-09-01,83.9
2016-09-02,89.65
2016-09-06,90.45
2016-09-07,92.95
2016-09-08,93.5
2016-09-09,93.5
2016-09-12,89.25
2016-09-14,91.4
2016-09-15,93.2
2016-09-16,91.65
2016-09-19,104.4
2016-09-20,101.85
2016-09-21,101.85
2016-09-22,105.25
2016-09-23,103.25
2016-09-26,101.65
2016-09-27,101.2
2016-09-28,101.2
2016-09-29,94.9
2016-09-30,98.2
2016-10-03,101.7
2016-10-04,101.35
2016-10-05,106.5
2016-10-06,104.2
2016-10-07,107.55
2016-10-10,106.05
2016-10-13,103.0
2016-10-14,104.6
2016-10-17,106.5
2016-10-18,106.15
2016-10-19,106.2
2016-10-20,105.6
2016-10-21,108.7
2016-10-24,108.9
2016-10-25,112.5
2016-10-26,110.55
2016-10-27,111.95
2016-10-28,110.8
2016-10-30,112.45
2016-11-01,114.0
2016-11-02,111.4
2016-11-03,109.9
2016-11-04,104.55
2016-11-07,108.75
2016-11-08,108.35
2016-11-09,103.6
2016-11-10,105.6
2016-11-11,99.6
2016-11-15,92.5
2016-11-16,91.3
2016-11-17,88.65
2016-11-18,89.0
2016-11-21,84.0
2016-11-22,82.3
2016-11-23,86.05
2016-11-24,85.35
2016-11-25,89.05
2016-11-28,91.6
2016-11-29,92.75
2016-11-30,93.75
2016-12-01,91.0
2016-12-02,87.25
2016-12-05,90.3
2016-12-06,91.7
2016-12-07,90.15
2016-12-08,92.45
2016-12-09,92.7
2016-12-12,99.0
2016-12-13,99.45
2016-12-14,95.0
2016-12-15,94.7
2016-12-16,93.9
2016-12-19,91.85
2016-12-20,90.65
2016-12-21,90.6
2016-12-22,89.15
2016-12-23,89.15
2016-12-26,85.75
2016-12-27,86.8
2016-12-28,86.25
2016-12-29,86.95
2016-12-30,88.7
