Date,GABRIEL
2016-01-01,98.0
2016-01-04,95.45
2016-01-05,97.45
2016-01-06,96.4
2016-01-07,91.5
2016-01-08,93.5
2016-01-11,93.25
2016-01-12,90.45
2016-01-13,87.95
2016-01-14,88.65
2016-01-15,85.95
2016-01-18,85.0
2016-01-19,82.95
2016-01-20,83.2
2016-01-21,80.45
2016-01-22,83.05
2016-01-25,84.7
2016-01-27,86.5
2016-01-28,86.0
2016-01-29,87.1
2016-02-01,87.05
2016-02-02,87.05
2016-02-03,87.85
2016-02-04,88.0
2016-02-05,88.45
2016-02-08,87.8
2016-02-09,83.9
2016-02-10,79.85
2016-02-11,80.05
2016-02-12,80.2
2016-02-15,81.65
2016-02-16,77.85
2016-02-17,78.65
2016-02-18,78.95
2016-02-19,79.55
2016-02-22,79.1
2016-02-23,79.65
2016-02-24,79.0
2016-02-25,77.0
2016-02-26,76.55
2016-02-29,75.8
2016-03-01,81.65
2016-03-02,85.35
2016-03-03,82.4
2016-03-04,82.35
2016-03-08,85.05
2016-03-09,89.3
2016-03-10,88.0
2016-03-11,86.35
2016-03-14,87.15
2016-03-15,85.35
2016-03-16,85.15
2016-03-17,84.1
2016-03-18,84.25
2016-03-21,84.45
2016-03-22,85.8
2016-03-23,92.6
2016-03-28,89.95
2016-03-29,89.5
2016-03-30,91.0
2016-03-31,89.1
2016-04-01,90.6
2016-04-04,91.45
2016-04-05,89.75
2016-04-06,90.5
2016-04-07,90.45
2016-04-08,90.2
2016-04-11,91.25
2016-04-12,94.3
2016-04-13,93.6
2016-04-18,94.75
2016-04-20,92.9
2016-04-21,91.35
2016-04-22,91.45
2016-04-25,91.2
2016-04-26,92.3
2016-04-27,92.95
2016-04-28,90.5
2016-04-29,90.5
2016-05-02,90.25
2016-05-03,93.15
2016-05-04,89.85
2016-05-05,90.1
2016-05-06,88.75
2016-05-09,89.9
2016-05-10,89.55
2016-05-11,89.9
2016-05-12,89.1
2016-05-13,88.9
2016-05-16,89.05
2016-05-17,89.7
2016-05-18,92.95
2016-05-19,90.75
2016-05-20,90.2
2016-05-23,90.1
2016-05-24,87.2
2016-05-25,87.35
2016-05-26,86.45
2016-05-27,85.5
2016-05-30,88.85
2016-05-31,89.65
2016-06-01,90.6
2016-06-02,91.75
2016-06-03,89.75
2016-06-06,89.85
2016-06-07,90.5
2016-06-08,89.8
2016-06-09,89.0
2016-06-10,88.65
2016-06-13,87.7
2016-06-14,87.6
2016-06-15,89.6
2016-06-16,91.85
2016-06-17,93.5
2016-06-20,93.95
2016-06-21,94.1
2016-06-22,92.85
2016-06-23,92.65
2016-06-24,89.75
2016-06-27,91.1
2016-06-28,91.35
2016-06-29,93.6
2016-06-30,93.65
2016-07-01,92.9
2016-07-04,93.65
2016-07-05,93.95
2016-07-07,100.35
2016-07-08,98.2
2016-07-11,97.4
2016-07-12,96.15
2016-07-13,98.75
2016-07-14,102.3
2016-07-15,102.05
2016-07-18,101.7
2016-07-19,100.2
2016-07-20,101.95
2016-07-21,101.3
2016-07-22,103.75
2016-07-25,104.15
2016-07-26,104.85
2016-07-27,102.05
2016-07-28,102.0
2016-07-29,102.05
2016-08-01,97.55
2016-08-02,104.1
2016-08-03,104.2
2016-08-04,103.05
2016-08-05,106.05
2016-08-08,108.4
2016-08-09,105.85
2016-08-10,103.35
2016-08-11,104.3
2016-08-12,105.4
2016-08-16,106.1
2016-08-17,109.65
2016-08-18,116.1
2016-08-19,117.5
2016-08-22,115.1
2016-08-23,115.8
2016-08-24,119.2
2016-08-25,119.95
2016-08-26,117.8
2016-08-29,115.5
2016-08-30,117.5
2016-08-31,118.2
2016-09-01,119.1
2016-09-02,119.5
2016-09-06,117.9
2016-09-07,116.0
2016-09-08,120.25
2016-09-09,118.15
2016-09-12,114.45
2016-09-14,116.75
2016-09-15,115.6
2016-09-16,115.3
2016-09-19,118.9
2016-09-20,119.9
2016-09-21,119.1
2016-09-22,119.95
2016-09-23,119.35
2016-09-26,119.8
2016-09-27,118.45
2016-09-28,119.85
2016-09-29,116.15
2016-09-30,116.2
2016-10-03,120.75
2016-10-04,120.65
2016-10-05,122.2
2016-10-06,118.8
2016-10-07,117.85
2016-10-10,121.2
2016-10-13,118.5
2016-10-14,119.9
2016-10-17,117.55
2016-10-18,118.75
2016-10-19,119.5
2016-10-20,119.2
2016-10-21,117.35
2016-10-24,120.3
2016-10-25,124.85
2016-10-26,124.35
2016-10-27,124.15
2016-10-28,126.9
2016-10-30,128.6
2016-11-01,124.05
2016-11-02,121.05
2016-11-03,121.75
2016-11-04,118.1
2016-11-07,122.15
2016-11-08,120.45
2016-11-09,119.0
2016-11-10,122.55
2016-11-11,117.55
2016-11-15,108.05
2016-11-16,104.9
2016-11-17,100.9
2016-11-18,108.4
2016-11-21,102.15
2016-11-22,103.4
2016-11-23,108.45
2016-11-24,111.2
2016-11-25,111.75
2016-11-28,108.4
2016-11-29,109.05
2016-11-30,109.9
2016-12-01,109.25
2016-12-02,107.2
2016-12-05,108.15
2016-12-06,107.2
2016-12-07,105.75
2016-12-08,108.0
2016-12-09,109.35
2016-12-12,107.8
2016-12-13,107.9
2016-12-14,106.1
2016-12-15,107.1
2016-12-16,108.05
2016-12-19,108.35
2016-12-20,107.4
2016-12-21,108.25
2016-12-22,108.4
2016-12-23,107.15
2016-12-26,104.65
2016-12-27,105.5
2016-12-28,104.9
2016-12-29,105.25
2016-12-30,107.55
