Date,GSKCONS
2016-01-01,6369.3
2016-01-04,6496.4
2016-01-05,6589.65
2016-01-06,6675.7
2016-01-07,6547.1
2016-01-08,6530.2
2016-01-11,6245.65
2016-01-12,6180.4
2016-01-13,6167.6
2016-01-14,5993.65
2016-01-15,5953.0
2016-01-18,5898.15
2016-01-19,5939.45
2016-01-20,5784.7
2016-01-21,5673.35
2016-01-22,5692.1
2016-01-25,5605.5
2016-01-27,5663.75
2016-01-28,5820.55
2016-01-29,5838.75
2016-02-01,5887.75
2016-02-02,5856.75
2016-02-03,5690.15
2016-02-04,5790.15
2016-02-05,5761.85
2016-02-08,5845.85
2016-02-09,5844.6
2016-02-10,5812.1
2016-02-11,5799.05
2016-02-12,5699.45
2016-02-15,5807.2
2016-02-16,5594.3
2016-02-17,5542.5
2016-02-18,5600.1
2016-02-19,5565.05
2016-02-22,5616.2
2016-02-23,5608.5
2016-02-24,5610.1
2016-02-25,5589.85
2016-02-26,5579.9
2016-02-29,5562.5
2016-03-01,5418.65
2016-03-02,5623.3
2016-03-03,5628.85
2016-03-04,5622.3
2016-03-08,5650.0
2016-03-09,5649.6
2016-03-10,5664.65
2016-03-11,5674.85
2016-03-14,5624.15
2016-03-15,5649.95
2016-03-16,5743.45
2016-03-17,5944.1
2016-03-18,5969.8
2016-03-21,5982.3
2016-03-22,5982.4
2016-03-23,5959.5
2016-03-28,5999.75
2016-03-29,6038.35
2016-03-30,6043.2
2016-03-31,6036.75
2016-04-01,6039.2
2016-04-04,6000.9
2016-04-05,6036.2
2016-04-06,5871.4
2016-04-07,5930.05
2016-04-08,6011.3
2016-04-11,6069.85
2016-04-12,6048.1
2016-04-13,6026.5
2016-04-18,6067.0
2016-04-20,6016.8
2016-04-21,6023.35
2016-04-22,6007.1
2016-04-25,6009.55
2016-04-26,5965.7
2016-04-27,6016.45
2016-04-28,5982.6
2016-04-29,5897.6
2016-05-02,5793.85
2016-05-03,5824.15
2016-05-04,5867.2
2016-05-05,5857.7
2016-05-06,5873.65
2016-05-09,5874.15
2016-05-10,5883.05
2016-05-11,5953.1
2016-05-12,6082.9
2016-05-13,6000.1
2016-05-16,6007.05
2016-05-17,6095.0
2016-05-18,5854.45
2016-05-19,5817.8
2016-05-20,5815.8
2016-05-23,5810.15
2016-05-24,5730.2
2016-05-25,5631.35
2016-05-26,5792.85
2016-05-27,5912.8
2016-05-30,5993.55
2016-05-31,5746.3
2016-06-01,5750.25
2016-06-02,5702.55
2016-06-03,5730.05
2016-06-06,5677.2
2016-06-07,5748.15
2016-06-08,5759.3
2016-06-09,5675.6
2016-06-10,5668.7
2016-06-13,5625.85
2016-06-14,5626.95
2016-06-15,5597.2
2016-06-16,5618.6
2016-06-17,5625.2
2016-06-20,5647.0
2016-06-21,5785.55
2016-06-22,5930.45
2016-06-23,6032.2
2016-06-24,5991.0
2016-06-27,5859.4
2016-06-28,5876.45
2016-06-29,5882.9
2016-06-30,5915.85
2016-07-01,6086.15
2016-07-04,6143.0
2016-07-05,6187.35
2016-07-07,6204.75
2016-07-08,6122.0
2016-07-11,6095.95
2016-07-12,6239.05
2016-07-13,6236.05
2016-07-14,6198.8
2016-07-15,6315.75
2016-07-18,6337.8
2016-07-19,6384.55
2016-07-20,6358.65
2016-07-21,6447.55
2016-07-22,6499.35
2016-07-25,6570.05
2016-07-26,6299.1
2016-07-27,6309.2
2016-07-28,6353.4
2016-07-29,6330.85
2016-08-01,6441.65
2016-08-02,6259.95
2016-08-03,6205.2
2016-08-04,6360.65
2016-08-05,6186.2
2016-08-08,6317.7
2016-08-09,6265.55
2016-08-10,6266.6
2016-08-11,6369.5
2016-08-12,6457.15
2016-08-16,6434.35
2016-08-17,6394.7
2016-08-18,6338.2
2016-08-19,6301.15
2016-08-22,6313.8
2016-08-23,6273.15
2016-08-24,6249.5
2016-08-25,6278.5
2016-08-26,6324.95
2016-08-29,6327.2
2016-08-30,6275.85
2016-08-31,6271.35
2016-09-01,6263.45
2016-09-02,6274.4
2016-09-06,6272.15
2016-09-07,6266.6
2016-09-08,6292.35
2016-09-09,6128.35
2016-09-12,6115.3
2016-09-14,6183.3
2016-09-15,6140.45
2016-09-16,6179.55
2016-09-19,6196.3
2016-09-20,6171.5
2016-09-21,6140.05
2016-09-22,6278.85
2016-09-23,6206.2
2016-09-26,6099.05
2016-09-27,6097.5
2016-09-28,6093.0
2016-09-29,6052.4
2016-09-30,6034.35
2016-10-03,6217.05
2016-10-04,6180.05
2016-10-05,6222.55
2016-10-06,6190.7
2016-10-07,6171.3
2016-10-10,6198.6
2016-10-13,6220.2
2016-10-14,6204.8
2016-10-17,6209.5
2016-10-18,6226.1
2016-10-19,6211.85
2016-10-20,6151.35
2016-10-21,6132.65
2016-10-24,6209.65
2016-10-25,6106.55
2016-10-26,5938.45
2016-10-27,6025.7
2016-10-28,6079.0
2016-10-30,6058.1
2016-11-01,6086.1
2016-11-02,5918.5
2016-11-03,5899.0
2016-11-04,5876.0
2016-11-07,5741.0
2016-11-08,5713.8
2016-11-09,5729.75
2016-11-10,5572.95
2016-11-11,5344.3
2016-11-15,5000.15
2016-11-16,4901.75
2016-11-17,4909.1
2016-11-18,4959.55
2016-11-21,5005.7
2016-11-22,5057.9
2016-11-23,5162.4
2016-11-24,5072.8
2016-11-25,5036.1
2016-11-28,5004.9
2016-11-29,5075.4
2016-11-30,5002.4
2016-12-01,5136.15
2016-12-02,5075.25
2016-12-05,4991.25
2016-12-06,4998.5
2016-12-07,5016.3
2016-12-08,5010.0
2016-12-09,5053.85
2016-12-12,4989.9
2016-12-13,5074.45
2016-12-14,5007.8
2016-12-15,5083.0
2016-12-16,5098.15
2016-12-19,5049.05
2016-12-20,5067.55
2016-12-21,5006.55
2016-12-22,4980.5
2016-12-23,4951.15
2016-12-26,4976.75
2016-12-27,4999.75
2016-12-28,5000.2
2016-12-29,5004.4
2016-12-30,5003.35
