Date,FSL
2016-01-01,43.4
2016-01-04,42.2
2016-01-05,43.35
2016-01-06,41.85
2016-01-07,39.6
2016-01-08,40.2
2016-01-11,39.25
2016-01-12,38.1
2016-01-13,37.8
2016-01-14,38.05
2016-01-15,35.0
2016-01-18,33.8
2016-01-19,34.35
2016-01-20,34.75
2016-01-21,35.75
2016-01-22,36.65
2016-01-25,36.45
2016-01-27,37.85
2016-01-28,37.4
2016-01-29,37.45
2016-02-01,36.95
2016-02-02,35.1
2016-02-03,33.75
2016-02-04,33.15
2016-02-05,34.75
2016-02-08,35.0
2016-02-09,33.95
2016-02-10,32.9
2016-02-11,30.45
2016-02-12,31.1
2016-02-15,31.75
2016-02-16,30.4
2016-02-17,31.3
2016-02-18,31.45
2016-02-19,30.6
2016-02-22,30.4
2016-02-23,30.15
2016-02-24,30.0
2016-02-25,29.65
2016-02-26,30.15
2016-02-29,30.05
2016-03-01,31.6
2016-03-02,32.0
2016-03-03,32.4
2016-03-04,34.5
2016-03-08,36.15
2016-03-09,35.55
2016-03-10,35.25
2016-03-11,34.9
2016-03-14,35.2
2016-03-15,34.55
2016-03-16,34.8
2016-03-17,34.55
2016-03-18,33.9
2016-03-21,34.3
2016-03-22,32.85
2016-03-23,32.5
2016-03-28,32.65
2016-03-29,32.75
2016-03-30,33.35
2016-03-31,33.55
2016-04-01,33.65
2016-04-04,34.15
2016-04-05,33.15
2016-04-06,33.2
2016-04-07,33.1
2016-04-08,33.85
2016-04-11,35.25
2016-04-12,35.8
2016-04-13,35.45
2016-04-18,35.75
2016-04-20,35.9
2016-04-21,37.65
2016-04-22,37.45
2016-04-25,36.95
2016-04-26,38.85
2016-04-27,40.7
2016-04-28,39.7
2016-04-29,40.95
2016-05-02,41.05
2016-05-03,40.8
2016-05-04,40.0
2016-05-05,40.3
2016-05-06,40.3
2016-05-09,42.3
2016-05-10,42.7
2016-05-11,41.85
2016-05-12,40.05
2016-05-13,39.4
2016-05-16,38.95
2016-05-17,37.6
2016-05-18,37.05
2016-05-19,38.4
2016-05-20,38.3
2016-05-23,39.45
2016-05-24,41.55
2016-05-25,41.8
2016-05-26,41.55
2016-05-27,41.5
2016-05-30,40.9
2016-05-31,39.75
2016-06-01,40.05
2016-06-02,41.35
2016-06-03,41.65
2016-06-06,42.15
2016-06-07,45.9
2016-06-08,46.3
2016-06-09,46.9
2016-06-10,47.4
2016-06-13,45.65
2016-06-14,45.75
2016-06-15,46.8
2016-06-16,46.3
2016-06-17,45.35
2016-06-20,46.2
2016-06-21,46.55
2016-06-22,46.2
2016-06-23,46.5
2016-06-24,44.1
2016-06-27,44.45
2016-06-28,44.2
2016-06-29,45.35
2016-06-30,46.4
2016-07-01,46.55
2016-07-04,49.9
2016-07-05,48.9
2016-07-07,48.0
2016-07-08,46.9
2016-07-11,48.25
2016-07-12,49.2
2016-07-13,47.55
2016-07-14,48.8
2016-07-15,47.95
2016-07-18,49.15
2016-07-19,47.65
2016-07-20,48.25
2016-07-21,50.2
2016-07-22,50.95
2016-07-25,52.85
2016-07-26,49.25
2016-07-27,48.3
2016-07-28,47.3
2016-07-29,46.55
2016-08-01,48.4
2016-08-02,48.25
2016-08-03,47.1
2016-08-04,47.45
2016-08-05,46.85
2016-08-08,48.05
2016-08-09,47.3
2016-08-10,46.35
2016-08-11,44.85
2016-08-12,44.8
2016-08-16,44.6
2016-08-17,44.1
2016-08-18,44.6
2016-08-19,45.15
2016-08-22,43.85
2016-08-23,43.95
2016-08-24,43.8
2016-08-25,43.75
2016-08-26,42.95
2016-08-29,42.5
2016-08-30,42.15
2016-08-31,43.85
2016-09-01,43.0
2016-09-02,43.85
2016-09-06,44.5
2016-09-07,43.9
2016-09-08,43.6
2016-09-09,42.85
2016-09-12,41.85
2016-09-14,41.9
2016-09-15,41.7
2016-09-16,43.85
2016-09-19,43.45
2016-09-20,42.75
2016-09-21,42.25
2016-09-22,42.45
2016-09-23,43.3
2016-09-26,42.3
2016-09-27,41.75
2016-09-28,41.9
2016-09-29,39.05
2016-09-30,40.55
2016-10-03,41.75
2016-10-04,41.1
2016-10-05,40.5
2016-10-06,40.85
2016-10-07,41.2
2016-10-10,41.0
2016-10-13,40.2
2016-10-14,40.0
2016-10-17,39.4
2016-10-18,40.15
2016-10-19,40.8
2016-10-20,40.7
2016-10-21,40.35
2016-10-24,40.95
2016-10-25,40.65
2016-10-26,40.4
2016-10-27,39.8
2016-10-28,40.1
2016-10-30,40.45
2016-11-01,40.35
2016-11-02,39.3
2016-11-03,38.5
2016-11-04,37.65
2016-11-07,37.65
2016-11-08,38.55
2016-11-09,37.15
2016-11-10,37.5
2016-11-11,36.35
2016-11-15,35.0
2016-11-16,35.9
2016-11-17,35.95
2016-11-18,35.3
2016-11-21,34.1
2016-11-22,35.25
2016-11-23,35.15
2016-11-24,35.65
2016-11-25,37.0
2016-11-28,36.45
2016-11-29,36.95
2016-11-30,36.9
2016-12-01,36.55
2016-12-02,36.25
2016-12-05,36.35
2016-12-06,36.2
2016-12-07,36.05
2016-12-08,38.2
2016-12-09,39.95
2016-12-12,39.9
2016-12-13,39.8
2016-12-14,38.9
2016-12-15,39.0
2016-12-16,38.35
2016-12-19,37.55
2016-12-20,36.85
2016-12-21,37.45
2016-12-22,36.65
2016-12-23,36.35
2016-12-26,36.5
2016-12-27,36.95
2016-12-28,36.95
2016-12-29,37.05
2016-12-30,37.8
