Date,JKCEMENT
2016-01-01,596.65
2016-01-04,581.8
2016-01-05,579.45
2016-01-06,580.0
2016-01-07,565.4
2016-01-08,562.4
2016-01-11,535.15
2016-01-12,527.45
2016-01-13,525.05
2016-01-14,512.8
2016-01-15,501.25
2016-01-18,467.8
2016-01-19,473.05
2016-01-20,456.8
2016-01-21,453.75
2016-01-22,514.25
2016-01-25,509.9
2016-01-27,510.2
2016-01-28,503.75
2016-01-29,496.5
2016-02-01,491.85
2016-02-02,475.15
2016-02-03,461.1
2016-02-04,468.35
2016-02-05,464.9
2016-02-08,460.4
2016-02-09,453.55
2016-02-10,446.75
2016-02-11,443.0
2016-02-12,444.2
2016-02-15,453.0
2016-02-16,438.0
2016-02-17,442.7
2016-02-18,453.0
2016-02-19,453.8
2016-02-22,454.55
2016-02-23,475.2
2016-02-24,487.45
2016-02-25,485.55
2016-02-26,480.05
2016-02-29,478.35
2016-03-01,496.4
2016-03-02,505.5
2016-03-03,548.5
2016-03-04,548.95
2016-03-08,545.35
2016-03-09,550.0
2016-03-10,558.8
2016-03-11,583.75
2016-03-14,572.25
2016-03-15,577.8
2016-03-16,591.35
2016-03-17,600.05
2016-03-18,620.1
2016-03-21,625.4
2016-03-22,639.3
2016-03-23,631.7
2016-03-28,646.95
2016-03-29,645.75
2016-03-30,648.65
2016-03-31,675.5
2016-04-01,660.2
2016-04-04,659.65
2016-04-05,644.7
2016-04-06,669.6
2016-04-07,663.95
2016-04-08,662.25
2016-04-11,672.1
2016-04-12,662.55
2016-04-13,661.35
2016-04-18,655.05
2016-04-20,638.1
2016-04-21,624.05
2016-04-22,624.0
2016-04-25,609.7
2016-04-26,609.75
2016-04-27,612.45
2016-04-28,610.05
2016-04-29,593.25
2016-05-02,583.15
2016-05-03,592.7
2016-05-04,583.55
2016-05-05,578.55
2016-05-06,560.55
2016-05-09,567.45
2016-05-10,564.55
2016-05-11,560.95
2016-05-12,589.55
2016-05-13,588.95
2016-05-16,581.4
2016-05-17,582.55
2016-05-18,589.55
2016-05-19,587.55
2016-05-20,586.4
2016-05-23,592.85
2016-05-24,592.3
2016-05-25,597.7
2016-05-26,595.15
2016-05-27,596.25
2016-05-30,588.95
2016-05-31,582.05
2016-06-01,585.55
2016-06-02,577.4
2016-06-03,612.8
2016-06-06,625.15
2016-06-07,628.15
2016-06-08,625.7
2016-06-09,613.5
2016-06-10,622.9
2016-06-13,612.35
2016-06-14,617.25
2016-06-15,629.4
2016-06-16,631.75
2016-06-17,650.2
2016-06-20,654.75
2016-06-21,647.3
2016-06-22,638.15
2016-06-23,645.15
2016-06-24,637.6
2016-06-27,651.0
2016-06-28,659.6
2016-06-29,661.45
2016-06-30,666.25
2016-07-01,674.8
2016-07-04,701.2
2016-07-05,700.45
2016-07-07,715.35
2016-07-08,704.55
2016-07-11,725.25
2016-07-12,707.65
2016-07-13,714.5
2016-07-14,717.6
2016-07-15,707.25
2016-07-18,706.9
2016-07-19,701.65
2016-07-20,706.6
2016-07-21,707.65
2016-07-22,705.9
2016-07-25,702.45
2016-07-26,701.05
2016-07-27,701.65
2016-07-28,700.55
2016-07-29,713.35
2016-08-01,708.75
2016-08-02,727.5
2016-08-03,724.8
2016-08-04,735.3
2016-08-05,748.7
2016-08-08,766.75
2016-08-09,747.95
2016-08-10,745.6
2016-08-11,757.8
2016-08-12,749.15
2016-08-16,768.8
2016-08-17,792.05
2016-08-18,787.95
2016-08-19,794.25
2016-08-22,792.2
2016-08-23,784.6
2016-08-24,783.35
2016-08-25,780.05
2016-08-26,779.3
2016-08-29,793.2
2016-08-30,800.4
2016-08-31,796.05
2016-09-01,790.45
2016-09-02,785.6
2016-09-06,792.0
2016-09-07,800.1
2016-09-08,793.3
2016-09-09,792.5
2016-09-12,783.8
2016-09-14,800.05
2016-09-15,801.95
2016-09-16,790.1
2016-09-19,793.9
2016-09-20,798.4
2016-09-21,798.9
2016-09-22,801.8
2016-09-23,824.95
2016-09-26,826.95
2016-09-27,828.95
2016-09-28,856.15
2016-09-29,823.3
2016-09-30,875.75
2016-10-03,889.15
2016-10-04,894.6
2016-10-05,894.65
2016-10-06,911.65
2016-10-07,958.7
2016-10-10,968.0
2016-10-13,946.85
2016-10-14,966.9
2016-10-17,945.9
2016-10-18,944.2
2016-10-19,941.9
2016-10-20,925.25
2016-10-21,962.8
2016-10-24,938.4
2016-10-25,937.0
2016-10-26,932.5
2016-10-27,927.25
2016-10-28,945.35
2016-10-30,953.8
2016-11-01,924.95
2016-11-02,905.0
2016-11-03,880.1
2016-11-04,857.4
2016-11-07,901.3
2016-11-08,910.25
2016-11-09,879.45
2016-11-10,879.45
2016-11-11,828.25
2016-11-15,789.95
2016-11-16,774.85
2016-11-17,744.65
2016-11-18,700.35
2016-11-21,664.7
2016-11-22,644.9
2016-11-23,681.4
2016-11-24,661.75
2016-11-25,682.7
2016-11-28,709.5
2016-11-29,735.6
2016-11-30,727.15
2016-12-01,729.55
2016-12-02,732.1
2016-12-05,724.2
2016-12-06,731.1
2016-12-07,733.7
2016-12-08,737.9
2016-12-09,743.6
2016-12-12,742.55
2016-12-13,715.1
2016-12-14,712.1
2016-12-15,688.45
2016-12-16,687.05
2016-12-19,678.55
2016-12-20,662.1
2016-12-21,658.55
2016-12-22,651.9
2016-12-23,651.75
2016-12-26,638.95
2016-12-27,639.6
2016-12-28,679.1
2016-12-29,685.8
2016-12-30,719.85
