Date,IRB
2016-01-01,244.9
2016-01-04,257.85
2016-01-05,253.0
2016-01-06,251.95
2016-01-07,238.6
2016-01-08,245.05
2016-01-11,238.9
2016-01-12,230.95
2016-01-13,226.7
2016-01-14,226.4
2016-01-15,216.35
2016-01-18,213.25
2016-01-19,223.1
2016-01-20,224.2
2016-01-21,230.85
2016-01-22,235.95
2016-01-25,234.9
2016-01-27,236.35
2016-01-28,234.95
2016-01-29,243.05
2016-02-01,243.65
2016-02-02,238.75
2016-02-03,232.9
2016-02-04,231.15
2016-02-05,234.5
2016-02-08,232.8
2016-02-09,226.4
2016-02-10,223.6
2016-02-11,209.95
2016-02-12,203.9
2016-02-15,216.5
2016-02-16,211.9
2016-02-17,214.3
2016-02-18,218.6
2016-02-19,216.75
2016-02-22,219.8
2016-02-23,215.95
2016-02-24,212.35
2016-02-25,209.4
2016-02-26,212.8
2016-02-29,215.8
2016-03-01,223.9
2016-03-02,225.6
2016-03-03,225.45
2016-03-04,229.45
2016-03-08,227.85
2016-03-09,233.75
2016-03-10,230.7
2016-03-11,232.25
2016-03-14,232.4
2016-03-15,233.5
2016-03-16,230.5
2016-03-17,231.65
2016-03-18,231.0
2016-03-21,231.7
2016-03-22,232.35
2016-03-23,234.5
2016-03-28,227.2
2016-03-29,228.05
2016-03-30,229.7
2016-03-31,232.7
2016-04-01,236.85
2016-04-04,233.75
2016-04-05,223.95
2016-04-06,224.95
2016-04-07,222.3
2016-04-08,217.9
2016-04-11,222.15
2016-04-12,221.7
2016-04-13,223.3
2016-04-18,221.0
2016-04-20,220.45
2016-04-21,221.1
2016-04-22,220.0
2016-04-25,212.1
2016-04-26,214.45
2016-04-27,215.75
2016-04-28,212.6
2016-04-29,213.65
2016-05-02,214.2
2016-05-03,215.15
2016-05-04,211.15
2016-05-05,210.85
2016-05-06,209.2
2016-05-09,219.0
2016-05-10,218.55
2016-05-11,216.05
2016-05-12,219.7
2016-05-13,215.1
2016-05-16,218.65
2016-05-17,216.4
2016-05-18,222.05
2016-05-19,219.2
2016-05-20,216.25
2016-05-23,212.35
2016-05-24,209.8
2016-05-25,211.85
2016-05-26,213.85
2016-05-27,218.9
2016-05-30,218.8
2016-05-31,220.5
2016-06-01,214.8
2016-06-02,217.95
2016-06-03,213.9
2016-06-06,212.9
2016-06-07,217.45
2016-06-08,215.25
2016-06-09,216.9
2016-06-10,214.25
2016-06-13,212.15
2016-06-14,211.85
2016-06-15,213.0
2016-06-16,211.15
2016-06-17,211.95
2016-06-20,211.85
2016-06-21,211.7
2016-06-22,210.45
2016-06-23,210.95
2016-06-24,205.25
2016-06-27,204.75
2016-06-28,205.75
2016-06-29,209.15
2016-06-30,213.4
2016-07-01,214.65
2016-07-04,217.05
2016-07-05,218.0
2016-07-07,219.15
2016-07-08,213.3
2016-07-11,216.1
2016-07-12,220.8
2016-07-13,216.8
2016-07-14,219.15
2016-07-15,216.9
2016-07-18,214.75
2016-07-19,214.15
2016-07-20,217.3
2016-07-21,215.5
2016-07-22,216.45
2016-07-25,216.95
2016-07-26,214.2
2016-07-27,213.85
2016-07-28,215.9
2016-07-29,216.35
2016-08-01,214.95
2016-08-02,211.85
2016-08-03,206.6
2016-08-04,209.9
2016-08-05,211.1
2016-08-08,213.55
2016-08-09,210.7
2016-08-10,206.15
2016-08-11,210.3
2016-08-12,205.9
2016-08-16,208.55
2016-08-17,211.15
2016-08-18,220.35
2016-08-19,230.5
2016-08-22,235.55
2016-08-23,234.4
2016-08-24,235.8
2016-08-25,232.2
2016-08-26,233.05
2016-08-29,233.55
2016-08-30,232.55
2016-08-31,226.65
2016-09-01,227.1
2016-09-02,230.9
2016-09-06,230.65
2016-09-07,230.6
2016-09-08,252.0
2016-09-09,246.2
2016-09-12,241.3
2016-09-14,246.45
2016-09-15,244.1
2016-09-16,247.35
2016-09-19,244.6
2016-09-20,248.15
2016-09-21,249.0
2016-09-22,249.85
2016-09-23,261.1
2016-09-26,256.8
2016-09-27,258.15
2016-09-28,259.95
2016-09-29,245.05
2016-09-30,245.15
2016-10-03,256.45
2016-10-04,252.95
2016-10-05,251.1
2016-10-06,246.9
2016-10-07,249.25
2016-10-10,242.35
2016-10-13,232.05
2016-10-14,241.05
2016-10-17,236.45
2016-10-18,240.7
2016-10-19,241.2
2016-10-20,242.2
2016-10-21,249.0
2016-10-24,251.0
2016-10-25,246.55
2016-10-26,242.55
2016-10-27,234.3
2016-10-28,234.75
2016-10-30,235.55
2016-11-01,233.1
2016-11-02,226.0
2016-11-03,223.45
2016-11-04,218.6
2016-11-07,223.4
2016-11-08,225.55
2016-11-09,212.4
2016-11-10,217.9
2016-11-11,204.85
2016-11-15,184.75
2016-11-16,187.05
2016-11-17,188.3
2016-11-18,191.75
2016-11-21,189.5
2016-11-22,182.25
2016-11-23,183.3
2016-11-24,186.2
2016-11-25,186.5
2016-11-28,187.8
2016-11-29,187.2
2016-11-30,186.5
2016-12-01,189.9
2016-12-02,189.1
2016-12-05,187.75
2016-12-06,187.15
2016-12-07,185.55
2016-12-08,191.75
2016-12-09,191.5
2016-12-12,193.4
2016-12-13,194.75
2016-12-14,194.75
2016-12-15,194.95
2016-12-16,192.9
2016-12-19,197.85
2016-12-20,197.9
2016-12-21,199.1
2016-12-22,196.9
2016-12-23,198.55
2016-12-26,188.95
2016-12-27,189.1
2016-12-28,189.75
2016-12-29,193.75
2016-12-30,196.0
