Date,AKSHOPTFBR
2016-01-01,19.25
2016-01-04,18.8
2016-01-05,19.15
2016-01-06,18.6
2016-01-07,17.4
2016-01-08,17.65
2016-01-11,17.45
2016-01-12,17.05
2016-01-13,16.35
2016-01-14,15.95
2016-01-15,15.1
2016-01-18,14.1
2016-01-19,14.65
2016-01-20,14.15
2016-01-21,14.45
2016-01-22,14.85
2016-01-25,15.25
2016-01-27,15.15
2016-01-28,15.15
2016-01-29,15.5
2016-02-01,15.5
2016-02-02,15.25
2016-02-03,14.5
2016-02-04,14.25
2016-02-05,14.3
2016-02-08,14.25
2016-02-09,14.05
2016-02-10,13.8
2016-02-11,12.85
2016-02-12,13.2
2016-02-15,13.85
2016-02-16,13.35
2016-02-17,13.4
2016-02-18,13.4
2016-02-19,13.55
2016-02-22,13.4
2016-02-23,13.5
2016-02-24,12.5
2016-02-25,12.25
2016-02-26,12.35
2016-02-29,12.3
2016-03-01,12.85
2016-03-02,13.15
2016-03-03,13.85
2016-03-04,13.9
2016-03-08,13.45
2016-03-09,13.55
2016-03-10,13.5
2016-03-11,13.4
2016-03-14,13.15
2016-03-15,12.9
2016-03-16,12.9
2016-03-17,13.0
2016-03-18,12.9
2016-03-21,12.85
2016-03-22,13.1
2016-03-23,13.05
2016-03-28,12.75
2016-03-29,12.65
2016-03-30,13.3
2016-03-31,13.05
2016-04-01,13.3
2016-04-04,14.0
2016-04-05,13.75
2016-04-06,14.65
2016-04-07,14.15
2016-04-08,13.85
2016-04-11,13.9
2016-04-12,14.15
2016-04-13,14.1
2016-04-18,13.95
2016-04-20,14.15
2016-04-21,14.05
2016-04-22,14.3
2016-04-25,14.6
2016-04-26,14.5
2016-04-27,14.55
2016-04-28,14.05
2016-04-29,14.1
2016-05-02,14.0
2016-05-03,13.9
2016-05-04,13.6
2016-05-05,13.55
2016-05-06,13.9
2016-05-09,14.0
2016-05-10,14.1
2016-05-11,14.25
2016-05-12,14.5
2016-05-13,14.3
2016-05-16,14.75
2016-05-17,15.55
2016-05-18,15.9
2016-05-19,15.85
2016-05-20,15.2
2016-05-23,14.95
2016-05-24,14.35
2016-05-25,14.5
2016-05-26,14.6
2016-05-27,14.65
2016-05-30,14.45
2016-05-31,14.2
2016-06-01,14.4
2016-06-02,14.35
2016-06-03,14.2
2016-06-06,14.6
2016-06-07,14.55
2016-06-08,14.75
2016-06-09,14.8
2016-06-10,15.2
2016-06-13,16.2
2016-06-14,16.5
2016-06-15,16.65
2016-06-16,16.2
2016-06-17,15.55
2016-06-20,15.65
2016-06-21,15.8
2016-06-22,15.75
2016-06-23,15.4
2016-06-24,14.95
2016-06-27,15.5
2016-06-28,16.3
2016-06-29,16.7
2016-06-30,16.75
2016-07-01,17.4
2016-07-04,17.85
2016-07-05,17.65
2016-07-07,17.85
2016-07-08,17.4
2016-07-11,17.35
2016-07-12,16.85
2016-07-13,17.15
2016-07-14,16.9
2016-07-15,16.9
2016-07-18,16.5
2016-07-19,16.4
2016-07-20,16.75
2016-07-21,16.35
2016-07-22,16.3
2016-07-25,16.1
2016-07-26,16.1
2016-07-27,15.9
2016-07-28,15.95
2016-07-29,15.6
2016-08-01,15.4
2016-08-02,15.35
2016-08-03,15.1
2016-08-04,15.25
2016-08-05,15.4
2016-08-08,15.3
2016-08-09,15.3
2016-08-10,14.8
2016-08-11,14.95
2016-08-12,14.8
2016-08-16,14.95
2016-08-17,14.8
2016-08-18,15.2
2016-08-19,15.15
2016-08-22,15.05
2016-08-23,15.1
2016-08-24,14.95
2016-08-25,14.75
2016-08-26,14.7
2016-08-29,14.5
2016-08-30,14.3
2016-08-31,14.45
2016-09-01,14.95
2016-09-02,15.75
2016-09-06,17.4
2016-09-07,18.0
2016-09-08,17.7
2016-09-09,17.1
2016-09-12,20.5
2016-09-14,23.15
2016-09-15,22.0
2016-09-16,20.7
2016-09-19,20.8
2016-09-20,20.65
2016-09-21,21.65
2016-09-22,21.6
2016-09-23,21.35
2016-09-26,20.75
2016-09-27,20.5
2016-09-28,20.45
2016-09-29,18.25
2016-09-30,19.35
2016-10-03,20.8
2016-10-04,20.95
2016-10-05,22.3
2016-10-06,22.65
2016-10-07,22.4
2016-10-10,22.6
2016-10-13,21.85
2016-10-14,22.25
2016-10-17,22.05
2016-10-18,22.4
2016-10-19,22.55
2016-10-20,23.2
2016-10-21,24.2
2016-10-24,27.05
2016-10-25,26.25
2016-10-26,27.3
2016-10-27,27.15
2016-10-28,27.25
2016-10-30,27.35
2016-11-01,29.9
2016-11-02,28.5
2016-11-03,28.3
2016-11-04,27.6
2016-11-07,27.9
2016-11-08,28.1
2016-11-09,28.35
2016-11-10,28.6
2016-11-11,25.25
2016-11-15,22.35
2016-11-16,22.65
2016-11-17,22.65
2016-11-18,22.8
2016-11-21,20.95
2016-11-22,21.2
2016-11-23,23.0
2016-11-24,23.5
2016-11-25,23.95
2016-11-28,24.0
2016-11-29,24.1
2016-11-30,24.1
2016-12-01,23.85
2016-12-02,24.6
2016-12-05,24.85
2016-12-06,24.85
2016-12-07,24.25
2016-12-08,24.8
2016-12-09,25.7
2016-12-12,25.6
2016-12-13,26.15
2016-12-14,25.25
2016-12-15,25.75
2016-12-16,25.4
2016-12-19,25.6
2016-12-20,24.9
2016-12-21,24.75
2016-12-22,24.1
2016-12-23,23.95
2016-12-26,23.1
2016-12-27,23.45
2016-12-28,23.4
2016-12-29,23.7
2016-12-30,24.05
