Date,CERA
2016-01-01,2018.75
2016-01-04,1983.9
2016-01-05,2005.05
2016-01-06,2011.65
2016-01-07,1973.7
2016-01-08,1960.05
2016-01-11,1990.3
2016-01-12,1925.85
2016-01-13,1848.0
2016-01-14,1854.0
2016-01-15,1804.95
2016-01-18,1789.8
2016-01-19,1795.4
2016-01-20,1748.75
2016-01-21,1750.15
2016-01-22,1752.2
2016-01-25,1744.5
2016-01-27,1750.5
2016-01-28,1741.85
2016-01-29,1749.45
2016-02-01,1738.8
2016-02-02,1740.05
2016-02-03,1707.55
2016-02-04,1701.25
2016-02-05,1701.45
2016-02-08,1688.35
2016-02-09,1642.75
2016-02-10,1583.8
2016-02-11,1578.2
2016-02-12,1639.25
2016-02-15,1636.5
2016-02-16,1649.05
2016-02-17,1646.65
2016-02-18,1638.85
2016-02-19,1640.35
2016-02-22,1664.1
2016-02-23,1655.85
2016-02-24,1601.85
2016-02-25,1639.85
2016-02-26,1671.45
2016-02-29,1698.35
2016-03-01,1770.75
2016-03-02,1852.1
2016-03-03,1836.35
2016-03-04,1847.55
2016-03-08,1862.95
2016-03-09,1840.75
2016-03-10,1781.45
2016-03-11,1762.05
2016-03-14,1788.8
2016-03-15,1817.5
2016-03-16,1837.8
2016-03-17,1800.55
2016-03-18,1774.55
2016-03-21,1827.7
2016-03-22,1790.2
2016-03-23,1817.9
2016-03-28,1813.3
2016-03-29,1834.3
2016-03-30,1820.0
2016-03-31,1829.9
2016-04-01,1838.4
2016-04-04,1838.05
2016-04-05,1774.55
2016-04-06,1773.95
2016-04-07,1767.9
2016-04-08,1760.3
2016-04-11,1769.65
2016-04-12,1770.25
2016-04-13,1795.5
2016-04-18,1786.3
2016-04-20,1801.0
2016-04-21,1792.6
2016-04-22,1801.1
2016-04-25,1803.0
2016-04-26,1796.7
2016-04-27,1793.75
2016-04-28,1791.85
2016-04-29,1844.95
2016-05-02,1879.8
2016-05-03,1975.05
2016-05-04,1980.75
2016-05-05,1980.1
2016-05-06,1976.35
2016-05-09,1995.15
2016-05-10,2060.1
2016-05-11,2079.75
2016-05-12,2052.85
2016-05-13,2044.35
2016-05-16,2015.5
2016-05-17,2017.4
2016-05-18,2027.15
2016-05-19,2007.05
2016-05-20,1997.6
2016-05-23,2022.15
2016-05-24,2007.15
2016-05-25,2053.85
2016-05-26,2052.75
2016-05-27,2047.5
2016-05-30,2034.7
2016-05-31,2003.45
2016-06-01,2040.55
2016-06-02,2057.35
2016-06-03,2063.2
2016-06-06,2069.4
2016-06-07,2077.6
2016-06-08,2105.5
2016-06-09,2120.9
2016-06-10,2097.35
2016-06-13,2070.5
2016-06-14,2061.0
2016-06-15,2118.15
2016-06-16,2146.7
2016-06-17,2201.5
2016-06-20,2202.65
2016-06-21,2222.35
2016-06-22,2238.95
2016-06-23,2220.7
2016-06-24,2208.35
2016-06-27,2279.5
2016-06-28,2336.05
2016-06-29,2399.85
2016-06-30,2376.9
2016-07-01,2409.2
2016-07-04,2424.3
2016-07-05,2463.75
2016-07-07,2459.7
2016-07-08,2452.55
2016-07-11,2467.95
2016-07-12,2464.5
2016-07-13,2463.45
2016-07-14,2469.75
2016-07-15,2458.0
2016-07-18,2446.15
2016-07-19,2459.25
2016-07-20,2395.4
2016-07-21,2383.85
2016-07-22,2400.1
2016-07-25,2424.55
2016-07-26,2388.85
2016-07-27,2379.3
2016-07-28,2401.45
2016-07-29,2358.7
2016-08-01,2371.7
2016-08-02,2374.7
2016-08-03,2359.6
2016-08-04,2382.35
2016-08-05,2404.9
2016-08-08,2425.4
2016-08-09,2422.65
2016-08-10,2404.05
2016-08-11,2379.5
2016-08-12,2381.3
2016-08-16,2399.6
2016-08-17,2402.35
2016-08-18,2397.75
2016-08-19,2401.15
2016-08-22,2390.25
2016-08-23,2374.2
2016-08-24,2377.7
2016-08-25,2372.0
2016-08-26,2379.35
2016-08-29,2399.65
2016-08-30,2399.9
2016-08-31,2406.4
2016-09-01,2377.35
2016-09-02,2369.7
2016-09-06,2415.5
2016-09-07,2442.05
2016-09-08,2407.6
2016-09-09,2376.45
2016-09-12,2356.3
2016-09-14,2370.45
2016-09-15,2399.65
2016-09-16,2375.0
2016-09-19,2363.95
2016-09-20,2369.3
2016-09-21,2389.8
2016-09-22,2395.3
2016-09-23,2393.65
2016-09-26,2379.8
2016-09-27,2361.15
2016-09-28,2374.85
2016-09-29,2365.4
2016-09-30,2379.85
2016-10-03,2366.0
2016-10-04,2463.4
2016-10-05,2471.0
2016-10-06,2539.45
2016-10-07,2577.1
2016-10-10,2675.05
2016-10-13,2644.4
2016-10-14,2640.4
2016-10-17,2590.5
2016-10-18,2584.75
2016-10-19,2570.2
2016-10-20,2579.65
2016-10-21,2562.75
2016-10-24,2572.0
2016-10-25,2586.5
2016-10-26,2567.8
2016-10-27,2568.45
2016-10-28,2593.9
2016-10-30,2646.7
2016-11-01,2713.05
2016-11-02,2695.7
