Date,CERA
2016-11-03,2746.2
2016-11-04,2718.9
2016-11-07,2706.3
2016-11-08,2709.7
2016-11-09,2508.45
2016-11-10,2392.6
2016-11-11,2192.5
2016-11-15,1963.3
2016-11-16,1993.0
2016-11-17,1932.1
2016-11-18,1978.8
2016-11-21,1894.35
2016-11-22,1920.95
2016-11-23,2031.1
2016-11-24,1980.05
2016-11-25,1974.55
2016-11-28,2020.55
2016-11-29,2030.4
2016-11-30,2072.8
2016-12-01,2130.1
2016-12-02,2100.3
2016-12-05,2147.45
2016-12-06,2198.1
2016-12-07,2237.75
2016-12-08,2227.5
2016-12-09,2141.25
2016-12-12,2097.4
2016-12-13,2104.1
2016-12-14,2093.05
2016-12-15,2080.8
2016-12-16,2068.75
2016-12-19,2043.0
2016-12-20,2006.55
2016-12-21,1967.9
2016-12-22,1947.55
2016-12-23,1916.45
2016-12-26,1897.15
2016-12-27,1893.05
2016-12-28,1978.6
2016-12-29,1998.65
2016-12-30,2020.3
