Date,CENTURYTEX
2016-01-01,615.8
2016-01-04,589.9
2016-01-05,597.4
2016-01-06,589.35
2016-01-07,562.2
2016-01-08,567.9
2016-01-11,572.1
2016-01-12,564.05
2016-01-13,556.4
2016-01-14,544.15
2016-01-15,515.2
2016-01-18,500.0
2016-01-19,518.3
2016-01-20,502.7
2016-01-21,503.05
2016-01-22,522.1
2016-01-25,521.4
2016-01-27,519.05
2016-01-28,508.95
2016-01-29,524.15
2016-02-01,525.5
2016-02-02,503.1
2016-02-03,481.9
2016-02-04,477.95
2016-02-05,487.65
2016-02-08,476.95
2016-02-09,474.5
2016-02-10,464.65
2016-02-11,436.25
2016-02-12,434.55
2016-02-15,451.5
2016-02-16,435.2
2016-02-17,437.6
2016-02-18,444.9
2016-02-19,454.7
2016-02-22,467.45
2016-02-23,451.6
2016-02-24,439.95
2016-02-25,424.8
2016-02-26,425.8
2016-02-29,419.2
2016-03-01,437.2
2016-03-02,456.1
2016-03-03,470.25
2016-03-04,467.6
2016-03-08,479.5
2016-03-09,481.4
2016-03-10,473.6
2016-03-11,485.75
2016-03-14,488.9
2016-03-15,483.15
2016-03-16,485.25
2016-03-17,486.55
2016-03-18,514.05
2016-03-21,518.55
2016-03-22,524.15
2016-03-23,519.9
2016-03-28,520.65
2016-03-29,528.3
2016-03-30,535.4
2016-03-31,529.7
2016-04-01,539.65
2016-04-04,540.7
2016-04-05,529.45
2016-04-06,581.15
2016-04-07,568.0
2016-04-08,575.85
2016-04-11,590.75
2016-04-12,609.1
2016-04-13,615.0
2016-04-18,618.55
2016-04-20,630.5
2016-04-21,617.7
2016-04-22,624.75
2016-04-25,621.35
2016-04-26,627.7
2016-04-27,629.35
2016-04-28,622.65
2016-04-29,638.45
2016-05-02,637.9
2016-05-03,612.3
2016-05-04,601.5
2016-05-05,609.25
2016-05-06,606.35
2016-05-09,624.5
2016-05-10,616.4
2016-05-11,617.9
2016-05-12,622.5
2016-05-13,612.9
2016-05-16,613.7
2016-05-17,614.7
2016-05-18,607.2
2016-05-19,592.5
2016-05-20,593.8
2016-05-23,594.7
2016-05-24,586.35
2016-05-25,598.95
2016-05-26,619.5
2016-05-27,623.2
2016-05-30,621.2
2016-05-31,622.45
2016-06-01,625.55
2016-06-02,633.35
2016-06-03,618.05
2016-06-06,616.05
2016-06-07,642.6
2016-06-08,656.05
2016-06-09,645.7
2016-06-10,637.15
2016-06-13,630.4
2016-06-14,630.4
2016-06-15,637.4
2016-06-16,621.45
2016-06-17,614.05
2016-06-20,623.05
2016-06-21,651.4
2016-06-22,636.75
2016-06-23,632.45
2016-06-24,614.45
2016-06-27,637.6
2016-06-28,639.65
2016-06-29,648.35
2016-06-30,658.9
2016-07-01,664.15
2016-07-04,680.3
2016-07-05,683.35
2016-07-07,677.5
2016-07-08,672.4
2016-07-11,689.1
2016-07-12,691.35
2016-07-13,674.85
2016-07-14,683.6
2016-07-15,678.6
2016-07-18,659.75
2016-07-19,658.8
2016-07-20,677.55
2016-07-21,668.75
2016-07-22,701.75
2016-07-25,699.35
2016-07-26,692.45
2016-07-27,694.95
2016-07-28,700.15
2016-07-29,698.05
2016-08-01,698.6
2016-08-02,679.9
2016-08-03,674.25
2016-08-04,679.95
2016-08-05,705.3
2016-08-08,712.3
2016-08-09,702.2
2016-08-10,678.15
2016-08-11,680.2
2016-08-12,678.85
2016-08-16,674.35
2016-08-17,670.85
2016-08-18,675.4
2016-08-19,680.1
2016-08-22,674.85
2016-08-23,673.75
2016-08-24,675.35
2016-08-25,670.0
2016-08-26,711.25
2016-08-29,697.25
2016-08-30,722.4
2016-08-31,724.45
2016-09-01,731.75
2016-09-02,744.3
2016-09-06,767.2
2016-09-07,791.0
2016-09-08,811.5
2016-09-09,832.05
2016-09-12,818.1
2016-09-14,871.3
2016-09-15,856.5
2016-09-16,865.1
2016-09-19,893.95
2016-09-20,878.45
2016-09-21,881.55
2016-09-22,901.35
2016-09-23,908.35
2016-09-26,925.6
2016-09-27,932.35
2016-09-28,947.6
2016-09-29,913.3
2016-09-30,943.05
2016-10-03,961.9
2016-10-04,959.0
2016-10-05,961.65
2016-10-06,958.35
2016-10-07,975.45
2016-10-10,965.7
2016-10-13,933.25
2016-10-14,948.1
2016-10-17,935.95
2016-10-18,952.35
2016-10-19,930.95
2016-10-20,917.7
2016-10-21,918.65
2016-10-24,917.65
2016-10-25,917.05
2016-10-26,906.25
2016-10-27,889.35
2016-10-28,909.05
2016-10-30,943.7
2016-11-01,1023.9
2016-11-02,997.6
2016-11-03,978.85
2016-11-04,979.35
2016-11-07,978.25
2016-11-08,977.3
2016-11-09,892.05
2016-11-10,897.6
2016-11-11,811.25
2016-11-15,763.15
2016-11-16,770.95
2016-11-17,768.25
2016-11-18,749.35
2016-11-21,682.3
2016-11-22,690.15
2016-11-23,732.4
2016-11-24,739.3
2016-11-25,750.4
2016-11-28,768.3
2016-11-29,780.2
2016-11-30,807.25
2016-12-01,784.3
2016-12-02,776.45
2016-12-05,797.9
2016-12-06,791.95
2016-12-07,784.0
2016-12-08,819.95
2016-12-09,820.55
2016-12-12,792.55
2016-12-13,777.45
2016-12-14,764.25
2016-12-15,780.95
2016-12-16,766.45
2016-12-19,767.15
2016-12-20,761.2
2016-12-21,767.55
2016-12-22,755.55
2016-12-23,773.4
2016-12-26,763.7
2016-12-27,798.35
2016-12-28,784.8
2016-12-29,798.85
2016-12-30,797.7
