Date,PROZONINTU
2016-01-01,33.3
2016-01-04,34.65
2016-01-05,36.1
2016-01-06,34.1
2016-01-07,31.95
2016-01-08,33.05
2016-01-11,33.45
2016-01-12,33.35
2016-01-13,31.95
2016-01-14,30.75
2016-01-15,28.15
2016-01-18,27.6
2016-01-19,28.25
2016-01-20,27.55
2016-01-21,27.35
2016-01-22,28.55
2016-01-25,28.4
2016-01-27,28.3
2016-01-28,28.8
2016-01-29,29.05
2016-02-01,29.5
2016-02-02,28.45
2016-02-03,27.65
2016-02-04,27.15
2016-02-05,27.7
2016-02-08,27.55
2016-02-09,27.1
2016-02-10,27.0
2016-02-11,26.05
2016-02-12,25.65
2016-02-15,25.9
2016-02-16,25.45
2016-02-17,25.25
2016-02-18,25.3
2016-02-19,25.45
2016-02-22,25.45
2016-02-23,25.05
2016-02-24,25.0
2016-02-25,25.0
2016-02-26,25.0
2016-02-29,24.85
2016-03-01,24.9
2016-03-02,25.15
2016-03-03,25.5
2016-03-04,25.9
2016-03-08,26.0
2016-03-09,26.0
2016-03-10,25.7
2016-03-11,25.55
2016-03-14,25.15
2016-03-15,24.85
2016-03-16,25.1
2016-03-17,24.7
2016-03-18,24.75
2016-03-21,24.75
2016-03-22,24.6
2016-03-23,24.8
2016-03-28,24.65
2016-03-29,24.9
2016-03-30,28.05
2016-03-31,27.05
2016-04-01,27.8
2016-04-04,27.55
2016-04-05,26.95
2016-04-06,26.4
2016-04-07,26.5
2016-04-08,27.05
2016-04-11,26.7
2016-04-12,27.25
2016-04-13,27.7
2016-04-18,28.05
2016-04-20,27.3
2016-04-21,26.75
2016-04-22,26.95
2016-04-25,26.35
2016-04-26,27.4
2016-04-27,27.3
2016-04-28,26.7
2016-04-29,26.35
2016-05-02,26.7
2016-05-03,26.6
2016-05-04,26.45
2016-05-05,26.55
2016-05-06,26.35
2016-05-09,25.8
2016-05-10,25.85
2016-05-11,25.5
2016-05-12,25.75
2016-05-13,25.4
2016-05-16,25.25
2016-05-17,25.65
2016-05-18,26.05
2016-05-19,24.85
2016-05-20,25.0
2016-05-23,24.6
2016-05-24,24.2
2016-05-25,24.5
2016-05-26,24.2
2016-05-27,24.45
2016-05-30,24.3
2016-05-31,24.2
2016-06-01,24.1
2016-06-02,24.4
2016-06-03,24.05
2016-06-06,24.1
2016-06-07,24.05
2016-06-08,24.7
2016-06-09,24.7
2016-06-10,24.75
2016-06-13,24.2
2016-06-14,24.2
2016-06-15,24.95
2016-06-16,24.2
2016-06-17,24.7
2016-06-20,24.65
2016-06-21,24.1
2016-06-22,24.2
2016-06-23,24.0
2016-06-24,24.6
2016-06-27,26.6
2016-06-28,27.8
2016-06-29,28.7
2016-06-30,26.25
2016-07-01,25.0
2016-07-04,27.25
2016-07-05,28.45
2016-07-07,28.1
2016-07-08,27.5
2016-07-11,27.8
2016-07-12,27.55
2016-07-13,26.45
2016-07-14,27.25
2016-07-15,27.35
2016-07-18,26.95
2016-07-19,26.75
2016-07-20,27.4
2016-07-21,27.05
2016-07-22,27.2
2016-07-25,27.3
2016-07-26,26.8
2016-07-27,26.35
2016-07-28,27.65
2016-07-29,27.1
2016-08-01,26.95
2016-08-02,26.65
2016-08-03,26.2
2016-08-04,26.2
2016-08-05,26.0
2016-08-08,25.75
2016-08-09,25.45
2016-08-10,25.15
2016-08-11,25.0
2016-08-12,25.7
2016-08-16,25.35
2016-08-17,25.1
2016-08-18,25.95
2016-08-19,25.75
2016-08-22,25.6
2016-08-23,25.6
2016-08-24,25.55
2016-08-25,25.3
2016-08-26,25.15
2016-08-29,25.05
2016-08-30,25.0
2016-08-31,26.15
2016-09-01,26.55
2016-09-02,26.45
2016-09-06,26.05
2016-09-07,26.0
2016-09-08,26.8
2016-09-09,28.4
2016-09-12,26.9
2016-09-14,27.4
2016-09-15,30.3
2016-09-16,29.5
2016-09-19,29.25
2016-09-20,28.95
2016-09-21,30.4
2016-09-22,30.75
2016-09-23,29.35
2016-09-26,28.65
2016-09-27,28.25
2016-09-28,28.55
2016-09-29,26.25
2016-09-30,26.55
2016-10-03,27.7
2016-10-04,27.85
2016-10-05,28.6
2016-10-06,27.55
2016-10-07,27.45
2016-10-10,27.8
2016-10-13,27.4
2016-10-14,27.5
2016-10-17,33.0
2016-10-18,39.15
2016-10-19,36.15
2016-10-20,36.2
2016-10-21,37.75
2016-10-24,37.65
2016-10-25,41.4
2016-10-26,43.95
2016-10-27,42.95
2016-10-28,46.4
2016-10-30,49.7
2016-11-01,49.65
2016-11-02,47.2
2016-11-03,44.85
2016-11-04,42.65
2016-11-07,42.4
2016-11-08,42.15
2016-11-09,40.05
2016-11-10,40.2
2016-11-11,38.2
2016-11-15,36.3
2016-11-16,34.5
2016-11-17,32.8
2016-11-18,32.1
2016-11-21,30.5
2016-11-22,29.85
2016-11-23,31.3
2016-11-24,32.85
2016-11-25,34.45
2016-11-28,34.6
2016-11-29,33.8
2016-11-30,35.45
2016-12-01,35.3
2016-12-02,34.1
2016-12-05,34.2
2016-12-06,34.1
2016-12-07,33.4
2016-12-08,35.05
2016-12-09,36.8
2016-12-12,35.2
2016-12-13,34.85
2016-12-14,34.8
2016-12-15,34.95
2016-12-16,34.35
2016-12-19,34.65
2016-12-20,34.55
2016-12-21,34.15
2016-12-22,32.65
2016-12-23,32.8
2016-12-26,31.65
2016-12-27,32.1
2016-12-28,32.9
2016-12-29,32.9
2016-12-30,34.5
