Date,HCL-INSYS
2016-01-01,60.8
2016-01-04,58.8
2016-01-05,59.7
2016-01-06,58.2
2016-01-07,55.65
2016-01-08,58.15
2016-01-11,58.35
2016-01-12,58.05
2016-01-13,54.5
2016-01-14,53.35
2016-01-15,50.15
2016-01-18,45.3
2016-01-19,47.95
2016-01-20,45.45
2016-01-21,45.7
2016-01-22,46.85
2016-01-25,46.8
2016-01-27,45.0
2016-01-28,44.5
2016-01-29,45.45
2016-02-01,45.75
2016-02-02,43.8
2016-02-03,40.0
2016-02-04,37.25
2016-02-05,37.7
2016-02-08,37.85
2016-02-09,36.65
2016-02-10,36.0
2016-02-11,33.3
2016-02-12,33.55
2016-02-15,35.55
2016-02-16,34.4
2016-02-17,34.55
2016-02-18,34.9
2016-02-19,36.05
2016-02-22,37.5
2016-02-23,36.0
2016-02-24,34.35
2016-02-25,34.35
2016-02-26,34.1
2016-02-29,34.2
2016-03-01,36.85
2016-03-02,38.2
2016-03-03,38.35
2016-03-04,38.65
2016-03-08,38.85
2016-03-09,41.1
2016-03-10,41.55
2016-03-11,40.95
2016-03-14,40.15
2016-03-15,39.55
2016-03-16,42.2
2016-03-17,41.65
2016-03-18,42.1
2016-03-21,42.2
2016-03-22,42.2
2016-03-23,43.85
2016-03-28,42.75
2016-03-29,42.7
2016-03-30,43.9
2016-03-31,43.35
2016-04-01,44.15
2016-04-04,46.0
2016-04-05,45.6
2016-04-06,46.9
2016-04-07,46.35
2016-04-08,46.7
2016-04-11,46.6
2016-04-12,46.6
2016-04-13,46.35
2016-04-18,45.95
2016-04-20,46.2
2016-04-21,45.2
2016-04-22,45.8
2016-04-25,45.1
2016-04-26,45.05
2016-04-27,44.65
2016-04-28,42.85
2016-04-29,41.55
2016-05-02,42.0
2016-05-03,41.65
2016-05-04,40.75
2016-05-05,39.95
2016-05-06,39.55
2016-05-09,40.8
2016-05-10,40.5
2016-05-11,40.05
2016-05-12,40.7
2016-05-13,40.05
2016-05-16,40.25
2016-05-17,40.75
2016-05-18,40.3
2016-05-19,41.15
2016-05-20,40.2
2016-05-23,40.05
2016-05-24,39.65
2016-05-25,40.75
2016-05-26,38.9
2016-05-27,38.55
2016-05-30,38.1
2016-05-31,36.95
2016-06-01,37.3
2016-06-02,36.65
2016-06-03,36.9
2016-06-06,36.15
2016-06-07,36.3
2016-06-08,38.75
2016-06-09,38.45
2016-06-10,38.4
2016-06-13,39.2
2016-06-14,38.9
2016-06-15,39.35
2016-06-16,38.35
2016-06-17,38.7
2016-06-20,40.45
2016-06-21,40.2
2016-06-22,38.95
2016-06-23,39.75
2016-06-24,38.4
2016-06-27,38.05
2016-06-28,38.15
2016-06-29,38.8
2016-06-30,39.25
2016-07-01,43.05
2016-07-04,42.65
2016-07-05,41.75
2016-07-07,40.8
2016-07-08,40.2
2016-07-11,41.55
2016-07-12,41.25
2016-07-13,40.4
2016-07-14,40.6
2016-07-15,39.6
2016-07-18,44.5
2016-07-19,42.85
2016-07-20,40.35
2016-07-21,40.3
2016-07-22,40.6
2016-07-25,41.6
2016-07-26,41.2
2016-07-27,40.85
2016-07-28,41.55
2016-07-29,41.15
2016-08-01,41.9
2016-08-02,40.95
2016-08-03,40.35
2016-08-04,40.35
2016-08-05,40.7
2016-08-08,40.15
2016-08-09,39.9
2016-08-10,39.2
2016-08-11,39.2
2016-08-12,39.15
2016-08-16,39.15
2016-08-17,40.65
2016-08-18,40.7
2016-08-19,40.6
2016-08-22,41.55
2016-08-23,41.55
2016-08-24,41.35
2016-08-25,40.75
2016-08-26,39.8
2016-08-29,39.55
2016-08-30,39.75
2016-08-31,39.8
2016-09-01,39.7
2016-09-02,39.95
2016-09-06,40.15
2016-09-07,40.2
2016-09-08,40.15
2016-09-09,42.35
2016-09-12,41.2
2016-09-14,43.9
2016-09-15,44.0
2016-09-16,42.65
2016-09-19,42.7
2016-09-20,42.1
2016-09-21,41.9
2016-09-22,47.1
2016-09-23,45.3
2016-09-26,44.9
2016-09-27,43.9
2016-09-28,46.4
2016-09-29,41.7
2016-09-30,42.9
2016-10-03,44.25
2016-10-04,45.4
2016-10-05,50.85
2016-10-06,52.25
2016-10-07,53.0
2016-10-10,51.9
2016-10-13,49.35
2016-10-14,51.8
2016-10-17,54.2
2016-10-18,54.65
2016-10-19,55.5
2016-10-20,55.5
2016-10-21,56.0
2016-10-24,55.2
2016-10-25,54.2
2016-10-26,56.55
2016-10-27,55.45
2016-10-28,54.2
2016-10-30,53.5
2016-11-01,53.35
2016-11-02,50.75
2016-11-03,49.35
2016-11-04,46.7
2016-11-07,47.85
2016-11-08,47.85
2016-11-09,45.05
2016-11-10,47.15
2016-11-11,44.2
2016-11-15,41.55
2016-11-16,41.4
2016-11-17,41.45
2016-11-18,42.2
2016-11-21,39.6
2016-11-22,41.75
2016-11-23,43.0
2016-11-24,42.35
2016-11-25,50.8
2016-11-28,50.6
2016-11-29,49.7
2016-11-30,54.3
2016-12-01,54.0
2016-12-02,54.85
2016-12-05,55.7
2016-12-06,56.5
2016-12-07,54.4
2016-12-08,60.65
2016-12-09,61.3
2016-12-12,62.85
2016-12-13,61.6
2016-12-14,58.95
2016-12-15,58.0
2016-12-16,58.45
2016-12-19,61.35
2016-12-20,59.5
2016-12-21,59.75
2016-12-22,57.85
2016-12-23,57.7
2016-12-26,54.15
2016-12-27,55.75
2016-12-28,55.85
2016-12-29,56.1
2016-12-30,57.6
