Date,MOHITIND
2016-01-01,62.85
2016-01-04,62.35
2016-01-05,62.75
2016-01-06,61.0
2016-01-07,61.25
2016-01-08,61.45
2016-01-11,59.6
2016-01-12,59.2
2016-01-13,66.85
2016-01-14,64.45
2016-01-15,60.55
2016-01-18,61.1
2016-01-19,61.95
2016-01-20,58.8
2016-01-21,59.95
2016-01-22,63.5
2016-01-25,62.8
2016-01-27,63.0
2016-01-28,62.5
2016-01-29,61.5
2016-02-01,65.05
2016-02-02,64.0
2016-02-03,61.85
2016-02-04,61.6
2016-02-05,62.25
2016-02-08,62.3
2016-02-09,61.65
2016-02-10,60.5
2016-02-11,59.25
2016-02-12,57.4
2016-02-15,59.35
2016-02-16,59.2
2016-02-17,59.0
2016-02-18,59.5
2016-02-19,59.55
2016-02-22,59.5
2016-02-23,59.8
2016-02-24,59.8
2016-02-25,60.2
2016-02-26,60.0
2016-02-29,60.85
2016-03-01,59.85
2016-03-02,61.8
2016-03-03,63.1
2016-03-04,61.0
2016-03-08,62.2
2016-03-09,61.3
2016-03-10,61.2
2016-03-11,62.2
2016-03-14,61.4
2016-03-15,61.3
2016-03-16,61.5
2016-03-17,61.5
2016-03-18,63.25
2016-03-21,65.0
2016-03-22,64.0
2016-03-23,62.85
2016-03-28,61.7
2016-03-29,61.0
2016-04-13,50.45
2016-04-18,51.25
2016-04-20,41.0
2016-04-21,41.5
2016-04-22,41.65
2016-04-25,40.2
2016-04-26,39.25
2016-04-27,38.55
2016-04-28,38.1
2016-04-29,38.2
2016-05-02,40.15
2016-05-03,39.65
2016-05-04,43.85
2016-05-05,44.75
2016-05-06,46.8
2016-05-09,53.9
2016-05-10,60.6
2016-05-11,66.4
2016-05-12,71.65
2016-05-13,74.1
2016-05-16,81.5
2016-05-17,80.3
2016-05-18,80.95
2016-05-19,81.2
2016-05-20,79.9
2016-05-23,80.25
2016-05-24,83.4
2016-05-25,84.2
2016-05-26,85.65
2016-05-27,82.65
2016-05-30,78.55
2016-05-31,75.1
2016-06-01,71.35
2016-06-02,67.8
2016-06-03,61.05
2016-06-06,65.35
2016-06-07,71.35
2016-06-08,74.4
2016-06-09,72.95
2016-06-10,68.5
2016-06-13,70.45
2016-06-14,72.6
2016-06-15,72.45
2016-06-16,72.85
2016-06-17,68.7
2016-06-20,75.55
2016-06-21,80.05
2016-06-22,82.3
2016-06-23,82.15
2016-06-24,82.75
2016-06-27,82.4
2016-06-28,81.75
2016-06-29,83.65
2016-06-30,81.5
2016-07-01,85.9
2016-07-04,80.65
2016-07-05,78.95
2016-07-07,78.6
2016-07-08,78.85
2016-07-11,81.75
2016-07-12,78.75
2016-07-13,75.95
2016-07-14,70.3
2016-07-15,70.3
2016-07-18,68.45
2016-07-19,67.45
2016-07-20,73.95
2016-07-21,69.35
2016-07-22,68.45
2016-07-25,68.9
2016-07-26,69.35
2016-07-27,68.6
2016-07-28,63.8
2016-07-29,58.05
2016-08-01,50.65
2016-08-02,45.6
2016-08-03,41.3
2016-08-04,40.65
2016-08-05,42.2
2016-08-08,46.4
2016-08-09,51.0
2016-08-10,53.85
2016-08-11,54.35
2016-08-12,54.8
2016-08-16,54.55
2016-08-17,52.2
2016-08-18,52.85
2016-08-19,53.1
2016-08-22,52.05
2016-08-23,53.15
2016-08-24,51.25
2016-08-25,48.7
2016-08-26,46.45
2016-08-29,48.75
2016-08-30,50.15
2016-08-31,47.65
2016-09-01,45.3
2016-09-02,40.8
2016-09-06,44.85
2016-09-07,45.55
2016-09-08,45.9
2016-09-09,44.8
2016-09-12,44.55
2016-09-14,44.25
2016-09-15,44.75
2016-09-16,45.3
2016-09-19,44.25
2016-09-20,39.85
2016-09-21,40.1
2016-09-22,41.45
2016-09-23,41.0
2016-09-26,40.0
2016-09-27,41.95
2016-09-28,44.15
2016-09-29,40.75
2016-09-30,40.85
2016-10-03,42.15
2016-10-04,42.8
2016-10-05,41.05
2016-10-06,40.1
2016-10-07,39.2
2016-10-10,39.65
2016-10-13,38.2
2016-10-14,39.0
2016-10-17,39.05
2016-10-18,40.4
2016-10-19,39.95
2016-10-20,41.6
2016-10-21,41.0
2016-10-24,41.1
2016-10-25,40.8
2016-10-26,40.0
2016-10-27,39.25
2016-10-28,41.5
2016-10-30,41.1
2016-11-01,41.4
2016-11-02,40.25
2016-11-03,39.95
2016-11-04,38.15
2016-11-07,37.9
2016-11-08,36.2
2016-11-09,35.3
2016-11-10,37.25
2016-11-11,34.65
2016-11-15,34.25
2016-11-16,31.65
2016-11-17,25.8
2016-11-18,30.85
2016-11-21,32.2
2016-11-22,30.7
2016-11-23,30.75
2016-11-24,29.9
2016-11-25,31.0
2016-11-28,31.4
2016-11-29,30.9
2016-11-30,30.9
2016-12-01,30.65
2016-12-02,29.95
2016-12-05,30.25
2016-12-06,30.55
2016-12-07,30.7
2016-12-08,31.0
2016-12-09,30.8
2016-12-12,29.95
2016-12-13,30.25
2016-12-14,30.7
2016-12-15,30.95
2016-12-16,30.4
2016-12-19,29.9
2016-12-20,29.45
2016-12-21,29.3
2016-12-22,28.85
2016-12-23,28.75
2016-12-26,27.1
2016-12-27,27.55
2016-12-28,33.05
2016-12-29,36.95
2016-12-30,37.0
