Date,DPL
2016-01-01,328.45
2016-01-01,82.0
2016-01-04,82.35
2016-01-04,319.65
2016-01-05,84.05
2016-01-05,319.4
2016-01-06,317.6
2016-01-06,90.7
2016-01-07,308.9
2016-01-07,91.65
2016-01-08,91.65
2016-01-08,300.0
2016-01-11,91.65
2016-01-11,299.5
2016-01-12,91.5
2016-01-12,300.9
2016-01-13,89.1
2016-01-13,295.1
2016-01-14,87.3
2016-01-14,289.2
2016-01-15,83.1
2016-01-15,286.85
2016-01-18,259.4
2016-01-18,79.5
2016-01-19,276.6
2016-01-19,80.9
2016-01-20,78.5
2016-01-20,269.1
2016-01-21,261.85
2016-01-21,79.25
2016-01-22,78.5
2016-01-22,265.95
2016-01-25,263.15
2016-01-25,77.45
2016-01-27,74.8
2016-01-27,248.55
2016-01-28,74.85
2016-01-28,248.65
2016-01-29,76.95
2016-01-29,248.6
2016-02-01,250.25
2016-02-01,75.05
2016-02-02,73.95
2016-02-02,249.9
2016-02-03,245.4
2016-02-03,72.1
2016-02-04,242.7
2016-02-04,71.7
2016-02-05,241.85
2016-02-05,75.4
2016-02-08,74.85
2016-02-08,242.25
2016-02-09,239.9
2016-02-09,74.9
2016-02-10,74.25
2016-02-10,234.45
2016-02-11,216.9
2016-02-11,70.55
2016-02-12,72.05
2016-02-12,219.4
2016-02-15,237.8
2016-02-15,75.4
2016-02-16,71.1
2016-02-16,233.7
2016-02-17,72.4
2016-02-17,226.8
2016-02-18,71.4
2016-02-18,230.15
2016-02-19,229.7
2016-02-19,73.5
2016-02-22,73.95
2016-02-22,229.2
2016-02-23,71.95
2016-02-23,232.65
2016-02-24,231.35
2016-02-24,74.85
2016-02-25,229.7
2016-02-25,73.15
2016-02-26,73.6
2016-02-26,228.1
2016-02-29,224.7
2016-02-29,72.1
2016-03-01,73.15
2016-03-01,239.15
2016-03-02,72.7
2016-03-02,241.6
2016-03-03,73.6
2016-03-03,244.45
2016-03-04,73.9
2016-03-04,242.1
2016-03-08,74.2
2016-03-08,240.5
2016-03-09,242.2
2016-03-09,73.7
2016-03-10,244.85
2016-03-10,74.45
2016-03-11,74.65
2016-03-11,244.95
2016-03-14,74.75
2016-03-14,242.6
2016-05-11,83.1
2016-05-11,279.8
2016-05-12,292.7
2016-05-12,83.5
2016-05-13,83.2
2016-05-13,288.4
2016-05-16,82.45
2016-05-16,281.05
2016-05-17,81.9
2016-05-17,282.85
2016-05-18,82.2
2016-05-18,288.2
2016-05-19,81.85
2016-05-19,287.7
2016-05-20,82.45
2016-05-20,296.35
2016-05-23,83.7
2016-05-23,287.1
2016-05-24,78.7
2016-05-24,285.1
2016-05-25,284.9
2016-05-25,79.45
2016-05-26,281.1
2016-05-26,81.6
2016-05-27,282.15
2016-05-27,80.7
2016-05-30,81.2
2016-05-30,280.0
2016-05-31,81.2
2016-05-31,279.9
2016-06-01,82.25
2016-06-01,272.8
2016-06-02,269.5
2016-06-02,81.15
2016-06-03,271.4
2016-06-03,80.95
2016-06-06,267.2
2016-06-06,82.8
2016-06-07,82.4
2016-06-07,267.45
2016-06-08,273.1
2016-06-08,82.85
2016-06-09,280.0
2016-06-09,83.15
2016-06-10,84.05
2016-06-10,283.45
2016-06-13,88.75
2016-06-13,301.35
2016-06-14,86.3
2016-06-14,314.2
2016-06-15,312.8
2016-06-15,87.95
2016-06-16,87.95
2016-06-16,304.65
2016-06-17,308.2
2016-06-17,87.5
2016-06-20,88.1
2016-06-20,305.0
2016-06-21,301.55
2016-06-21,88.1
2016-06-22,303.5
2016-06-22,87.45
2016-06-23,299.85
2016-06-23,87.65
2016-06-24,291.3
2016-06-24,84.95
2016-06-27,90.8
2016-06-27,292.6
2016-06-28,296.0
2016-06-28,93.85
2016-06-29,93.8
2016-06-29,306.4
2016-06-30,308.3
2016-06-30,93.7
2016-07-01,96.6
2016-07-01,332.45
2016-07-04,342.25
2016-07-04,96.45
2016-07-05,94.1
2016-07-05,327.35
2016-07-07,339.8
2016-07-07,95.25
2016-07-08,95.1
2016-07-08,340.7
2016-07-11,335.05
2016-07-11,95.45
2016-07-12,337.35
2016-07-12,94.75
2016-07-13,332.4
2016-07-13,91.75
2016-07-14,335.95
2016-07-14,92.65
