Date,SHREYANIND
2016-01-01,44.55
2016-01-04,44.35
2016-01-05,42.5
2016-01-06,44.9
2016-01-07,41.95
2016-01-08,41.0
2016-01-11,44.0
2016-01-12,45.85
2016-01-13,45.0
2016-01-14,41.3
2016-01-15,39.0
2016-01-18,37.0
2016-01-19,37.0
2016-01-20,35.5
2016-01-22,35.0
2016-01-25,38.35
2016-01-28,38.6
2016-02-01,42.45
2016-02-02,38.75
2016-02-04,36.2
2016-02-05,37.95
2016-02-10,32.6
2016-02-11,29.9
2016-02-12,27.3
2016-02-15,29.0
2016-02-16,26.3
2016-02-17,26.0
2016-02-19,28.3
2016-02-23,29.7
2016-02-24,28.35
2016-02-26,27.95
2016-03-02,27.95
2016-03-03,28.0
2016-03-08,28.0
2016-03-11,27.0
2016-03-14,29.7
2016-03-15,27.05
2016-03-16,26.0
2016-03-17,28.45
2016-03-18,26.4
2016-03-21,26.8
2016-03-22,27.25
2016-03-23,27.2
2016-03-28,26.9
2016-03-29,28.25
2016-03-30,28.55
2016-03-31,27.15
2016-04-01,29.65
2016-04-04,28.6
2016-04-06,31.1
2016-04-07,31.15
2016-04-08,31.2
2016-04-11,30.45
2016-04-12,34.0
2016-04-13,33.0
2016-04-18,32.1
2016-04-20,34.95
2016-04-21,32.2
2016-04-22,34.45
2016-04-25,32.05
2016-04-26,35.25
2016-04-27,36.25
2016-04-28,36.6
2016-04-29,37.5
2016-05-02,35.85
2016-05-03,36.4
2016-05-04,37.0
2016-05-05,38.2
2016-05-06,38.05
2016-05-09,37.45
2016-05-10,37.0
2016-05-12,38.6
2016-05-16,36.5
2016-05-17,37.0
2016-05-18,39.0
2016-05-19,38.0
2016-05-20,36.85
2016-05-24,39.0
2016-05-25,46.05
2016-05-26,44.95
2016-05-27,47.0
2016-05-30,44.85
2016-05-31,44.8
2016-06-01,45.0
2016-06-02,44.95
2016-06-03,45.25
2016-06-06,46.5
2016-06-07,45.95
2016-06-08,46.25
2016-06-09,47.0
2016-06-10,47.75
2016-06-13,48.3
2016-06-14,48.75
2016-06-15,53.2
2016-06-16,53.0
2016-06-17,51.5
2016-06-20,51.15
2016-06-21,49.5
2016-06-22,50.8
2016-06-23,50.0
2016-06-24,48.0
2016-06-27,57.0
2016-06-28,54.05
2016-06-29,55.65
2016-06-30,54.95
2016-07-01,54.4
2016-07-04,64.3
2016-07-05,62.05
2016-07-07,61.6
2016-07-08,61.6
2016-07-11,60.7
2016-07-12,58.1
2016-07-13,60.95
2016-07-14,59.95
2016-07-15,59.9
2016-07-18,60.85
2016-07-19,62.0
2016-07-20,60.0
2016-07-21,61.0
2016-07-22,61.0
2016-07-25,72.65
2016-07-26,67.75
2016-07-27,69.7
2016-07-28,69.95
2016-07-29,64.45
2016-08-01,65.0
2016-08-02,65.1
2016-08-03,61.2
2016-08-04,60.7
2016-08-05,63.0
2016-08-08,62.8
2016-08-09,63.2
2016-08-10,63.95
2016-08-11,60.6
2016-08-12,62.4
2016-08-16,60.0
2016-08-17,55.65
2016-08-18,56.7
2016-08-19,58.5
2016-08-22,60.5
2016-08-23,61.05
2016-08-24,59.95
2016-08-25,62.55
2016-08-26,62.0
2016-08-29,65.8
2016-08-30,65.35
2016-08-31,63.9
2016-09-01,63.0
2016-09-02,62.25
2016-09-06,63.3
2016-09-07,62.4
2016-09-08,60.3
2016-09-09,60.05
2016-09-12,57.8
2016-09-14,58.6
2016-09-15,62.65
2016-09-16,63.6
2016-09-19,63.7
2016-09-20,63.15
2016-09-21,65.45
2016-09-22,67.1
2016-09-23,65.1
2016-09-26,63.4
2016-09-27,64.0
2016-09-28,65.5
2016-09-29,61.25
2016-09-30,65.4
2016-10-03,67.05
2016-10-04,67.15
2016-10-05,68.0
2016-10-06,70.25
2016-10-07,79.25
2016-10-10,82.55
2016-10-13,84.3
2016-10-14,82.3
2016-10-17,83.25
2016-10-18,82.0
2016-10-19,81.2
2016-10-20,81.4
2016-10-21,82.1
2016-10-24,79.95
2016-10-25,78.05
2016-10-26,78.35
2016-10-27,76.9
2016-10-28,77.05
2016-10-30,82.5
2016-11-01,81.9
2016-11-02,84.75
2016-11-03,87.2
2016-11-04,84.4
2016-11-07,87.65
2016-11-08,86.5
2016-11-09,102.4
2016-11-10,106.95
2016-11-11,99.7
2016-11-15,86.25
2016-11-16,88.05
2016-11-17,87.5
2016-11-18,87.95
2016-11-21,80.5
2016-11-22,75.15
2016-11-23,85.7
2016-11-24,91.05
2016-11-25,96.75
2016-11-28,110.05
2016-11-29,105.1
2016-11-30,107.75
2016-12-01,101.45
2016-12-02,98.15
2016-12-05,103.35
2016-12-06,106.8
2016-12-07,104.05
2016-12-08,112.05
2016-12-09,108.75
2016-12-12,104.1
2016-12-13,102.5
2016-12-14,106.45
2016-12-15,107.5
2016-12-16,108.3
2016-12-19,106.05
2016-12-20,103.75
2016-12-21,103.2
2016-12-22,99.7
2016-12-23,101.45
2016-12-26,95.2
2016-12-27,99.25
2016-12-28,97.6
2016-12-29,99.25
2016-12-30,97.8
