Date,CEATLTD
2016-05-20,946.2
2016-05-23,926.95
2016-05-24,908.3
2016-05-25,902.9
2016-05-26,905.4
2016-05-27,928.15
2016-05-30,931.0
2016-05-31,924.0
2016-06-01,907.2
2016-06-02,913.35
2016-06-03,899.4
2016-06-06,902.35
2016-06-07,903.6
2016-06-08,907.65
2016-06-09,905.2
2016-06-10,891.35
2016-06-13,874.6
2016-06-14,872.1
2016-06-15,866.95
2016-06-16,855.6
2016-06-17,831.25
2016-06-20,839.2
2016-06-21,831.3
2016-06-22,820.95
2016-06-23,810.55
2016-06-24,772.6
2016-06-27,794.65
2016-06-28,814.3
2016-06-29,850.55
2016-06-30,838.85
2016-07-01,863.15
2016-07-04,883.35
2016-07-05,866.55
2016-07-07,853.55
2016-07-08,850.9
2016-07-11,855.7
2016-07-12,875.65
2016-07-13,861.7
2016-07-14,869.1
2016-07-15,858.85
2016-07-18,884.7
2016-07-19,877.0
2016-07-20,878.35
2016-07-21,878.0
2016-07-22,884.95
2016-07-25,906.3
2016-07-26,865.8
2016-07-27,881.25
2016-07-28,881.8
2016-07-29,863.75
2016-08-01,863.65
2016-08-02,858.05
2016-08-03,848.85
2016-08-04,857.6
2016-08-05,908.35
2016-08-08,913.95
2016-08-09,907.8
2016-08-10,881.0
2016-08-11,883.65
2016-08-12,876.5
2016-08-16,877.4
2016-08-17,886.45
2016-08-18,868.75
2016-08-19,865.0
2016-08-22,845.9
2016-08-23,853.4
2016-08-24,868.95
2016-08-25,859.6
2016-08-26,866.5
2016-08-29,898.65
2016-08-30,908.05
2016-08-31,893.2
2016-09-01,891.3
2016-09-02,952.7
2016-09-06,969.55
2016-09-07,1015.95
2016-09-08,1031.0
2016-09-09,1035.9
2016-09-12,990.2
2016-09-14,1045.15
2016-09-15,1064.45
2016-09-16,1065.0
2016-09-19,1128.9
2016-09-20,1139.35
2016-09-21,1166.65
2016-09-22,1180.15
2016-09-23,1183.15
2016-09-26,1188.0
2016-09-27,1194.4
2016-09-28,1255.8
2016-09-29,1229.7
2016-09-30,1326.4
2016-10-03,1365.15
2016-10-04,1369.9
2016-10-05,1398.1
2016-10-06,1394.85
2016-10-07,1372.15
2016-10-10,1367.15
2016-10-13,1388.1
2016-10-14,1375.3
2016-10-17,1286.65
2016-10-18,1330.9
2016-10-19,1285.3
2016-10-20,1301.75
2016-10-21,1316.25
2016-10-24,1268.0
2016-10-25,1263.6
2016-10-26,1221.25
2016-10-27,1195.9
2016-10-28,1214.35
2016-10-30,1215.55
2016-11-01,1248.4
2016-11-02,1203.15
2016-11-03,1233.35
2016-11-04,1200.35
2016-11-07,1220.3
2016-11-08,1308.8
2016-11-09,1335.15
2016-11-10,1328.2
2016-11-11,1274.8
2016-11-15,1232.05
2016-11-16,1242.5
2016-11-17,1226.75
2016-11-18,1205.6
2016-11-21,1156.7
2016-11-22,1148.55
2016-11-23,1150.0
2016-11-24,1150.9
2016-11-25,1161.05
2016-11-28,1194.8
2016-11-29,1218.2
2016-11-30,1280.65
2016-12-01,1260.85
2016-12-02,1230.75
2016-12-05,1261.55
2016-12-06,1269.05
2016-12-07,1253.0
2016-12-08,1266.1
2016-12-09,1278.4
2016-12-12,1243.25
2016-12-13,1250.6
2016-12-14,1242.95
2016-12-15,1283.15
2016-12-16,1248.85
2016-12-19,1251.05
2016-12-20,1204.35
2016-12-21,1151.5
2016-12-22,1129.1
2016-12-23,1143.65
2016-12-26,1135.45
2016-12-27,1143.05
2016-12-28,1128.85
2016-12-29,1156.45
2016-12-30,1163.1
