Date,SOMANYCERA
2016-01-01,405.0
2016-01-04,394.75
2016-01-05,397.75
2016-01-06,391.8
2016-01-07,382.2
2016-01-08,379.2
2016-01-11,380.0
2016-01-12,371.25
2016-01-13,365.05
2016-01-14,354.75
2016-01-15,348.65
2016-01-18,347.9
2016-01-19,351.55
2016-01-20,348.4
2016-01-21,349.6
2016-01-22,360.65
2016-01-25,369.75
2016-01-27,365.6
2016-01-28,365.2
2016-01-29,365.75
2016-02-01,362.4
2016-02-02,362.95
2016-02-03,362.55
2016-02-04,361.8
2016-02-05,369.15
2016-02-08,370.25
2016-02-09,370.65
2016-02-10,369.3
2016-02-11,362.1
2016-02-12,360.2
2016-02-15,363.55
2016-02-16,346.85
2016-02-17,345.5
2016-02-18,345.5
2016-02-19,347.75
2016-02-22,345.1
2016-02-23,345.65
2016-02-24,339.75
2016-02-25,327.4
2016-02-26,328.85
2016-02-29,333.8
2016-03-01,357.25
2016-03-02,360.25
2016-03-03,360.3
2016-03-04,361.5
2016-03-08,365.85
2016-03-09,368.3
2016-03-10,360.55
2016-03-11,361.25
2016-03-14,361.5
2016-03-15,363.5
2016-03-16,366.7
2016-03-17,365.1
2016-03-18,379.1
2016-03-21,373.75
2016-03-22,372.05
2016-03-23,383.5
2016-03-28,379.8
2016-03-29,382.35
2016-03-30,386.7
2016-03-31,390.85
2016-04-01,385.8
2016-04-04,377.05
2016-04-05,375.45
2016-04-06,387.05
2016-04-07,390.0
2016-04-08,386.3
2016-04-11,391.4
2016-04-12,396.5
2016-04-13,412.7
2016-04-18,420.5
2016-04-20,433.05
2016-04-21,439.9
2016-04-22,434.3
2016-04-25,424.05
2016-04-26,421.35
2016-04-27,416.9
2016-04-28,418.9
2016-04-29,407.85
2016-05-02,405.15
2016-05-03,409.95
2016-05-04,415.55
2016-05-05,419.1
2016-05-06,418.45
2016-05-09,418.1
2016-05-10,427.25
2016-05-11,432.2
2016-05-12,435.45
2016-05-13,423.7
2016-05-16,429.45
2016-05-17,440.6
2016-05-18,445.4
2016-05-19,438.95
2016-05-20,426.0
2016-05-23,474.5
2016-05-24,456.25
2016-05-25,478.6
2016-05-26,483.15
2016-05-27,464.85
2016-05-30,473.1
2016-05-31,469.85
2016-06-01,472.85
2016-06-02,481.8
2016-06-03,486.5
2016-06-06,495.25
2016-06-07,496.3
2016-06-08,507.8
2016-06-09,511.35
2016-06-10,514.35
2016-06-13,509.6
2016-06-14,516.45
2016-06-15,528.65
2016-06-16,537.6
2016-06-17,542.75
2016-06-20,540.05
2016-06-21,550.55
2016-06-22,552.5
2016-06-23,564.0
2016-06-24,560.55
2016-06-27,565.95
2016-06-28,561.5
2016-06-29,575.2
2016-06-30,579.6
2016-07-01,582.7
2016-07-04,568.4
2016-07-05,570.4
2016-07-07,570.6
2016-07-08,580.15
2016-07-11,589.15
2016-07-12,590.2
2016-07-13,585.55
2016-07-14,574.6
2016-07-15,582.15
2016-07-18,567.9
2016-07-19,606.2
2016-07-20,604.4
2016-07-21,598.45
2016-07-22,588.8
2016-07-25,596.9
2016-07-26,600.6
2016-07-27,625.65
2016-07-28,600.05
2016-07-29,605.7
2016-08-01,598.1
2016-08-02,607.2
2016-08-03,597.3
2016-08-04,595.3
2016-08-05,594.7
2016-08-08,601.1
2016-08-09,604.95
2016-08-10,599.3
2016-08-11,600.65
2016-08-12,592.35
2016-08-16,593.2
2016-08-17,594.75
2016-08-18,595.65
2016-08-19,593.15
2016-08-22,593.85
2016-08-23,594.75
2016-08-24,592.85
2016-08-25,598.0
2016-08-26,599.05
2016-08-29,599.7
2016-08-30,597.55
2016-08-31,590.0
2016-09-01,584.95
2016-09-02,582.6
2016-09-06,584.6
2016-09-07,582.9
2016-09-08,583.55
2016-09-09,582.5
2016-09-12,576.9
2016-09-14,588.3
2016-09-15,589.0
2016-09-16,590.65
2016-09-19,617.15
2016-09-20,601.7
2016-09-21,604.75
2016-09-22,612.85
2016-09-23,594.6
2016-09-26,600.2
2016-09-27,604.4
2016-09-28,617.45
2016-09-29,614.25
2016-09-30,614.9
2016-10-03,618.8
2016-10-04,615.55
2016-10-05,623.55
2016-10-06,625.95
2016-10-07,615.15
2016-10-10,617.55
2016-10-13,604.2
2016-10-14,621.2
2016-10-17,616.05
2016-10-18,612.2
2016-10-19,615.3
2016-10-20,634.6
2016-10-21,636.9
2016-10-24,634.15
2016-10-25,642.45
2016-10-26,664.2
2016-10-27,657.95
2016-10-28,660.1
2016-10-30,663.95
2016-11-01,654.65
2016-11-02,650.75
2016-11-03,652.8
2016-11-04,638.15
2016-11-07,641.95
2016-11-08,653.35
2016-11-09,636.4
2016-11-10,609.0
2016-11-11,561.95
2016-11-15,529.3
2016-11-16,532.8
2016-11-17,531.5
2016-11-18,547.45
2016-11-21,509.55
2016-11-22,514.85
2016-11-23,539.15
2016-11-24,545.95
2016-11-25,540.2
2016-11-28,529.65
2016-11-29,522.7
2016-11-30,515.15
2016-12-01,504.45
2016-12-02,486.1
2016-12-05,484.45
2016-12-06,492.65
2016-12-07,487.65
2016-12-08,515.85
2016-12-09,520.1
2016-12-12,519.75
2016-12-13,499.8
2016-12-14,490.25
2016-12-15,494.95
2016-12-16,507.2
2016-12-19,500.0
2016-12-20,501.05
2016-12-21,499.85
2016-12-22,496.25
2016-12-23,493.45
2016-12-26,485.65
2016-12-27,475.85
2016-12-28,475.4
2016-12-29,482.95
2016-12-30,489.0
