Date,JINDWORLD
2016-01-01,140.0
2016-01-04,146.05
2016-01-05,144.45
2016-01-06,143.0
2016-01-07,135.4
2016-01-08,145.0
2016-01-11,138.1
2016-01-12,137.2
2016-01-13,137.0
2016-01-14,129.5
2016-01-15,129.1
2016-01-18,122.25
2016-01-19,127.35
2016-01-20,128.8
2016-01-21,122.95
2016-01-22,130.05
2016-01-25,133.0
2016-01-27,126.1
2016-01-28,131.0
2016-01-29,125.45
2016-02-01,129.95
2016-02-02,132.7
2016-02-03,126.5
2016-02-04,151.8
2016-02-05,178.95
2016-02-08,162.1
2016-02-09,156.65
2016-02-10,157.65
2016-02-11,148.35
2016-02-12,145.0
2016-02-15,143.0
2016-02-16,145.0
2016-02-17,134.85
2016-02-18,140.0
2016-02-19,145.0
2016-02-22,153.9
2016-02-23,161.65
2016-02-24,151.9
2016-02-25,149.1
2016-02-26,149.3
2016-02-29,147.0
2016-03-01,156.6
2016-03-02,157.35
2016-03-03,150.4
2016-03-04,146.0
2016-03-08,145.05
2016-03-09,148.85
2016-03-10,146.0
2016-03-11,148.5
2016-03-14,145.0
2016-03-15,150.65
2016-03-16,145.25
2016-03-17,145.0
2016-03-18,145.05
2016-03-21,142.5
2016-03-22,142.0
2016-03-23,135.85
2016-03-28,139.1
2016-03-29,135.55
2016-03-30,145.9
2016-03-31,147.5
2016-04-01,145.0
2016-04-04,148.15
2016-04-05,150.9
2016-04-06,150.9
2016-04-07,149.0
2016-04-08,150.0
2016-04-11,146.0
2016-04-12,150.0
2016-04-13,150.8
2016-04-18,152.0
2016-04-20,148.7
2016-04-21,145.0
2016-04-22,148.5
2016-04-25,154.4
2016-04-26,149.9
2016-04-27,153.4
2016-04-28,148.7
2016-05-02,145.35
2016-05-03,148.0
2016-05-04,150.95
2016-05-05,142.6
2016-05-06,152.9
2016-05-09,146.0
2016-05-10,147.45
2016-05-11,150.5
2016-05-12,152.75
2016-05-13,154.9
2016-05-16,146.0
2016-05-17,149.15
2016-05-18,156.55
2016-05-19,150.05
2016-05-20,150.0
2016-05-23,150.0
2016-05-24,146.3
2016-05-25,147.0
2016-05-26,151.05
2016-05-27,143.95
2016-05-30,148.0
2016-05-31,156.4
2016-06-01,152.1
2016-06-02,155.05
2016-06-03,158.0
2016-06-06,159.85
2016-06-07,155.15
2016-06-08,155.0
2016-06-09,151.0
2016-06-10,148.0
2016-06-13,156.0
2016-06-14,149.95
2016-06-15,149.7
2016-06-16,152.0
2016-06-17,153.95
2016-06-20,148.6
2016-06-21,151.2
2016-06-22,146.4
2016-06-23,146.2
2016-06-24,144.15
2016-06-27,155.5
2016-06-28,157.1
2016-06-29,160.1
2016-06-30,162.05
2016-07-01,163.95
2016-07-04,161.4
2016-07-05,162.4
2016-07-07,159.0
2016-07-08,160.15
2016-07-11,158.0
2016-07-12,158.0
2016-07-13,162.0
2016-07-14,163.35
2016-07-15,156.55
2016-07-18,154.7
2016-07-19,154.2
2016-07-20,153.5
2016-07-21,152.0
2016-07-22,152.1
2016-07-25,156.95
2016-07-26,153.0
2016-07-27,151.3
2016-07-28,151.3
2016-07-29,155.7
2016-08-01,154.0
2016-08-02,149.35
2016-08-03,153.0
2016-08-04,154.5
2016-08-05,149.85
2016-08-08,151.95
2016-08-09,152.0
2016-08-10,154.0
2016-08-11,158.45
2016-08-12,153.25
2016-08-16,147.7
2016-08-17,145.5
2016-08-18,148.6
2016-08-19,148.85
2016-08-22,149.35
2016-08-23,153.65
2016-08-24,151.7
2016-08-25,155.7
2016-08-26,158.5
2016-08-29,161.5
2016-08-30,160.0
2016-08-31,165.55
2016-09-01,161.35
2016-09-02,161.15
2016-09-06,157.1
2016-09-07,165.75
2016-09-08,164.8
2016-09-09,163.4
2016-09-12,163.75
2016-09-14,162.0
2016-09-15,160.0
2016-09-16,169.1
2016-09-19,166.8
2016-09-20,167.95
2016-09-21,168.0
2016-09-22,179.75
2016-09-23,172.75
2016-09-26,178.15
2016-09-27,172.45
2016-09-28,174.15
2016-09-29,172.0
2016-09-30,172.95
2016-10-03,177.15
2016-10-04,172.55
2016-10-05,169.05
2016-10-06,168.05
2016-10-07,166.05
2016-10-10,165.0
2016-10-13,156.85
2016-10-14,162.35
2016-10-17,173.85
2016-10-18,182.0
2016-10-19,182.0
2016-10-20,184.8
2016-10-21,190.55
2016-10-24,181.3
2016-10-25,181.05
2016-10-26,179.0
2016-10-27,175.55
2016-10-28,181.9
2016-10-30,184.95
2016-11-01,187.1
2016-11-02,188.4
2016-11-03,178.35
2016-11-04,173.85
2016-11-07,192.35
2016-11-08,183.3
2016-11-09,181.75
2016-11-10,182.1
2016-11-11,185.5
2016-11-15,175.15
2016-11-16,186.55
2016-11-17,175.6
2016-11-18,184.85
2016-11-21,173.75
2016-11-22,185.0
2016-11-23,179.1
2016-11-24,189.0
2016-11-25,183.05
2016-11-28,183.1
2016-11-29,186.1
2016-11-30,186.0
2016-12-01,186.25
2016-12-02,181.75
2016-12-05,189.9
2016-12-06,193.9
2016-12-07,188.25
2016-12-08,189.0
2016-12-09,185.25
2016-12-12,190.5
2016-12-13,184.8
2016-12-15,188.0
2016-12-16,187.65
2016-12-19,188.0
2016-12-20,187.0
2016-12-21,176.0
2016-12-22,172.25
2016-12-23,175.0
2016-12-26,175.0
2016-12-27,171.3
2016-12-28,170.85
2016-12-29,171.9
2016-12-30,174.0
