Date,LYPSAGEMS
2016-01-01,146.1
2016-01-04,141.65
2016-01-05,137.8
2016-01-06,150.45
2016-01-07,137.55
2016-01-08,142.8
2016-01-11,140.1
2016-01-12,138.85
2016-01-13,133.85
2016-01-14,131.2
2016-01-15,125.7
2016-01-18,105.45
2016-01-19,107.55
2016-01-20,96.1
2016-01-21,94.45
2016-01-22,101.3
2016-01-25,110.0
2016-01-27,120.2
2016-01-28,117.1
2016-01-29,116.45
2016-02-01,120.05
2016-02-02,119.45
2016-02-03,114.4
2016-02-04,116.05
2016-02-05,115.1
2016-02-08,114.05
2016-02-09,113.0
2016-02-10,106.75
2016-02-11,102.5
2016-02-12,95.65
2016-02-15,98.7
2016-02-16,95.05
2016-02-17,91.8
2016-02-18,93.05
2016-02-19,99.15
2016-02-22,99.25
2016-02-23,92.0
2016-02-24,97.85
2016-02-25,95.4
2016-02-26,94.55
2016-02-29,93.65
2016-03-01,96.85
2016-03-02,94.95
2016-03-03,93.1
2016-03-04,92.6
2016-03-08,92.9
2016-03-09,92.75
2016-03-10,92.45
2016-03-11,94.5
2016-03-14,90.9
2016-03-15,106.95
2016-03-16,97.05
2016-03-17,94.45
2016-03-18,95.7
2016-03-21,94.5
2016-03-22,93.65
2016-03-23,90.8
2016-03-28,90.25
2016-03-29,87.95
2016-03-30,87.3
2016-03-31,84.6
2016-04-01,93.6
2016-04-04,91.85
2016-04-05,93.95
2016-04-06,95.35
2016-04-07,91.95
2016-04-08,91.6
2016-04-11,93.65
2016-04-12,92.35
2016-04-13,94.2
2016-04-18,93.2
2016-04-20,91.9
2016-04-21,95.65
2016-04-22,93.4
2016-04-25,95.45
2016-04-26,94.55
2016-04-27,92.5
2016-04-28,94.6
2016-04-29,92.8
2016-05-02,92.55
2016-05-03,92.85
2016-05-04,91.35
2016-05-05,91.85
2016-05-06,92.0
2016-05-09,91.6
2016-05-10,90.2
2016-05-11,91.65
2016-05-12,90.35
2016-05-13,90.55
2016-05-16,90.15
2016-05-17,89.1
2016-05-18,88.95
2016-05-19,89.25
2016-05-20,88.05
2016-05-23,87.05
2016-05-24,85.65
2016-05-25,84.35
2016-05-26,83.15
2016-05-27,80.6
2016-05-30,78.45
2016-05-31,78.95
2016-06-01,80.1
2016-06-02,78.55
2016-06-03,80.6
2016-06-06,81.35
2016-06-07,83.0
2016-06-08,85.4
2016-06-09,84.3
2016-06-10,80.5
2016-06-13,80.3
2016-06-14,82.6
2016-06-15,82.1
2016-06-16,80.35
2016-06-17,78.5
2016-06-20,76.35
2016-06-21,76.9
2016-06-22,76.7
2016-06-23,75.85
2016-06-24,72.95
2016-06-27,75.75
2016-06-28,74.4
2016-06-29,74.8
2016-06-30,75.05
2016-07-01,74.6
2016-07-04,74.1
2016-07-05,74.0
2016-07-07,73.1
2016-07-08,73.7
2016-07-11,72.45
2016-07-12,71.95
2016-07-13,73.7
2016-07-14,73.5
2016-07-15,72.1
2016-07-18,71.65
2016-07-19,67.25
2016-07-20,68.4
2016-07-21,66.9
2016-07-22,68.25
2016-07-25,68.0
2016-07-26,66.0
2016-07-27,66.05
2016-07-28,65.65
2016-07-29,65.15
2016-08-01,65.55
2016-08-02,64.65
2016-08-03,64.0
2016-08-04,66.55
2016-08-05,68.0
2016-08-08,68.6
2016-08-09,67.7
2016-08-10,66.6
2016-08-11,65.85
2016-08-12,66.45
2016-08-16,63.3
2016-08-17,64.1
2016-08-18,62.8
2016-08-19,62.7
2016-08-22,62.9
2016-08-23,62.0
2016-08-24,62.8
2016-08-25,60.95
2016-08-26,59.35
2016-08-29,57.5
2016-08-30,61.7
2016-08-31,61.9
2016-09-01,61.6
2016-09-02,60.7
2016-09-06,61.8
2016-09-07,61.4
2016-09-08,61.6
2016-09-09,61.4
2016-09-12,59.7
2016-09-14,61.45
2016-09-15,61.8
2016-09-16,60.5
2016-09-19,62.15
2016-09-20,57.9
2016-09-21,58.35
2016-09-22,57.55
2016-09-23,58.15
2016-09-26,57.85
2016-09-27,58.4
2016-09-28,58.3
2016-09-29,53.1
2016-09-30,54.15
2016-10-03,54.55
2016-10-04,56.8
2016-10-05,57.75
2016-10-06,56.45
2016-10-07,57.3
2016-10-10,61.05
2016-10-13,58.9
2016-10-14,60.5
2016-10-17,59.0
2016-10-18,58.5
2016-10-19,58.65
2016-10-20,61.3
2016-10-21,62.6
2016-10-24,61.95
2016-10-25,62.1
2016-10-26,61.6
2016-10-27,60.5
2016-10-28,61.15
2016-10-30,61.85
2016-11-01,62.45
2016-11-02,60.8
2016-11-03,61.85
2016-11-04,60.4
2016-11-07,62.4
2016-11-08,62.3
2016-11-09,57.4
2016-11-10,60.95
2016-11-11,58.3
2016-11-15,53.25
2016-11-16,52.65
2016-11-17,52.2
2016-11-18,52.25
2016-11-21,49.95
2016-11-22,50.2
2016-11-23,49.5
2016-11-24,50.5
2016-11-25,50.35
2016-11-28,50.7
2016-11-29,49.45
2016-11-30,50.95
2016-12-01,51.0
2016-12-02,51.55
2016-12-05,51.2
2016-12-06,51.55
2016-12-07,51.8
2016-12-08,54.2
2016-12-09,55.55
2016-12-12,55.25
2016-12-13,56.25
2016-12-14,56.0
2016-12-15,58.2
2016-12-16,57.35
2016-12-19,56.95
2016-12-20,56.5
2016-12-21,56.5
2016-12-22,55.0
2016-12-23,55.4
2016-12-26,53.4
2016-12-27,52.6
2016-12-28,52.85
2016-12-29,54.2
2016-12-30,57.15
