Date,THERMAX
2016-01-01,885.1
2016-01-04,883.0
2016-01-05,881.7
2016-01-06,868.7
2016-01-07,874.15
2016-01-08,883.65
2016-01-11,899.95
2016-01-12,896.25
2016-01-13,895.25
2016-01-14,895.75
2016-01-15,864.7
2016-01-18,839.95
2016-01-19,851.4
2016-01-20,856.4
2016-01-21,846.45
2016-01-22,838.85
2016-01-25,839.9
2016-01-27,852.6
2016-01-28,835.8
2016-01-29,838.5
2016-02-01,813.55
2016-02-02,798.45
2016-02-03,794.2
2016-02-04,796.3
2016-02-05,795.35
2016-02-08,800.2
2016-02-09,800.25
2016-02-10,783.15
2016-02-11,758.6
2016-02-12,752.4
2016-02-15,770.0
2016-02-16,753.5
2016-02-17,776.35
2016-02-18,799.55
2016-02-19,777.75
2016-02-22,758.25
2016-02-23,755.25
2016-02-24,751.8
2016-02-25,744.3
2016-02-26,740.1
2016-02-29,751.2
2016-03-01,760.85
2016-03-02,759.4
2016-03-03,765.0
2016-03-04,760.9
2016-03-08,757.8
2016-03-09,751.35
2016-03-10,757.65
2016-03-11,755.05
2016-03-14,762.45
2016-03-15,754.75
2016-03-16,762.05
2016-03-17,770.25
2016-03-18,777.3
2016-03-21,776.85
2016-03-22,777.35
2016-03-23,759.25
2016-03-28,739.8
2016-03-29,719.5
2016-03-30,750.4
2016-03-31,758.5
2016-04-01,757.65
2016-04-04,778.6
2016-04-05,751.35
2016-04-06,744.8
2016-04-07,756.05
2016-04-08,744.35
2016-04-11,745.95
2016-04-12,746.95
2016-04-13,758.05
2016-04-18,764.25
2016-04-20,782.6
2016-04-21,785.0
2016-04-22,778.6
2016-04-25,768.2
2016-04-26,766.3
2016-04-27,776.55
2016-04-28,776.55
2016-04-29,771.95
2016-05-02,758.4
2016-05-03,753.45
2016-05-04,732.35
2016-05-05,744.1
2016-05-06,739.25
2016-05-09,753.25
2016-05-10,760.05
2016-05-11,750.0
2016-05-12,768.1
2016-05-13,757.4
2016-05-16,750.75
2016-05-17,746.0
2016-05-18,730.65
2016-05-19,728.7
2016-05-20,705.75
2016-05-23,705.25
2016-05-24,709.95
2016-05-25,710.55
2016-05-26,742.55
2016-05-27,751.85
2016-05-30,740.65
2016-05-31,731.55
2016-06-01,751.05
2016-06-02,757.95
2016-06-03,761.45
2016-06-06,762.8
2016-06-07,804.05
2016-06-08,796.4
2016-06-09,790.6
2016-06-10,799.75
2016-06-13,812.4
2016-06-14,800.4
2016-06-15,800.75
2016-06-16,800.2
2016-06-17,806.6
2016-06-20,802.6
2016-06-21,806.5
2016-06-22,802.8
2016-06-23,808.25
2016-06-24,800.65
2016-06-27,796.25
2016-06-28,810.45
2016-06-29,821.15
2016-06-30,825.85
2016-07-01,854.3
2016-07-04,858.85
2016-07-05,851.4
2016-07-07,893.65
2016-07-08,898.5
2016-07-11,902.7
2016-07-12,894.8
2016-07-13,904.8
2016-07-14,916.3
2016-07-15,909.55
2016-07-18,912.0
2016-07-19,907.45
2016-07-20,918.8
2016-07-21,907.8
2016-07-22,903.0
2016-07-25,908.05
2016-07-26,889.75
2016-07-27,886.4
2016-07-28,883.45
2016-07-29,880.3
2016-08-01,870.9
2016-08-02,855.6
2016-08-03,855.35
2016-08-04,845.55
2016-08-05,864.6
2016-08-08,912.2
2016-08-09,903.7
2016-08-10,900.9
2016-08-11,907.65
2016-08-12,867.85
2016-08-16,852.5
2016-08-17,858.75
2016-08-18,856.3
2016-08-19,843.1
2016-08-22,842.45
2016-08-23,833.55
2016-08-24,836.75
2016-08-25,839.85
2016-08-26,829.95
2016-08-29,823.7
2016-08-30,838.4
2016-08-31,836.85
2016-09-01,829.8
2016-09-02,818.6
2016-09-06,829.6
2016-09-07,848.1
2016-09-08,860.3
2016-09-09,850.65
2016-09-12,819.15
2016-09-14,822.85
2016-09-15,824.7
2016-09-16,893.45
2016-09-19,894.8
2016-09-20,884.35
2016-09-21,885.75
2016-09-22,885.2
2016-09-23,859.55
2016-09-26,850.0
2016-09-27,867.35
2016-09-28,860.4
2016-09-29,853.35
2016-09-30,845.2
2016-10-03,881.45
2016-10-04,889.65
2016-10-05,913.75
2016-10-06,910.95
2016-10-07,893.3
2016-10-10,874.6
2016-10-13,897.2
2016-10-14,902.55
2016-10-17,880.6
2016-10-18,880.8
2016-10-19,876.4
2016-10-20,863.9
2016-10-21,877.1
2016-10-24,863.25
2016-10-25,850.3
2016-10-26,850.1
2016-10-27,846.3
2016-10-28,850.65
2016-10-30,859.35
2016-11-01,855.9
2016-11-02,851.1
2016-11-03,854.25
2016-11-04,854.9
2016-11-07,848.2
2016-11-08,853.85
2016-11-09,847.9
2016-11-10,870.6
2016-11-11,882.4
2016-11-15,849.4
2016-11-16,860.95
2016-11-17,844.75
2016-11-18,833.25
2016-11-21,839.05
2016-11-22,847.3
2016-11-23,836.1
2016-11-24,820.3
2016-11-25,829.55
2016-11-28,824.95
2016-11-29,828.05
2016-11-30,833.05
2016-12-01,829.5
2016-12-02,829.6
2016-12-05,828.3
2016-12-06,829.55
2016-12-07,825.2
2016-12-08,829.6
2016-12-09,823.2
2016-12-12,826.55
2016-12-13,828.85
2016-12-14,823.05
2016-12-15,826.05
2016-12-16,825.9
2016-12-19,811.9
2016-12-20,794.3
2016-12-21,783.5
2016-12-22,776.85
2016-12-23,769.8
2016-12-26,744.0
2016-12-27,758.35
2016-12-28,748.95
2016-12-29,746.25
2016-12-30,743.6
