Date,CRISIL
2016-01-01,1948.5
2016-01-04,1961.7
2016-01-05,1981.1
2016-01-06,1975.95
2016-01-07,1969.3
2016-01-08,1980.85
2016-01-11,1924.15
2016-01-12,1877.8
2016-01-13,1917.85
2016-01-14,1902.7
2016-01-15,1861.1
2016-01-18,1801.6
2016-01-19,1822.75
2016-01-20,1837.2
2016-01-21,1855.0
2016-01-22,1799.25
2016-01-25,1789.5
2016-01-27,1771.55
2016-01-28,1764.1
2016-01-29,1839.2
2016-02-01,1833.6
2016-02-02,1874.65
2016-02-03,1871.5
2016-02-04,1842.6
2016-02-05,1863.6
2016-02-08,1855.9
2016-02-09,1828.75
2016-02-10,1840.3
2016-02-11,1831.9
2016-02-12,1808.3
2016-02-15,1821.5
2016-02-16,1811.7
2016-02-17,1837.8
2016-02-18,1801.0
2016-02-19,1816.05
2016-02-22,1810.35
2016-02-23,1815.95
2016-02-24,1801.85
2016-02-25,1790.9
2016-02-26,1806.15
2016-02-29,1782.55
2016-03-01,1802.2
2016-03-02,1798.4
2016-03-03,1804.6
2016-03-04,1805.3
2016-03-08,1799.9
2016-03-09,1798.9
2016-03-10,1796.5
2016-03-11,1792.8
2016-03-14,1797.2
2016-03-15,1774.2
2016-03-16,1795.9
2016-03-17,1801.15
2016-03-18,1800.5
2016-03-21,1791.2
2016-03-22,1792.95
2016-03-23,1799.7
2016-03-28,1796.3
2016-03-29,1784.9
2016-03-30,1800.2
2016-03-31,1798.9
2016-04-01,1779.8
2016-04-04,1799.35
2016-04-05,1803.55
2016-04-06,1830.1
2016-04-07,1905.7
2016-04-08,1941.2
2016-04-11,1859.2
2016-04-12,1893.8
2016-04-13,1930.1
2016-04-18,1975.8
2016-04-20,2135.95
2016-04-21,2062.35
2016-04-22,2029.2
2016-04-25,1976.95
2016-04-26,1999.45
2016-04-27,1989.95
2016-04-28,1976.25
2016-04-29,1951.85
2016-05-02,1994.8
2016-05-03,2001.0
2016-05-04,1997.5
2016-05-05,1991.25
2016-05-06,2000.2
2016-05-09,2018.65
2016-05-10,2023.95
2016-05-11,2092.85
2016-05-12,2096.9
2016-05-13,2095.15
2016-05-16,2091.1
2016-05-17,2079.85
2016-05-18,2073.65
2016-05-19,2064.25
2016-05-20,2088.85
2016-05-23,2085.85
2016-05-24,2107.3
2016-05-25,2107.35
2016-05-26,2144.9
2016-05-27,2137.15
2016-05-30,2180.65
2016-05-31,2236.5
