Date,TARMAT
2016-01-01,27.5
2016-01-04,27.0
2016-01-05,28.35
2016-01-06,28.75
2016-01-07,28.2
2016-01-08,27.6
2016-01-11,28.7
2016-01-12,28.3
2016-01-13,26.9
2016-01-14,26.6
2016-01-15,27.4
2016-01-21,28.4
2016-01-22,27.0
2016-01-25,26.9
2016-01-27,26.15
2016-01-28,26.85
2016-01-29,25.65
2016-02-01,26.9
2016-02-02,25.75
2016-02-04,26.15
2016-02-05,27.5
2016-02-08,29.0
2016-02-09,26.1
2016-02-10,25.65
2016-02-11,24.2
2016-02-12,24.8
2016-02-15,25.25
2016-02-16,25.9
2016-02-17,25.35
2016-02-18,26.15
2016-02-19,25.8
2016-02-22,26.0
2016-02-23,25.8
2016-02-25,25.45
2016-02-26,26.05
2016-02-29,24.3
2016-03-01,26.5
2016-03-02,25.45
2016-03-03,25.25
2016-03-04,23.2
2016-03-08,26.15
2016-03-09,24.3
2016-03-10,23.2
2016-03-11,24.15
2016-03-14,24.9
2016-03-15,25.0
2016-03-16,24.65
2016-03-17,24.35
2016-03-18,22.8
2016-03-21,23.0
2016-03-22,22.4
2016-03-23,22.65
2016-03-28,21.4
2016-03-29,21.2
2016-03-30,22.0
2016-03-31,21.1
2016-04-01,21.4
2016-04-04,22.8
2016-04-05,22.05
2016-04-06,22.6
2016-04-07,22.8
2016-04-11,21.3
2016-04-12,25.55
2016-04-13,26.95
2016-04-18,27.5
2016-04-20,28.3
2016-04-21,27.65
2016-04-22,30.2
2016-04-25,29.4
2016-04-26,29.3
2016-04-27,29.9
2016-04-28,35.85
2016-04-29,39.4
2016-05-02,39.35
2016-05-03,36.9
2016-05-04,34.9
2016-05-05,33.05
2016-05-06,36.35
2016-05-09,38.0
2016-05-10,36.9
2016-05-11,36.6
2016-05-12,33.95
2016-05-13,34.05
2016-05-16,34.5
2016-05-17,34.15
2016-05-18,33.25
2016-05-19,34.9
2016-05-20,32.95
2016-05-23,32.3
2016-05-24,33.9
2016-05-25,32.4
2016-05-26,31.5
2016-05-27,31.2
2016-05-30,31.45
2016-05-31,30.45
2016-06-01,32.1
2016-06-02,29.55
2016-06-03,30.05
2016-06-06,29.3
2016-06-07,30.2
2016-06-08,29.35
2016-06-09,30.05
2016-06-10,29.0
2016-06-13,29.45
2016-06-14,31.2
2016-06-15,34.0
2016-06-16,32.2
2016-06-17,38.6
2016-06-20,46.3
2016-06-21,45.3
2016-06-22,47.1
2016-06-23,44.75
2016-06-24,43.45
2016-06-27,42.4
2016-06-28,44.7
2016-06-29,44.7
2016-06-30,46.3
2016-07-01,45.25
2016-07-04,45.1
2016-07-05,42.8
2016-07-07,40.0
2016-07-08,41.7
2016-07-11,40.7
2016-07-12,41.0
2016-07-13,40.2
2016-07-14,40.6
2016-07-15,40.7
2016-07-18,43.0
2016-07-19,42.55
2016-07-20,46.5
2016-07-21,43.8
2016-07-22,43.65
2016-07-25,43.05
2016-07-26,42.6
2016-07-27,41.6
2016-07-28,41.55
2016-07-29,42.2
2016-08-01,41.25
2016-08-02,40.5
2016-08-03,38.95
2016-08-04,39.2
2016-08-05,46.8
2016-08-08,45.2
2016-08-09,43.2
2016-08-10,41.6
2016-08-11,47.4
2016-08-12,45.3
2016-08-16,44.2
2016-08-17,42.8
2016-08-18,43.7
2016-08-19,46.85
2016-08-22,46.0
2016-08-23,45.85
2016-08-24,47.1
2016-08-25,48.35
2016-08-26,46.7
2016-08-29,44.75
2016-08-30,45.2
2016-08-31,46.8
2016-09-01,45.75
2016-09-02,46.95
2016-09-06,47.85
2016-09-07,44.0
2016-09-08,43.65
2016-09-09,43.9
2016-09-12,42.85
2016-09-14,43.7
2016-09-15,43.15
2016-09-16,43.1
2016-09-19,45.05
2016-09-20,44.0
2016-09-21,43.15
2016-09-22,43.95
2016-09-23,42.75
2016-09-26,43.9
2016-09-27,42.5
2016-09-28,44.15
2016-09-29,40.1
2016-09-30,41.35
2016-10-03,42.7
2016-10-04,42.8
2016-10-05,44.3
2016-10-06,42.9
2016-10-07,43.0
2016-10-10,43.5
2016-10-13,43.0
2016-10-14,46.65
2016-10-17,43.1
2016-10-18,42.6
2016-10-19,43.7
2016-10-20,42.9
2016-10-21,48.55
2016-10-24,53.0
2016-10-25,52.75
2016-10-26,51.3
2016-10-27,51.95
2016-10-28,49.3
2016-10-30,52.15
2016-11-01,51.2
2016-11-02,48.95
2016-11-03,48.15
2016-11-04,44.0
2016-11-07,44.55
2016-11-08,44.45
2016-11-09,41.5
2016-11-10,43.5
2016-11-11,41.3
2016-11-15,34.25
2016-11-16,34.9
2016-11-17,34.05
2016-11-18,35.9
2016-11-21,33.75
2016-11-22,33.9
2016-11-23,35.25
2016-11-24,35.15
2016-11-25,36.8
2016-11-28,38.1
2016-11-29,37.15
2016-11-30,39.15
2016-12-01,38.45
2016-12-05,38.05
2016-12-06,37.55
2016-12-07,37.75
2016-12-08,41.5
2016-12-09,44.2
2016-12-12,42.0
2016-12-13,43.05
2016-12-14,47.2
2016-12-15,45.2
2016-12-16,45.5
2016-12-19,44.2
2016-12-20,44.55
2016-12-21,45.2
2016-12-22,43.2
2016-12-23,44.5
2016-12-26,42.7
2016-12-27,43.0
2016-12-28,43.5
2016-12-29,42.65
2016-12-30,42.6
