Date,INFY
2016-01-01,1105.25
2016-01-04,1078.9
2016-01-05,1074.05
2016-01-06,1069.35
2016-01-07,1050.8
2016-01-08,1063.3
2016-01-11,1055.7
2016-01-12,1049.95
2016-01-13,1083.4
2016-01-14,1133.0
2016-01-15,1139.9
2016-01-18,1131.9
2016-01-19,1139.65
2016-01-20,1121.25
2016-01-21,1137.05
2016-01-22,1136.25
2016-01-25,1137.65
2016-01-27,1138.5
2016-01-28,1129.6
2016-01-29,1164.9
2016-02-01,1173.35
2016-02-02,1175.55
2016-02-03,1157.7
2016-02-04,1179.75
2016-02-05,1174.7
2016-02-08,1150.8
2016-02-09,1107.65
2016-02-10,1108.55
2016-02-11,1078.65
2016-02-12,1084.65
2016-02-15,1091.75
2016-02-16,1079.15
2016-02-17,1097.85
2016-02-18,1123.4
2016-02-19,1127.25
2016-02-22,1126.65
2016-02-23,1123.9
2016-02-24,1125.35
2016-02-25,1110.3
2016-02-26,1121.15
2016-02-29,1084.05
2016-03-01,1125.45
2016-03-02,1156.0
2016-03-03,1169.3
2016-03-04,1170.65
2016-03-08,1163.45
2016-03-09,1178.5
2016-03-10,1142.5
2016-03-11,1143.0
2016-03-14,1141.2
2016-03-15,1134.4
2016-03-16,1152.45
2016-03-17,1161.75
2016-03-18,1193.4
2016-03-21,1194.9
2016-03-22,1189.95
2016-03-23,1207.8
2016-03-28,1204.9
2016-03-29,1197.25
2016-03-30,1205.95
2016-03-31,1218.3
2016-04-01,1205.45
2016-04-04,1243.7
2016-04-05,1219.8
2016-04-06,1200.7
2016-04-07,1181.5
2016-04-08,1165.75
2016-04-11,1183.9
2016-04-12,1182.2
2016-04-13,1172.7
2016-04-18,1238.7
2016-04-20,1243.6
2016-04-21,1226.3
2016-04-22,1211.25
2016-04-25,1215.85
2016-04-26,1232.15
2016-04-27,1240.15
2016-04-28,1209.15
2016-04-29,1208.1
2016-05-02,1201.05
2016-05-03,1177.8
2016-05-04,1188.85
2016-05-05,1192.45
2016-05-06,1181.5
2016-05-09,1199.05
2016-05-10,1212.8
2016-05-11,1201.85
2016-05-12,1210.0
2016-05-13,1207.25
2016-05-16,1215.0
2016-05-17,1214.25
2016-05-18,1209.85
2016-05-19,1205.75
2016-05-20,1201.6
2016-05-23,1188.0
2016-05-24,1187.75
2016-05-25,1208.65
2016-05-26,1234.15
2016-05-27,1247.5
2016-05-30,1267.6
2016-05-31,1248.65
2016-06-01,1258.2
2016-06-02,1261.55
2016-06-03,1266.9
2016-06-06,1266.75
2016-06-07,1257.4
2016-06-08,1238.1
2016-06-09,1185.5
2016-06-10,1180.6
2016-06-13,1180.9
2016-06-14,1175.0
2016-06-15,1189.95
2016-06-16,1186.0
2016-06-17,1179.5
2016-06-20,1208.75
2016-06-21,1206.1
2016-06-22,1199.5
2016-06-23,1211.6
2016-06-24,1194.55
2016-06-27,1166.2
2016-06-28,1159.15
2016-06-29,1176.85
2016-06-30,1170.8
2016-07-01,1172.4
2016-07-04,1183.95
2016-07-05,1175.45
2016-07-07,1157.25
2016-07-08,1158.2
2016-07-11,1175.05
2016-07-12,1176.55
2016-07-13,1193.8
2016-07-14,1176.25
2016-07-15,1072.55
2016-07-18,1081.95
2016-07-19,1086.95
2016-07-20,1083.1
2016-07-21,1079.9
2016-07-22,1072.45
2016-07-25,1080.85
2016-07-26,1088.7
2016-07-27,1085.35
2016-07-28,1077.5
2016-07-29,1073.85
2016-08-01,1085.25
2016-08-02,1083.8
2016-08-03,1084.9
2016-08-04,1071.8
2016-08-05,1068.0
2016-08-08,1078.7
2016-08-09,1083.4
2016-08-10,1082.35
2016-08-11,1077.35
2016-08-12,1062.55
2016-08-16,1051.8
2016-08-17,1033.3
2016-08-18,1023.4
2016-08-19,1021.3
2016-08-22,1015.45
2016-08-23,1039.65
2016-08-24,1057.4
2016-08-25,1036.15
2016-08-26,1020.25
2016-08-29,1022.8
2016-08-30,1040.4
2016-08-31,1035.85
2016-09-01,1037.55
2016-09-02,1031.85
2016-09-06,1045.0
2016-09-07,1054.35
2016-09-08,1037.65
2016-09-09,1035.5
2016-09-12,1054.0
2016-09-14,1045.6
2016-09-15,1042.2
2016-09-16,1060.15
2016-09-19,1061.2
2016-09-20,1050.15
2016-09-21,1055.75
2016-09-22,1058.8
2016-09-23,1042.55
2016-09-26,1035.9
2016-09-27,1039.75
2016-09-28,1038.95
2016-09-29,1029.2
2016-09-30,1036.05
2016-10-03,1038.1
2016-10-04,1049.2
2016-10-05,1041.5
2016-10-06,1027.4
2016-10-07,1012.55
2016-10-10,1029.95
2016-10-13,1052.35
2016-10-14,1027.15
2016-10-17,1022.4
2016-10-18,1039.05
2016-10-19,1041.8
2016-10-20,1036.65
2016-10-21,1038.3
2016-10-24,1027.1
2016-10-25,1017.2
2016-10-26,1014.2
2016-10-27,1003.5
2016-10-28,997.5
2016-10-30,1002.1
2016-11-01,989.45
2016-11-02,981.05
2016-11-03,966.85
2016-11-04,971.0
2016-11-07,977.95
2016-11-08,982.6
2016-11-09,958.3
2016-11-10,939.4
2016-11-11,921.55
2016-11-15,923.55
2016-11-16,940.9
2016-11-17,929.8
2016-11-18,920.0
2016-11-21,911.1
2016-11-22,914.2
2016-11-23,920.25
2016-11-24,930.3
2016-11-25,977.5
2016-11-28,979.75
2016-11-29,972.6
2016-11-30,975.55
2016-12-01,975.6
2016-12-02,964.5
2016-12-05,961.65
2016-12-06,966.5
2016-12-07,966.4
2016-12-08,984.65
2016-12-09,989.35
2016-12-12,977.35
2016-12-13,990.2
2016-12-14,999.75
2016-12-15,992.35
2016-12-16,1005.15
2016-12-19,1004.65
2016-12-20,1012.15
2016-12-21,1001.55
2016-12-22,984.7
2016-12-23,988.45
2016-12-26,982.75
2016-12-27,998.95
2016-12-28,998.5
2016-12-29,992.35
2016-12-30,1010.6
