Date,VIVIMEDLAB
2016-01-01,443.35
2016-01-04,443.05
2016-01-05,460.35
2016-01-06,463.85
2016-01-07,449.3
2016-01-08,473.75
2016-01-11,472.15
2016-01-12,462.15
2016-01-13,409.25
2016-01-14,411.55
2016-01-15,407.95
2016-01-18,399.45
2016-01-19,398.9
2016-01-20,387.3
2016-01-21,397.5
2016-01-22,421.8
2016-01-25,425.45
2016-01-27,424.7
2016-01-28,427.85
2016-01-29,426.3
2016-02-01,423.2
2016-02-02,422.35
2016-02-03,412.4
2016-02-04,406.25
2016-02-05,412.8
2016-02-08,403.9
2016-02-09,407.1
2016-02-10,400.0
2016-02-11,383.4
2016-02-12,379.15
2016-02-15,397.65
2016-02-16,396.4
2016-02-17,401.7
2016-02-18,409.6
2016-02-19,402.2
2016-02-22,417.05
2016-02-23,413.0
2016-02-24,402.25
2016-02-25,403.35
2016-02-26,404.4
2016-02-29,402.45
2016-03-01,411.5
2016-03-02,418.35
2016-03-03,417.8
2016-03-04,421.25
2016-03-08,418.05
2016-03-09,418.2
2016-03-10,418.05
2016-03-11,407.5
2016-03-14,408.0
2016-03-15,413.85
2016-03-16,413.35
2016-03-17,416.4
2016-03-18,413.8
2016-03-21,407.45
2016-03-22,399.9
2016-03-23,401.75
2016-03-28,404.8
2016-03-29,403.9
2016-03-30,418.15
2016-03-31,416.5
2016-04-01,421.5
2016-04-04,422.55
2016-04-05,417.35
2016-04-06,86.75
2016-04-07,87.75
2016-04-08,87.95
2016-04-11,86.35
2016-04-12,85.9
2016-04-13,84.45
2016-04-18,85.0
2016-04-20,85.15
2016-04-21,85.45
2016-04-22,84.2
2016-04-25,89.15
2016-04-26,87.9
2016-04-27,89.65
2016-04-28,86.95
2016-04-29,84.05
2016-05-02,87.4
2016-05-03,88.95
2016-05-04,87.8
2016-05-05,88.75
2016-05-06,88.15
2016-05-09,87.6
2016-05-10,86.15
2016-05-11,84.6
2016-05-12,84.45
2016-05-13,84.8
2016-05-16,84.8
2016-05-17,84.3
2016-05-18,83.95
2016-05-19,83.55
2016-05-20,82.85
2016-05-23,82.65
2016-05-24,81.7
2016-05-25,82.65
2016-05-26,81.6
2016-05-27,83.75
2016-05-30,83.0
2016-05-31,78.15
2016-06-01,79.8
2016-06-02,80.15
2016-06-03,79.75
2016-06-06,78.95
2016-06-07,80.3
2016-06-08,80.05
2016-06-09,79.55
2016-06-10,82.35
2016-06-13,80.15
2016-06-14,79.6
2016-06-15,79.15
2016-06-16,78.2
2016-06-17,77.95
2016-06-20,78.2
2016-06-21,76.85
2016-06-22,76.85
2016-06-23,79.05
2016-06-24,75.9
2016-06-27,75.65
2016-06-28,75.6
2016-06-29,76.55
2016-06-30,79.05
2016-07-01,80.0
2016-07-04,80.1
2016-07-05,78.8
2016-07-07,79.65
2016-07-08,80.05
2016-07-11,79.15
2016-07-12,79.2
2016-07-13,77.75
2016-07-14,77.45
2016-07-15,76.8
2016-07-18,76.1
2016-07-19,75.3
2016-07-20,74.95
2016-07-21,74.35
2016-07-22,74.75
2016-07-25,76.5
2016-07-26,75.15
2016-07-27,75.7
2016-07-28,76.55
2016-07-29,75.85
2016-08-01,76.35
2016-08-02,75.5
2016-08-03,73.75
2016-08-04,74.95
2016-08-05,73.85
2016-08-08,70.0
2016-08-09,75.5
2016-08-10,73.5
2016-08-11,72.4
2016-08-12,73.15
2016-08-16,74.0
2016-08-17,75.1
2016-08-18,75.1
2016-08-19,77.8
2016-08-22,78.8
2016-08-23,79.15
2016-08-24,77.5
2016-08-25,76.55
2016-08-26,74.2
2016-08-29,74.0
2016-08-30,74.25
2016-08-31,73.4
2016-09-01,72.8
2016-09-02,71.5
2016-09-06,71.7
2016-09-07,71.7
2016-09-08,71.5
2016-09-09,76.3
2016-09-12,74.2
2016-09-14,75.7
2016-09-15,75.7
2016-09-16,74.55
2016-09-19,75.1
2016-09-20,79.75
2016-09-21,89.1
2016-09-22,87.95
2016-09-23,85.2
2016-09-26,85.7
2016-09-27,102.8
2016-09-28,112.6
2016-09-29,101.75
2016-09-30,110.9
2016-10-03,119.3
2016-10-04,117.4
2016-10-05,115.7
2016-10-06,112.1
2016-10-07,115.8
2016-10-10,113.3
2016-10-13,108.05
2016-10-14,114.2
2016-10-17,110.55
2016-10-18,114.85
2016-10-19,113.25
2016-10-20,112.4
2016-10-21,113.65
2016-10-24,112.0
2016-10-25,109.85
2016-10-26,108.55
2016-10-27,106.2
2016-10-28,107.25
2016-10-30,108.7
2016-11-01,107.45
2016-11-02,104.1
2016-11-03,103.2
2016-11-04,99.75
2016-11-07,101.85
2016-11-08,99.75
2016-11-09,95.25
2016-11-10,97.6
2016-11-11,94.0
2016-11-15,87.6
2016-11-16,86.75
2016-11-17,83.15
2016-11-18,88.45
2016-11-21,83.2
2016-11-22,84.85
2016-11-23,88.75
2016-11-24,85.75
2016-11-25,88.8
2016-11-28,92.3
2016-11-29,92.65
2016-11-30,99.85
2016-12-01,95.2
2016-12-02,92.2
2016-12-05,92.9
2016-12-06,91.95
2016-12-07,91.3
2016-12-08,89.85
2016-12-09,89.75
2016-12-12,89.5
2016-12-13,89.6
2016-12-14,88.65
2016-12-15,89.5
2016-12-16,89.45
2016-12-19,89.15
2016-12-20,88.8
2016-12-21,90.3
2016-12-22,89.0
2016-12-23,88.05
2016-12-26,84.45
2016-12-27,85.4
2016-12-28,89.3
2016-12-29,89.6
2016-12-30,89.6
