Date,JBMA
2016-01-01,190.75
2016-01-04,189.35
2016-01-05,193.0
2016-01-06,191.25
2016-01-07,187.95
2016-01-08,192.3
2016-01-11,188.0
2016-01-12,183.7
2016-01-13,179.75
2016-01-14,176.65
2016-01-15,175.1
2016-01-18,168.35
2016-01-19,163.5
2016-01-20,158.2
2016-01-21,155.15
2016-01-22,152.7
2016-01-25,149.1
2016-01-27,147.5
2016-01-28,149.55
2016-01-29,148.45
2016-02-01,148.75
2016-02-02,147.6
2016-02-03,140.8
2016-02-04,140.6
2016-02-05,145.9
2016-02-08,147.45
2016-02-09,147.85
2016-02-10,140.55
2016-02-11,122.45
2016-02-12,121.5
2016-02-15,136.75
2016-02-16,126.65
2016-02-17,118.05
2016-02-18,125.1
2016-02-19,126.2
2016-02-22,127.55
2016-02-23,128.0
2016-02-24,124.6
2016-02-25,124.65
2016-02-26,125.8
2016-02-29,123.25
2016-03-01,126.85
2016-03-02,138.9
2016-03-03,142.5
2016-03-04,139.75
2016-03-08,140.1
2016-03-09,141.7
2016-03-10,143.25
2016-03-11,140.3
2016-03-14,141.9
2016-03-15,138.95
2016-03-16,140.9
2016-03-17,138.2
2016-03-18,137.55
2016-03-21,140.6
2016-03-22,142.25
2016-03-23,143.8
2016-03-28,142.9
2016-03-29,141.3
2016-03-30,149.85
2016-03-31,148.25
2016-04-01,147.95
2016-04-04,145.3
2016-04-05,141.1
2016-04-06,140.25
2016-04-07,140.05
2016-04-08,141.35
2016-04-11,140.45
2016-04-12,140.95
2016-04-13,143.6
2016-04-18,144.95
2016-04-20,147.05
2016-04-21,149.85
2016-04-22,150.9
2016-04-25,153.15
2016-04-26,155.8
2016-04-27,157.5
2016-04-28,154.8
2016-04-29,154.55
2016-05-02,162.9
2016-05-03,158.75
2016-05-04,158.65
2016-05-05,161.5
2016-05-06,161.45
2016-05-09,161.95
2016-05-10,164.1
2016-05-11,163.05
2016-05-12,162.85
2016-05-13,166.45
2016-05-16,170.15
2016-05-17,170.3
2016-05-18,169.05
2016-05-19,165.0
2016-05-20,162.85
2016-05-23,157.25
2016-05-24,147.85
2016-05-25,148.35
2016-05-26,145.35
2016-05-27,144.9
2016-05-30,156.0
2016-05-31,144.55
2016-06-01,143.95
2016-06-02,143.95
2016-06-03,142.05
2016-06-06,140.25
2016-06-07,140.1
2016-06-08,142.9
2016-06-09,144.3
2016-06-10,142.35
2016-06-13,139.05
2016-06-14,135.85
2016-06-15,134.65
2016-06-16,133.25
2016-06-17,130.75
2016-06-20,124.9
2016-06-21,125.05
2016-06-22,123.55
2016-06-23,122.75
2016-06-24,124.2
2016-06-27,127.55
2016-06-28,129.45
2016-06-29,136.45
2016-06-30,135.15
2016-07-01,136.7
2016-07-04,136.45
2016-07-05,138.7
2016-07-07,139.3
2016-07-08,138.25
2016-07-11,135.9
2016-07-12,134.35
2016-07-13,132.5
2016-07-14,132.65
2016-07-15,133.15
2016-07-18,132.8
2016-07-19,131.3
2016-07-20,156.4
2016-07-21,147.0
2016-07-22,146.1
2016-07-25,147.85
2016-07-26,148.05
2016-07-27,147.2
2016-07-28,146.7
2016-07-29,145.6
2016-08-01,146.4
2016-08-02,143.95
2016-08-03,148.85
2016-08-04,147.35
2016-08-05,147.35
2016-08-08,152.05
2016-08-09,150.75
2016-08-10,146.85
2016-08-11,144.2
2016-08-12,141.4
2016-08-16,139.9
2016-08-17,139.85
2016-08-18,144.25
2016-08-19,144.9
2016-08-22,172.65
2016-08-23,194.35
2016-08-24,189.75
2016-08-25,194.45
2016-08-26,189.0
2016-08-29,190.65
2016-08-30,209.7
2016-08-31,222.4
2016-09-01,220.0
2016-09-02,221.9
2016-09-06,229.7
2016-09-07,230.95
2016-09-08,227.3
2016-09-09,220.0
2016-09-12,208.4
2016-09-14,216.4
2016-09-15,229.15
2016-09-16,223.0
2016-09-19,228.25
2016-09-20,228.8
2016-09-21,230.65
2016-09-22,228.5
2016-09-23,223.65
2016-09-26,222.7
2016-09-27,219.6
2016-09-28,216.2
2016-09-29,207.35
2016-09-30,213.65
2016-10-03,211.9
2016-10-04,211.65
2016-10-05,213.05
2016-10-06,211.75
2016-10-07,208.9
2016-10-10,241.35
2016-10-13,232.8
2016-10-14,244.0
2016-10-17,248.5
2016-10-18,249.05
2016-10-19,245.4
2016-10-20,241.0
2016-10-21,280.5
2016-10-24,296.3
2016-10-25,291.45
2016-10-26,294.8
2016-10-27,284.2
2016-10-28,281.6
2016-10-30,282.5
2016-11-01,311.1
2016-11-02,298.1
2016-11-03,289.0
2016-11-04,269.5
2016-11-07,277.3
2016-11-08,274.2
2016-11-09,272.15
2016-11-10,271.4
2016-11-11,251.85
2016-11-15,212.3
2016-11-16,211.35
2016-11-17,212.55
2016-11-18,213.65
2016-11-21,196.7
2016-11-22,203.35
2016-11-23,219.35
2016-11-24,226.55
2016-11-25,233.15
2016-11-28,230.95
2016-11-29,233.55
2016-11-30,236.4
2016-12-01,230.65
2016-12-02,220.6
2016-12-05,245.9
2016-12-06,244.0
2016-12-07,240.35
2016-12-08,245.05
2016-12-09,246.65
2016-12-12,239.75
2016-12-13,240.65
2016-12-14,232.0
2016-12-15,230.7
2016-12-16,229.7
2016-12-19,232.7
2016-12-20,226.4
2016-12-21,225.45
2016-12-22,220.85
2016-12-23,221.2
2016-12-26,215.1
2016-12-27,221.75
2016-12-28,221.5
2016-12-29,233.2
2016-12-30,231.2
