Date,TTKPRESTIG
2016-01-01,4724.9
2016-01-04,4722.9
2016-01-05,4564.55
2016-01-06,4485.75
2016-01-07,4390.8
2016-01-08,4369.2
2016-01-11,4471.85
2016-01-12,4336.05
2016-01-13,4304.5
2016-01-14,4313.55
2016-01-15,4333.2
2016-01-18,4245.45
2016-01-19,4255.35
2016-01-20,4208.85
2016-01-21,4181.5
2016-01-22,4187.05
2016-01-25,4202.55
2016-01-27,4408.45
2016-01-28,4414.1
2016-01-29,4463.15
2016-02-01,4470.9
2016-02-02,4428.75
2016-02-03,4244.9
2016-02-04,4246.4
2016-02-05,4259.25
2016-02-08,4197.1
2016-02-09,4175.6
2016-02-10,4222.75
2016-02-11,4177.9
2016-02-12,4208.6
2016-02-15,4228.3
2016-02-16,4217.2
2016-02-17,4230.9
2016-02-18,4210.95
2016-02-19,4200.25
2016-02-22,4221.25
2016-02-23,4185.75
2016-02-24,4120.45
2016-02-25,4159.75
2016-02-26,4153.75
2016-02-29,4238.0
2016-03-01,4324.6
2016-03-02,4293.45
2016-03-03,4239.7
2016-03-04,4190.3
2016-03-08,4158.95
2016-03-09,4173.75
2016-03-10,4147.5
2016-03-11,4163.6
2016-03-14,4192.7
2016-03-15,4123.9
2016-03-16,4133.35
2016-03-17,4200.9
2016-03-18,4195.5
2016-03-21,4666.85
2016-03-22,4430.95
2016-03-23,4372.4
2016-03-28,4415.4
2016-03-29,4363.55
2016-03-30,4245.6
2016-03-31,4316.05
2016-04-01,4347.0
2016-04-04,4400.3
2016-04-05,4307.5
2016-04-06,4261.25
2016-04-07,4277.8
2016-04-08,4271.75
2016-04-11,4352.15
2016-04-12,4535.45
2016-04-13,4590.55
2016-04-18,4623.9
2016-04-20,4592.3
2016-04-21,4561.3
2016-04-22,4504.0
2016-04-25,4510.1
2016-04-26,4546.5
2016-04-27,4533.5
2016-04-28,4487.15
2016-04-29,4486.7
2016-05-02,4490.7
2016-05-03,4495.15
2016-05-04,4460.95
2016-05-05,4424.4
2016-05-06,4384.65
2016-05-09,4419.85
2016-05-10,4482.6
2016-05-11,4403.55
2016-05-12,4420.9
2016-05-13,4407.8
2016-05-16,4323.65
2016-05-17,4362.65
