Date,ONGC
2016-01-01,242.5
2016-01-04,238.05
2016-01-05,241.85
2016-01-06,237.55
2016-01-07,226.6
2016-01-08,230.15
2016-01-11,225.5
2016-01-12,221.35
2016-01-13,223.2
2016-01-14,223.25
2016-01-15,219.45
2016-01-18,214.4
2016-01-19,218.0
2016-01-20,213.3
2016-01-21,207.3
2016-01-22,216.25
2016-01-25,219.65
2016-01-27,218.4
2016-01-28,219.9
2016-01-29,226.25
2016-02-01,225.05
2016-02-02,216.55
2016-02-03,213.05
2016-02-04,220.0
2016-02-05,219.95
2016-02-08,214.05
2016-02-09,218.15
2016-02-10,213.5
2016-02-11,203.15
2016-02-12,193.25
2016-02-15,200.35
2016-02-16,199.95
2016-02-17,200.35
2016-02-18,209.1
2016-02-19,211.15
2016-02-22,214.4
2016-02-23,214.6
2016-02-24,209.4
2016-02-25,216.25
2016-02-26,216.05
2016-02-29,194.1
2016-03-01,191.5
2016-03-02,194.95
2016-03-03,197.2
2016-03-04,200.7
2016-03-08,201.85
2016-03-09,205.25
2016-03-10,205.7
2016-03-11,205.1
2016-03-14,208.25
2016-03-15,207.4
2016-03-16,206.5
2016-03-17,212.25
2016-03-18,214.6
2016-03-21,216.65
2016-03-22,216.1
2016-03-23,214.6
2016-03-28,213.95
2016-03-29,212.25
2016-03-30,217.9
2016-03-31,214.1
2016-04-01,208.8
2016-04-04,207.3
2016-04-05,205.5
2016-04-06,206.1
2016-04-07,207.75
2016-04-08,206.15
2016-04-11,207.6
2016-04-12,211.35
2016-04-13,213.35
2016-04-18,207.55
2016-04-20,209.85
2016-04-21,212.95
2016-04-22,216.1
2016-04-25,212.3
2016-04-26,214.3
2016-04-27,221.8
2016-04-28,216.85
2016-04-29,217.25
2016-05-02,217.75
2016-05-03,215.3
2016-05-04,210.65
2016-05-05,210.5
2016-05-06,208.45
2016-05-09,211.6
2016-05-10,207.9
2016-05-11,205.25
2016-05-12,206.3
2016-05-13,203.75
2016-05-16,202.6
2016-05-17,210.25
2016-05-18,214.25
2016-05-19,210.05
2016-05-20,213.1
2016-05-23,208.15
2016-05-24,206.65
2016-05-25,210.15
2016-05-26,216.05
2016-05-27,213.0
2016-05-30,213.45
2016-05-31,210.75
2016-06-01,210.65
2016-06-02,212.8
2016-06-03,211.85
2016-06-06,210.8
2016-06-07,212.95
2016-06-08,215.75
2016-06-09,220.65
2016-06-10,218.2
2016-06-13,213.25
2016-06-14,212.8
2016-06-15,213.7
2016-06-16,211.7
2016-06-17,210.75
2016-06-20,213.85
2016-06-21,217.55
2016-06-22,218.35
2016-06-23,218.5
2016-06-24,209.4
2016-06-27,210.15
2016-06-28,211.35
2016-06-29,214.75
2016-06-30,216.3
2016-07-01,225.0
2016-07-04,232.05
2016-07-05,230.75
2016-07-07,226.6
2016-07-08,223.3
2016-07-11,225.0
2016-07-12,227.9
2016-07-13,234.15
2016-07-14,230.55
2016-07-15,230.25
2016-07-18,218.6
2016-07-19,221.0
2016-07-20,223.9
2016-07-21,222.6
2016-07-22,222.45
2016-07-25,226.8
2016-07-26,224.35
2016-07-27,223.25
2016-07-28,221.35
2016-07-29,220.1
2016-08-01,218.8
2016-08-02,221.1
2016-08-03,218.75
2016-08-04,219.85
2016-08-05,225.95
2016-08-08,226.1
2016-08-09,229.0
2016-08-10,229.05
2016-08-11,231.4
2016-08-12,233.6
2016-08-16,235.2
2016-08-17,237.8
2016-08-18,241.35
2016-08-19,241.6
2016-08-22,239.35
2016-08-23,238.4
2016-08-24,241.0
2016-08-25,237.8
2016-08-26,238.4
2016-08-29,237.3
2016-08-30,241.7
2016-08-31,236.3
2016-09-01,236.6
2016-09-02,238.75
2016-09-06,238.55
2016-09-07,244.95
2016-09-08,246.3
2016-09-09,254.95
2016-09-12,251.0
2016-09-14,248.2
2016-09-15,248.5
2016-09-16,250.3
2016-09-19,254.15
2016-09-20,257.75
2016-09-21,255.35
2016-09-22,259.5
2016-09-23,260.55
2016-09-26,249.55
2016-09-27,247.55
2016-09-28,251.65
2016-09-29,250.15
2016-09-30,256.65
2016-10-03,260.25
2016-10-04,273.55
2016-10-05,266.65
2016-10-06,269.15
2016-10-07,267.35
2016-10-10,266.95
2016-10-13,272.75
2016-10-14,277.05
2016-10-17,278.45
2016-10-18,276.5
2016-10-19,278.55
2016-10-20,281.35
2016-10-21,279.8
2016-10-24,292.35
2016-10-25,288.75
2016-10-26,290.1
2016-10-27,290.8
2016-10-28,286.9
2016-10-30,289.2
2016-11-01,289.15
2016-11-02,277.25
2016-11-03,267.55
2016-11-04,269.5
2016-11-07,267.2
2016-11-08,270.6
2016-11-09,269.9
2016-11-10,276.0
2016-11-11,273.45
2016-11-15,275.6
2016-11-16,272.4
2016-11-17,273.25
2016-11-18,275.1
2016-11-21,276.05
2016-11-22,277.9
2016-11-23,279.9
2016-11-24,277.25
2016-11-25,277.45
2016-11-28,284.0
2016-11-29,284.8
2016-11-30,288.9
2016-12-01,292.15
2016-12-02,291.25
2016-12-05,295.4
2016-12-06,298.75
2016-12-07,297.1
2016-12-08,303.3
2016-12-09,306.8
2016-12-12,311.45
2016-12-13,312.0
2016-12-14,305.3
2016-12-15,206.45
2016-12-16,201.7
2016-12-19,201.4
2016-12-20,199.85
2016-12-21,201.5
2016-12-22,194.9
2016-12-23,192.95
2016-12-26,189.0
2016-12-27,190.3
2016-12-28,189.9
2016-12-29,191.6
2016-12-30,191.35
