Date,PGEL
2016-01-01,148.8
2016-01-04,149.55
2016-01-05,150.5
2016-01-06,154.9
2016-01-07,147.5
2016-01-08,152.0
2016-01-11,150.9
2016-01-12,146.85
2016-01-13,133.85
2016-01-14,134.75
2016-01-15,125.4
2016-01-18,119.25
2016-01-19,121.15
2016-01-20,113.3
2016-01-21,109.65
2016-01-22,112.7
2016-01-25,115.9
2016-01-27,113.55
2016-01-28,112.25
2016-01-29,113.0
2016-02-01,111.85
2016-02-02,110.05
2016-02-03,108.25
2016-02-04,108.05
2016-02-05,105.55
2016-02-08,105.05
2016-02-09,100.05
2016-02-10,96.05
2016-02-11,86.0
2016-02-12,82.25
2016-02-15,91.35
2016-02-16,93.5
2016-02-17,88.8
2016-02-18,89.0
2016-02-19,88.6
2016-02-22,91.0
2016-02-23,92.15
2016-02-24,110.55
2016-02-25,115.75
2016-02-26,115.45
2016-02-29,111.0
2016-03-01,116.9
2016-03-02,118.4
2016-03-03,120.1
2016-03-04,121.05
2016-03-08,121.85
2016-03-09,122.75
2016-03-10,122.1
2016-03-11,115.9
2016-03-14,116.4
2016-03-15,115.0
2016-03-16,120.9
2016-03-17,115.7
2016-03-18,116.35
2016-03-21,112.8
2016-03-22,115.0
2016-03-23,112.05
2016-03-28,102.5
2016-03-29,123.0
2016-03-30,124.8
2016-03-31,117.0
2016-04-01,117.8
2016-04-04,129.3
2016-04-05,129.35
2016-04-06,127.0
2016-04-07,128.25
2016-04-08,127.7
2016-04-11,128.1
2016-04-12,130.1
2016-04-13,126.55
2016-04-18,129.25
2016-04-20,127.75
2016-04-21,127.15
2016-04-22,127.65
2016-04-25,124.05
2016-04-26,123.75
2016-04-27,122.45
2016-04-28,121.6
2016-04-29,119.2
2016-05-02,121.45
2016-05-03,121.7
2016-05-04,118.55
2016-05-05,123.7
2016-05-06,122.2
2016-05-09,122.35
2016-05-10,124.95
2016-05-11,122.65
2016-05-12,124.75
2016-05-13,126.75
2016-05-16,125.6
2016-05-17,125.5
2016-05-18,125.3
2016-05-19,124.55
2016-05-20,122.2
2016-05-23,125.3
2016-05-24,121.2
2016-05-25,115.55
2016-05-26,115.9
2016-05-27,115.4
2016-05-30,113.2
2016-05-31,112.85
2016-06-01,112.2
2016-06-02,113.7
2016-06-03,113.45
2016-06-06,113.1
2016-06-07,112.7
2016-06-08,113.75
2016-06-09,113.85
2016-06-10,111.75
2016-06-13,108.75
2016-06-14,111.3
2016-06-15,111.2
2016-06-16,109.1
2016-06-17,109.15
2016-06-20,123.7
2016-06-21,137.35
2016-06-22,137.9
2016-06-23,132.8
2016-06-24,128.8
2016-06-27,154.55
2016-06-28,147.4
2016-06-29,176.85
2016-06-30,175.45
2016-07-01,168.4
2016-07-04,165.0
2016-07-05,164.7
2016-07-07,161.4
2016-07-08,164.15
2016-07-11,161.75
2016-07-12,155.4
2016-07-13,159.8
2016-07-14,164.9
2016-07-15,156.0
2016-07-18,155.4
2016-07-19,151.8
2016-07-20,154.65
2016-07-21,152.15
2016-07-22,150.65
2016-07-25,155.2
2016-07-26,151.15
2016-07-27,149.95
2016-07-28,171.15
2016-07-29,182.85
2016-08-01,187.0
2016-08-02,181.35
2016-08-03,170.2
2016-08-04,162.85
2016-08-05,165.05
2016-08-08,162.6
2016-08-09,162.65
2016-08-10,162.3
2016-08-11,162.15
2016-08-12,161.6
2016-08-16,155.1
2016-08-17,154.6
2016-08-18,155.65
2016-08-19,171.65
2016-08-22,170.3
2016-08-23,161.65
2016-08-24,164.8
2016-08-25,162.4
2016-08-26,158.7
2016-08-29,156.85
2016-08-30,161.15
2016-08-31,158.25
2016-09-01,161.2
2016-09-02,160.75
2016-09-06,164.4
2016-09-07,162.9
2016-09-08,163.4
2016-09-09,159.75
2016-09-12,155.55
2016-09-14,155.3
2016-09-15,155.75
2016-09-16,155.25
2016-09-19,153.4
2016-09-20,151.9
2016-09-21,152.2
2016-09-22,153.2
2016-09-23,150.65
2016-09-26,150.2
2016-09-27,150.45
2016-09-28,164.9
2016-09-29,151.5
2016-09-30,152.75
2016-10-03,157.0
2016-10-04,156.4
2016-10-05,155.55
2016-10-06,161.8
2016-10-07,163.35
2016-10-10,166.0
2016-10-13,159.9
2016-10-14,158.55
2016-10-17,156.9
2016-10-18,156.85
2016-10-19,155.6
2016-10-20,156.6
2016-10-21,154.0
2016-10-24,168.75
2016-10-25,175.15
2016-10-26,171.9
2016-10-27,182.55
2016-10-28,184.05
2016-10-30,185.45
2016-11-01,181.05
2016-11-02,172.45
2016-11-03,170.75
2016-11-04,159.1
2016-11-07,158.8
2016-11-08,158.95
2016-11-09,150.05
2016-11-10,154.5
2016-11-11,144.0
2016-11-15,140.1
2016-11-16,133.75
2016-11-17,130.3
2016-11-18,130.0
2016-11-21,126.05
2016-11-22,126.05
2016-11-23,133.1
2016-11-24,133.5
2016-11-25,135.25
2016-11-28,134.85
2016-11-29,135.2
2016-11-30,136.7
2016-12-01,147.95
2016-12-02,144.25
2016-12-05,152.5
2016-12-06,150.2
2016-12-07,146.55
2016-12-08,147.3
2016-12-09,154.05
2016-12-12,149.6
2016-12-13,149.1
2016-12-14,146.65
2016-12-15,145.3
2016-12-16,141.9
2016-12-19,137.85
2016-12-20,136.85
2016-12-21,136.0
2016-12-22,129.85
2016-12-23,127.45
2016-12-26,130.8
2016-12-27,130.95
2016-12-28,131.0
2016-12-29,132.7
2016-12-30,131.35
