Date,TOKYOPLAST
2016-01-01,49.15
2016-01-04,50.85
2016-01-05,55.9
2016-01-06,61.45
2016-01-07,61.05
2016-01-08,64.1
2016-01-11,67.3
2016-01-12,70.65
2016-01-13,68.2
2016-01-14,65.0
2016-01-15,61.75
2016-01-18,60.0
2016-01-19,62.95
2016-01-20,60.8
2016-01-21,58.75
2016-01-22,61.65
2016-01-25,64.7
2016-01-27,67.9
2016-01-28,71.25
2016-01-29,74.8
2016-02-01,78.5
2016-02-02,80.85
2016-02-03,76.85
2016-02-04,73.05
2016-02-05,70.6
2016-02-08,67.1
2016-02-09,64.05
2016-02-10,63.8
2016-02-11,60.65
2016-02-12,57.65
2016-02-15,54.95
2016-02-16,52.25
2016-02-17,51.6
2016-02-18,54.15
2016-02-19,56.85
2016-02-22,59.65
2016-02-23,60.2
2016-02-24,57.35
2016-02-25,54.5
2016-02-26,52.1
2016-02-29,50.0
2016-03-01,52.5
2016-03-02,55.1
2016-03-03,57.85
2016-03-04,55.0
2016-03-08,53.8
2016-03-09,51.35
2016-03-10,51.15
2016-03-11,52.9
2016-03-14,54.0
2016-03-15,51.4
2016-03-16,51.55
2016-03-17,51.45
2016-03-18,50.0
2016-03-21,50.0
2016-03-22,49.65
2016-03-23,48.7
2016-03-28,47.35
2016-03-29,45.15
2016-03-30,42.9
2016-03-31,43.0
2016-04-01,45.15
2016-04-04,47.35
2016-04-05,49.7
2016-04-06,52.15
2016-04-07,54.75
2016-04-08,53.0
2016-04-11,53.2
2016-04-12,54.35
2016-04-13,52.55
2016-04-18,52.2
2016-04-20,53.5
2016-04-21,52.7
2016-04-22,51.45
2016-04-25,50.4
2016-04-26,49.95
2016-04-27,49.65
2016-04-28,49.85
2016-04-29,51.5
2016-05-02,51.25
2016-05-03,50.35
2016-05-04,50.1
2016-05-05,48.9
2016-05-06,48.45
2016-05-09,48.1
2016-05-10,48.1
2016-05-11,49.1
2016-05-12,48.9
2016-05-13,48.0
2016-05-16,46.15
2016-05-17,44.0
2016-05-18,45.35
2016-05-19,45.0
2016-05-20,45.15
2016-05-23,46.0
2016-05-24,45.95
2016-05-25,44.2
2016-05-26,45.3
2016-05-27,47.35
2016-05-30,46.95
2016-05-31,51.6
2016-06-01,52.05
2016-06-02,55.9
2016-06-03,56.85
2016-06-06,59.35
2016-06-07,63.6
2016-06-08,61.0
2016-06-09,59.15
2016-06-10,61.8
2016-06-13,74.15
2016-06-14,77.9
2016-06-15,73.1
2016-06-16,72.45
2016-06-17,86.9
2016-06-20,88.05
2016-06-21,84.3
2016-06-22,81.65
2016-06-23,78.5
2016-06-24,70.85
2016-06-27,77.9
2016-06-28,78.6
2016-06-29,78.05
2016-06-30,78.75
2016-07-01,78.35
2016-07-04,76.3
2016-07-05,74.35
2016-07-07,75.35
2016-07-08,72.6
2016-07-11,79.85
2016-07-12,77.4
2016-07-13,76.55
2016-07-14,75.8
2016-07-15,76.15
2016-07-18,78.4
2016-07-19,78.35
2016-07-20,78.1
2016-07-21,74.9
2016-07-22,74.3
2016-07-25,74.95
2016-07-26,75.25
2016-07-27,74.3
2016-07-28,73.1
2016-07-29,71.5
2016-08-01,69.25
2016-08-02,68.1
2016-08-03,64.25
2016-08-04,65.15
2016-08-05,70.1
2016-08-08,66.8
2016-08-09,68.4
2016-08-10,66.7
2016-08-11,62.9
2016-08-12,61.0
2016-08-16,59.5
2016-08-17,57.65
2016-08-18,60.35
2016-08-19,64.5
2016-08-22,63.85
2016-08-23,62.7
2016-08-24,61.05
2016-08-25,60.5
2016-08-26,59.8
2016-08-29,71.4
2016-08-30,66.55
2016-08-31,62.5
2016-09-01,63.8
2016-09-02,63.4
2016-09-06,63.1
2016-09-07,63.75
2016-09-08,69.15
2016-09-09,67.3
2016-09-12,65.4
2016-09-14,64.3
2016-09-15,63.1
2016-09-16,66.1
2016-09-19,66.4
2016-09-20,66.4
2016-09-21,65.8
2016-09-22,66.3
2016-09-23,66.6
2016-09-26,66.65
2016-09-27,65.8
2016-09-28,63.55
2016-09-29,61.85
2016-09-30,61.05
2016-10-03,64.35
2016-10-04,63.6
2016-10-05,64.3
2016-10-06,64.2
2016-10-07,62.55
2016-10-10,63.55
2016-10-13,62.5
2016-10-14,68.25
2016-10-17,74.55
2016-10-18,73.4
2016-10-19,70.4
2016-10-20,71.65
2016-10-21,69.55
2016-10-24,72.6
2016-10-25,71.9
2016-10-26,69.4
2016-10-27,66.05
2016-10-28,71.55
2016-10-30,72.15
2016-11-01,72.85
2016-11-02,72.15
2016-11-03,68.9
2016-11-04,66.55
2016-11-07,68.75
2016-11-08,67.95
2016-11-09,67.25
2016-11-10,68.95
2016-11-11,65.2
2016-11-15,73.1
2016-11-16,74.35
2016-11-17,79.1
2016-11-18,79.25
2016-11-21,89.35
2016-11-22,85.75
2016-11-23,85.65
2016-11-24,86.8
2016-11-25,88.3
2016-11-28,102.8
2016-11-29,99.65
2016-11-30,101.6
2016-12-01,100.45
2016-12-02,98.1
2016-12-05,96.65
2016-12-06,102.65
2016-12-07,100.55
2016-12-08,102.2
2016-12-09,100.2
2016-12-12,99.75
2016-12-13,99.2
2016-12-14,100.05
2016-12-15,98.85
2016-12-16,101.0
2016-12-19,100.35
2016-12-20,100.55
2016-12-21,99.95
2016-12-22,98.7
2016-12-23,97.5
2016-12-26,96.15
2016-12-27,94.85
2016-12-28,95.25
2016-12-29,96.35
2016-12-30,95.95
