Date,DEN
2016-01-01,111.45
2016-01-04,109.2
2016-01-05,109.2
2016-01-06,107.95
2016-01-07,105.85
2016-01-08,103.9
2016-01-11,100.15
2016-01-12,98.2
2016-01-13,97.5
2016-01-14,93.65
2016-01-15,89.6
2016-01-18,82.65
2016-01-19,88.1
2016-01-20,83.1
2016-01-21,82.3
2016-01-22,82.65
2016-01-25,82.4
2016-01-27,82.55
2016-01-28,84.4
2016-01-29,84.3
2016-02-01,84.3
2016-02-02,81.8
2016-02-03,79.7
2016-02-04,78.35
2016-02-05,77.95
2016-02-08,77.0
2016-02-09,72.9
2016-02-10,69.7
2016-02-11,67.0
2016-02-12,66.3
2016-02-15,73.5
2016-02-16,74.45
2016-02-17,72.7
2016-02-18,74.15
2016-02-19,73.05
2016-02-22,73.15
2016-02-23,69.9
2016-02-24,70.1
2016-02-25,68.5
2016-02-26,69.7
2016-02-29,73.6
2016-03-01,73.25
2016-03-02,76.2
2016-03-03,77.3
2016-03-04,78.45
2016-03-08,83.2
2016-03-09,84.35
2016-03-10,85.65
2016-03-11,84.0
2016-03-14,83.55
2016-03-15,83.05
2016-03-16,96.35
2016-03-17,92.25
2016-03-18,88.0
2016-03-21,89.95
2016-03-22,90.25
2016-03-23,88.4
2016-03-28,84.2
2016-03-29,85.55
2016-03-30,85.35
2016-03-31,86.3
2016-04-01,99.45
2016-04-04,94.55
2016-04-05,90.2
2016-04-06,91.4
2016-04-07,90.65
2016-04-08,91.35
2016-04-11,91.55
2016-04-12,90.9
2016-04-13,92.95
2016-04-18,92.85
2016-04-20,90.95
2016-04-21,89.0
2016-04-22,88.9
2016-04-25,90.05
2016-04-26,89.95
2016-04-27,89.75
2016-04-28,87.9
2016-04-29,86.85
2016-05-02,90.0
2016-05-03,89.15
2016-05-04,87.1
2016-05-05,85.25
2016-05-06,87.0
2016-05-09,86.1
2016-05-10,87.6
2016-05-11,87.3
2016-05-12,86.5
2016-05-13,86.1
2016-05-16,87.25
2016-05-17,87.8
2016-05-18,88.1
2016-05-19,88.0
2016-05-20,88.9
2016-05-23,90.55
2016-05-24,91.9
2016-05-25,91.3
2016-05-26,91.3
2016-05-27,92.55
2016-05-30,92.05
2016-05-31,90.5
2016-06-01,91.35
2016-06-02,91.5
2016-06-03,90.25
2016-06-06,90.7
2016-06-07,90.65
2016-06-08,89.7
2016-06-09,87.55
2016-06-10,87.55
2016-06-13,89.1
2016-06-14,87.75
2016-06-15,89.65
2016-06-16,87.95
2016-06-17,89.75
2016-06-20,91.05
2016-06-21,90.7
2016-06-22,89.15
2016-06-23,88.95
2016-06-24,87.75
2016-06-27,88.0
2016-06-28,88.15
2016-06-29,91.55
2016-06-30,91.45
2016-07-01,91.4
2016-07-04,91.85
2016-07-05,92.2
2016-07-07,92.05
2016-07-08,91.8
2016-07-11,90.55
2016-07-12,92.0
2016-07-13,91.95
2016-07-14,90.8
2016-07-15,89.85
2016-07-18,90.05
2016-07-19,88.6
2016-07-20,88.3
2016-07-21,87.35
2016-07-22,88.0
2016-07-25,87.0
2016-07-26,87.15
2016-07-27,87.8
2016-07-28,86.9
2016-07-29,86.8
2016-08-01,86.45
2016-08-02,87.05
2016-08-03,85.85
2016-08-04,88.35
2016-08-05,89.7
2016-08-08,89.9
2016-08-09,89.2
2016-08-10,86.9
2016-08-11,86.6
2016-08-12,86.15
2016-08-16,84.0
2016-08-17,84.65
2016-08-18,85.95
2016-08-19,85.45
2016-08-22,87.7
2016-08-23,87.75
2016-08-24,86.15
2016-08-25,87.0
2016-08-26,85.35
2016-08-29,84.05
2016-08-30,80.9
2016-08-31,79.0
2016-09-01,74.65
2016-09-02,74.4
2016-09-06,71.5
2016-09-07,70.4
2016-09-08,71.05
2016-09-09,71.75
2016-09-12,70.3
2016-09-14,71.9
2016-09-15,72.6
2016-09-16,78.4
2016-09-19,78.2
2016-09-20,80.3
2016-09-21,79.35
2016-09-22,78.3
2016-09-23,80.75
2016-09-26,78.0
2016-09-27,77.0
2016-09-28,76.3
2016-09-29,70.85
2016-09-30,71.75
2016-10-03,74.25
2016-10-04,72.35
2016-10-05,72.3
2016-10-06,71.4
2016-10-07,71.3
2016-10-10,71.0
2016-10-13,70.2
2016-10-14,69.95
2016-10-17,70.3
2016-10-18,70.3
2016-10-19,70.65
2016-10-20,70.8
2016-10-21,73.4
2016-10-24,77.0
2016-10-25,77.6
2016-10-26,77.8
2016-10-27,77.8
2016-10-28,77.95
2016-10-30,78.25
2016-11-01,77.5
2016-11-02,78.0
2016-11-03,77.9
2016-11-04,77.95
2016-11-07,77.1
2016-11-08,78.0
2016-11-09,72.25
2016-11-10,76.1
2016-11-11,76.0
2016-11-15,75.95
2016-11-16,76.85
2016-11-17,73.75
2016-11-18,76.5
2016-11-21,75.1
2016-11-22,72.45
2016-11-23,71.6
2016-11-24,68.65
2016-11-25,66.7
2016-11-28,65.65
2016-11-29,65.3
2016-11-30,62.5
2016-12-01,64.3
2016-12-02,63.4
2016-12-05,63.15
2016-12-06,62.45
2016-12-07,62.45
2016-12-08,62.6
2016-12-09,64.35
2016-12-12,64.1
2016-12-13,74.55
2016-12-14,71.75
2016-12-15,70.0
2016-12-16,68.85
2016-12-19,67.35
2016-12-20,66.8
2016-12-21,66.6
2016-12-22,65.2
2016-12-23,64.2
2016-12-26,65.3
2016-12-27,65.35
2016-12-28,65.5
2016-12-29,65.75
2016-12-30,67.3
