Date,KOTAKBANK
2016-01-01,727.25
2016-01-04,705.3
2016-01-05,707.75
2016-01-06,703.6
2016-01-07,691.65
2016-01-08,695.1
2016-01-11,700.85
2016-01-12,692.0
2016-01-13,689.15
2016-01-14,684.1
2016-01-15,675.6
2016-01-18,667.4
2016-01-19,668.7
2016-01-20,662.65
2016-01-21,660.85
2016-01-22,683.05
2016-01-25,681.0
2016-01-27,674.6
2016-01-28,663.25
2016-01-29,683.6
2016-02-01,687.7
2016-02-02,677.15
2016-02-03,665.55
2016-02-04,676.25
2016-02-05,692.0
2016-02-08,673.1
2016-02-09,677.05
2016-02-10,667.35
2016-02-11,628.95
2016-02-12,622.0
2016-02-15,625.25
2016-02-16,620.25
2016-02-17,625.3
2016-02-18,635.55
2016-02-19,631.2
2016-02-22,640.2
2016-02-23,623.0
2016-02-24,618.75
2016-02-25,606.85
2016-02-26,615.75
2016-02-29,630.4
2016-03-01,638.45
2016-03-02,656.3
2016-03-03,657.65
2016-03-04,665.65
2016-03-08,650.55
2016-03-09,659.9
2016-03-10,654.6
2016-03-11,642.65
2016-03-14,636.8
2016-03-15,639.5
2016-03-16,651.25
2016-03-17,651.25
2016-03-18,658.8
2016-03-21,663.7
2016-03-22,666.3
2016-03-23,659.95
2016-03-28,669.6
2016-03-29,671.5
2016-03-30,683.85
2016-03-31,680.65
2016-04-01,679.9
2016-04-04,687.3
2016-04-05,668.75
2016-04-06,668.0
2016-04-07,662.5
2016-04-08,665.35
2016-04-11,671.3
2016-04-12,677.35
2016-04-13,692.35
2016-04-18,683.35
2016-04-20,687.15
2016-04-21,686.7
2016-04-22,676.1
2016-04-25,680.45
2016-04-26,700.85
2016-04-27,712.5
2016-04-28,701.45
2016-04-29,717.15
2016-05-02,718.2
2016-05-03,707.45
2016-05-04,712.65
2016-05-05,709.15
2016-05-06,702.95
2016-05-09,713.85
2016-05-10,722.85
2016-05-11,731.55
2016-05-12,726.75
2016-05-13,708.25
2016-05-16,718.25
2016-05-17,708.9
2016-05-18,708.9
2016-05-19,706.05
2016-05-20,702.15
2016-05-23,703.15
2016-05-24,698.4
2016-05-25,712.75
2016-05-26,730.2
2016-05-27,742.55
2016-05-30,742.6
2016-05-31,746.55
2016-06-01,745.35
2016-06-02,746.3
2016-06-03,769.3
2016-06-06,765.25
2016-06-07,772.05
2016-06-08,759.35
2016-06-09,752.75
2016-06-10,750.7
2016-06-13,755.9
2016-06-14,752.1
2016-06-15,765.55
2016-06-16,754.45
2016-06-17,751.1
2016-06-20,751.95
2016-06-21,746.75
2016-06-22,739.35
2016-06-23,747.25
2016-06-24,733.9
2016-06-27,739.4
2016-06-28,743.3
2016-06-29,752.8
2016-06-30,763.35
2016-07-01,753.4
2016-07-04,743.95
2016-07-05,740.4
2016-07-07,745.9
2016-07-08,743.45
2016-07-11,760.55
2016-07-12,763.65
2016-07-13,775.0
2016-07-14,780.2
2016-07-15,772.15
2016-07-18,776.8
2016-07-19,777.8
2016-07-20,782.2
2016-07-21,760.65
2016-07-22,760.05
2016-07-25,764.4
2016-07-26,751.7
2016-07-27,754.0
2016-07-28,750.35
2016-07-29,763.5
2016-08-01,753.15
2016-08-02,760.1
2016-08-03,756.2
2016-08-04,756.4
2016-08-05,774.35
2016-08-08,771.5
2016-08-09,764.75
2016-08-10,761.25
2016-08-11,764.65
2016-08-12,762.9
2016-08-16,772.8
2016-08-17,765.65
2016-08-18,784.4
2016-08-19,778.75
2016-08-22,772.85
2016-08-23,778.35
2016-08-24,777.0
2016-08-25,780.75
2016-08-26,780.8
2016-08-29,781.4
2016-08-30,786.15
2016-08-31,806.9
2016-09-01,810.7
2016-09-02,813.6
2016-09-06,818.05
2016-09-07,804.1
2016-09-08,819.75
2016-09-09,818.85
2016-09-12,813.3
2016-09-14,805.95
2016-09-15,808.6
2016-09-16,806.6
2016-09-19,802.85
2016-09-20,792.75
2016-09-21,788.4
2016-09-22,795.15
2016-09-23,796.15
2016-09-26,787.75
2016-09-27,784.45
2016-09-28,782.3
2016-09-29,772.6
2016-09-30,777.0
2016-10-03,788.05
2016-10-04,791.7
2016-10-05,782.15
2016-10-06,783.0
2016-10-07,782.65
2016-10-10,780.2
2016-10-13,772.35
2016-10-14,781.75
2016-10-17,769.25
2016-10-18,776.95
2016-10-19,774.0
2016-10-20,772.35
2016-10-21,781.5
2016-10-24,787.35
2016-10-25,786.55
2016-10-26,811.5
2016-10-27,806.6
2016-10-28,819.35
2016-10-30,819.65
2016-11-01,805.55
2016-11-02,804.0
2016-11-03,806.0
2016-11-04,799.65
2016-11-07,801.85
2016-11-08,811.8
2016-11-09,822.1
2016-11-10,819.25
2016-11-11,815.6
2016-11-15,789.55
2016-11-16,770.55
2016-11-17,776.25
2016-11-18,779.25
2016-11-21,762.7
2016-11-22,769.6
2016-11-23,766.15
2016-11-24,742.1
2016-11-25,752.15
2016-11-28,750.15
2016-11-29,745.4
2016-11-30,755.45
2016-12-01,744.95
2016-12-02,723.55
2016-12-05,729.8
2016-12-06,734.0
2016-12-07,734.35
2016-12-08,748.65
2016-12-09,745.25
2016-12-12,729.85
2016-12-13,730.95
2016-12-14,727.8
2016-12-15,724.75
2016-12-16,719.1
2016-12-19,719.65
2016-12-20,718.35
2016-12-21,719.8
2016-12-22,713.15
2016-12-23,711.75
2016-12-26,711.05
2016-12-27,712.15
2016-12-28,713.05
2016-12-29,713.4
2016-12-30,719.7
