Date,DYNAMATECH
2016-01-01,2406.15
2016-01-04,2399.9
2016-01-05,2380.05
2016-01-06,2311.05
2016-01-07,2258.6
2016-01-08,2261.35
2016-01-11,2241.5
2016-01-12,2190.7
2016-01-13,2134.3
2016-01-14,2087.55
2016-01-15,2083.05
2016-01-18,1901.75
2016-01-19,1886.4
2016-01-20,1783.65
2016-01-21,1827.9
2016-01-22,1864.0
2016-01-25,1924.7
2016-01-27,1928.6
2016-01-28,1957.05
2016-01-29,1969.4
2016-02-01,1953.15
2016-02-02,1957.0
2016-02-03,1874.4
2016-02-04,1824.45
2016-02-05,1779.75
2016-02-08,1873.4
2016-02-09,1837.4
2016-02-10,1819.15
2016-02-11,1664.0
2016-02-12,1676.5
2016-02-15,1724.2
2016-02-16,1627.2
2016-02-17,1636.6
2016-02-18,1631.3
2016-02-19,1653.3
2016-02-22,1674.4
2016-02-23,1662.65
2016-02-24,1642.0
2016-02-25,1602.35
2016-02-26,1607.35
2016-02-29,1531.1
2016-03-01,1623.5
2016-03-02,1692.45
2016-03-03,1645.0
2016-03-04,1638.0
2016-03-08,1599.1
2016-03-09,1565.3
2016-03-10,1628.85
2016-03-11,1639.8
2016-03-14,1619.55
2016-03-15,1627.15
2016-03-16,1601.75
2016-03-17,1594.95
2016-03-18,1595.05
2016-03-21,1672.95
2016-03-22,1708.9
2016-03-23,1701.35
2016-03-28,1671.3
2016-03-29,1638.3
2016-03-30,1655.1
2016-03-31,1737.55
2016-04-01,1714.1
2016-04-04,1758.35
2016-04-05,1704.35
2016-04-06,1757.45
2016-04-07,2028.5
2016-04-08,2137.55
2016-04-11,2272.4
2016-04-12,2269.05
2016-04-13,2260.7
2016-04-18,2203.3
2016-04-20,2310.9
2016-04-21,2240.95
2016-04-22,2173.25
2016-04-25,2250.05
2016-04-26,2233.2
2016-04-27,2177.55
2016-04-28,2170.4
2016-04-29,2143.9
2016-05-02,2075.9
2016-05-03,2148.6
2016-05-04,2069.75
2016-05-05,2058.15
2016-05-06,2051.35
2016-05-09,2143.4
2016-05-10,2167.0
2016-05-11,2139.9
2016-05-12,2155.45
2016-05-13,2152.7
2016-05-16,2179.55
2016-05-17,2159.45
2016-05-18,2141.25
2016-05-19,2059.3
2016-05-20,2023.85
2016-05-23,2025.25
2016-05-24,2044.25
2016-05-25,2103.15
2016-05-26,2285.85
2016-05-27,2261.5
2016-05-30,2681.85
2016-05-31,2499.35
2016-06-01,2500.4
2016-06-02,2527.5
2016-06-03,2529.35
2016-06-06,2531.75
2016-06-07,2542.25
2016-06-08,2514.55
2016-06-09,2514.25
2016-06-10,2500.85
2016-06-13,2467.2
2016-06-14,2483.8
2016-06-15,2478.2
2016-06-16,2480.25
2016-06-17,2466.15
2016-06-20,2557.85
2016-06-21,2560.65
2016-06-22,2574.0
2016-06-23,2525.4
2016-06-24,2403.15
2016-06-27,2488.05
2016-06-28,2466.45
2016-06-29,2514.25
2016-06-30,2493.8
2016-07-01,2498.7
2016-07-04,2502.8
2016-07-05,2495.85
2016-07-07,2502.1
2016-07-08,2486.0
2016-07-11,2506.15
2016-07-12,2505.2
2016-07-13,2472.1
2016-07-14,2522.9
2016-07-15,2521.65
2016-07-18,2505.35
2016-07-19,2525.0
2016-07-20,2592.2
2016-07-21,2560.55
2016-07-22,2562.15
2016-07-25,2556.65
2016-07-26,2580.2
2016-07-27,2549.25
2016-07-28,2548.45
2016-07-29,2626.05
2016-08-01,2633.3
2016-08-02,2587.6
2016-08-03,2522.95
2016-08-04,2470.35
2016-08-05,2482.65
2016-08-08,2518.1
2016-08-09,2501.05
2016-08-10,2473.95
2016-08-11,2487.65
2016-08-12,2452.45
2016-08-16,2401.75
2016-08-17,2467.6
2016-08-18,2891.15
2016-08-19,2816.9
2016-08-22,2965.6
2016-08-23,2966.5
2016-08-24,2914.85
2016-08-25,2892.55
2016-08-26,2828.0
2016-08-29,2784.85
2016-08-30,2718.4
2016-08-31,2806.95
2016-09-01,3002.4
2016-09-02,2974.7
2016-09-06,3003.05
2016-09-07,2985.0
2016-09-08,3000.65
2016-09-09,3000.1
2016-09-12,2975.25
2016-09-14,3010.25
2016-09-15,2993.35
2016-09-16,2991.15
2016-09-19,3003.35
2016-09-20,2997.5
2016-09-21,2993.25
2016-09-22,2987.45
2016-09-23,2957.3
2016-09-26,2978.05
2016-09-27,3134.4
2016-09-28,3121.95
2016-09-29,2910.05
2016-09-30,3073.2
2016-10-03,3161.45
2016-10-04,3144.25
2016-10-05,3136.75
2016-10-06,3174.25
2016-10-07,3152.75
2016-10-10,3231.6
2016-10-13,3261.05
2016-10-14,3354.75
2016-10-17,3274.6
2016-10-18,3243.25
2016-10-19,3275.3
2016-10-20,3308.8
2016-10-21,3314.6
2016-10-24,3368.8
2016-10-25,3354.05
2016-10-26,3268.55
2016-10-27,3242.25
2016-10-28,3248.0
2016-10-30,3259.55
2016-11-01,3226.5
2016-11-02,3176.65
2016-11-03,3181.55
2016-11-04,3114.55
2016-11-07,3271.15
2016-11-08,3263.5
2016-11-09,3181.15
2016-11-10,3265.55
2016-11-11,3166.75
2016-11-15,2899.55
2016-11-16,2953.25
2016-11-17,2954.3
2016-11-18,2949.85
2016-11-21,2898.8
2016-11-22,2843.15
2016-11-23,2902.6
2016-11-24,2950.45
2016-11-25,3042.8
2016-11-28,3012.5
2016-11-29,2975.45
2016-11-30,2989.25
2016-12-01,2918.45
2016-12-02,2978.2
2016-12-05,2961.2
2016-12-06,2952.2
2016-12-07,2916.05
2016-12-08,2939.6
2016-12-09,2910.1
2016-12-12,2912.2
2016-12-13,2935.7
2016-12-14,2945.95
2016-12-15,2890.15
2016-12-16,2895.05
2016-12-19,2914.4
2016-12-20,2866.25
2016-12-21,2823.5
2016-12-22,2784.5
2016-12-23,2880.85
2016-12-26,2779.4
2016-12-27,2821.2
2016-12-28,2799.65
2016-12-29,2838.75
2016-12-30,2865.2
