Date,METALFORGE
2016-01-01,78.35
2016-01-04,77.2
2016-01-05,77.45
2016-01-06,77.3
2016-01-07,74.0
2016-01-08,74.85
2016-01-11,74.5
2016-01-12,74.3
2016-01-13,70.85
2016-01-14,68.5
2016-01-15,63.7
2016-01-18,57.35
2016-01-19,57.4
2016-01-20,55.0
2016-01-21,56.3
2016-01-22,59.1
2016-01-25,62.05
2016-01-27,65.15
2016-01-28,68.4
2016-01-29,70.25
2016-02-01,67.0
2016-02-02,64.15
2016-02-03,62.85
2016-02-04,64.05
2016-02-05,65.05
2016-02-08,68.75
2016-02-09,63.2
2016-02-10,60.5
2016-02-11,55.05
2016-02-12,52.0
2016-02-15,55.85
2016-02-16,54.95
2016-02-17,53.75
2016-02-18,55.75
2016-02-19,55.75
2016-02-22,54.65
2016-02-23,52.35
2016-02-24,51.9
2016-02-25,52.1
2016-02-26,52.35
2016-02-29,51.7
2016-03-01,53.4
2016-03-02,58.7
2016-03-03,58.0
2016-03-04,59.65
2016-03-08,58.9
2016-03-09,60.05
2016-03-10,59.3
2016-03-11,59.4
2016-03-14,58.35
2016-03-15,57.2
2016-03-16,55.05
2016-03-17,55.65
2016-03-18,54.45
2016-03-21,54.6
2016-03-22,55.7
2016-03-23,55.45
2016-03-28,53.1
2016-03-29,52.35
2016-03-30,53.9
2016-03-31,53.9
2016-04-01,54.35
2016-04-04,56.55
2016-04-05,53.2
2016-04-06,52.6
2016-04-07,52.75
2016-04-08,53.0
2016-04-11,52.75
2016-04-12,53.35
2016-04-13,54.6
2016-04-18,56.5
2016-04-20,61.25
2016-04-21,61.65
2016-04-22,60.25
2016-04-25,62.6
2016-04-26,62.15
2016-04-27,59.95
2016-04-28,59.3
2016-04-29,57.8
2016-05-02,57.35
2016-05-03,56.15
2016-05-04,55.1
2016-05-05,53.25
2016-05-06,53.05
2016-05-09,53.8
2016-05-10,53.1
2016-05-11,52.65
2016-05-12,53.8
2016-05-13,53.1
2016-05-16,53.4
2016-05-17,53.1
2016-05-18,52.85
2016-05-19,51.45
2016-05-20,50.8
2016-05-23,50.5
2016-05-24,49.4
2016-05-25,50.35
2016-05-26,49.95
2016-05-27,50.85
2016-05-30,50.7
2016-05-31,42.95
2016-06-01,44.7
2016-06-02,43.45
2016-06-03,42.45
2016-06-06,42.35
2016-06-07,42.95
2016-06-08,43.2
2016-06-09,44.4
2016-06-10,45.25
2016-06-13,47.2
2016-06-14,48.2
2016-06-15,48.4
2016-06-16,47.05
2016-06-17,47.2
2016-06-20,46.35
2016-06-21,46.1
2016-06-22,45.55
2016-06-23,44.7
2016-06-24,43.95
2016-06-27,44.8
2016-06-28,44.95
2016-06-29,46.2
2016-06-30,45.1
2016-07-01,45.7
2016-07-04,48.05
2016-07-05,51.85
2016-07-07,50.7
2016-07-08,48.45
2016-07-11,52.75
2016-07-12,51.35
2016-07-13,49.0
2016-07-14,51.1
2016-07-15,50.75
2016-07-18,49.9
2016-07-19,49.4
2016-07-20,49.05
2016-07-21,58.8
2016-07-22,70.55
2016-07-25,84.65
2016-07-26,78.9
2016-07-27,71.05
2016-07-28,71.45
2016-07-29,67.55
2016-08-01,70.9
2016-08-02,67.4
2016-08-03,64.05
2016-08-04,63.05
2016-08-05,65.6
2016-08-08,64.1
2016-08-09,61.75
2016-08-10,58.8
2016-08-11,58.75
2016-08-12,57.1
2016-08-16,57.85
2016-08-17,55.95
2016-08-18,58.7
2016-08-19,61.6
2016-08-22,59.85
2016-08-23,59.1
2016-08-24,58.4
2016-08-25,57.65
2016-08-26,56.8
2016-08-29,56.65
2016-08-30,59.45
2016-08-31,58.2
2016-09-01,56.3
2016-09-02,56.5
2016-09-06,56.85
2016-09-07,62.5
2016-09-08,61.45
2016-09-09,62.5
2016-09-12,59.65
2016-09-14,56.9
2016-09-15,57.0
2016-09-16,56.0
2016-09-19,55.1
2016-09-20,55.55
2016-09-21,61.1
2016-09-22,59.9
2016-09-23,65.65
2016-09-26,67.7
2016-09-27,66.15
2016-09-28,67.3
2016-09-29,66.2
2016-09-30,68.4
2016-10-03,75.0
2016-10-04,80.35
2016-10-05,77.95
2016-10-06,75.3
2016-10-07,75.1
2016-10-10,74.4
2016-10-13,70.75
2016-10-14,69.7
2016-10-17,70.2
2016-10-18,74.6
2016-10-19,76.95
2016-10-20,76.15
2016-10-21,74.6
2016-10-24,75.05
2016-10-25,73.9
2016-10-26,74.2
2016-10-27,74.15
2016-10-28,73.85
2016-10-30,73.6
2016-11-01,75.85
2016-11-02,74.55
2016-11-03,71.95
2016-11-04,66.2
2016-11-07,66.75
2016-11-08,66.2
2016-11-09,65.65
2016-11-10,68.7
2016-11-11,64.1
2016-11-15,57.55
2016-11-16,57.7
2016-11-17,57.35
2016-11-18,56.4
2016-11-21,52.3
2016-11-22,51.95
2016-11-23,54.2
2016-11-24,54.4
2016-11-25,65.25
2016-11-28,72.0
2016-11-29,69.4
2016-11-30,69.6
2016-12-01,64.95
2016-12-02,62.2
2016-12-05,65.35
2016-12-06,64.9
2016-12-07,63.3
2016-12-08,63.95
2016-12-09,63.65
2016-12-12,66.4
2016-12-13,66.35
2016-12-14,62.9
2016-12-15,64.3
2016-12-16,63.25
2016-12-19,62.2
2016-12-20,60.7
2016-12-21,59.35
2016-12-22,58.4
2016-12-23,59.75
2016-12-26,57.05
2016-12-27,59.8
2016-12-28,59.5
2016-12-29,59.65
2016-12-30,58.55
