Date,MAHINDCIE
2016-01-01,253.45
2016-01-04,247.15
2016-01-05,249.7
2016-01-06,247.85
2016-01-07,245.0
2016-01-08,245.0
2016-01-11,244.5
2016-01-12,247.2
2016-01-13,243.8
2016-01-14,235.75
2016-01-15,218.75
2016-01-18,209.15
2016-01-19,211.3
2016-01-20,210.35
2016-01-21,210.05
2016-01-22,220.3
2016-01-25,230.3
2016-01-27,227.0
2016-01-28,230.15
2016-01-29,234.75
2016-02-01,236.65
2016-02-02,235.0
2016-02-03,222.05
2016-02-04,221.05
2016-02-05,218.65
2016-02-08,217.85
2016-02-09,212.2
2016-02-10,202.65
2016-02-11,188.25
2016-02-12,186.2
2016-02-15,194.2
2016-02-16,190.1
2016-02-17,190.0
2016-02-18,196.7
2016-02-19,192.05
2016-02-22,192.55
2016-02-23,177.1
2016-02-24,170.85
2016-02-25,168.05
2016-02-26,164.45
2016-02-29,158.0
2016-03-01,167.35
2016-03-02,166.85
2016-03-03,180.85
2016-03-04,182.0
2016-03-08,181.8
2016-03-09,182.25
2016-03-10,179.6
2016-03-11,179.75
2016-03-14,178.1
2016-03-15,172.85
2016-03-16,172.15
2016-03-17,169.7
2016-03-18,196.7
2016-03-21,195.05
2016-03-22,192.9
2016-03-23,195.35
2016-03-28,191.85
2016-03-29,187.7
2016-03-30,186.75
2016-03-31,196.15
2016-04-01,193.55
2016-04-04,194.0
2016-04-05,193.75
2016-04-06,189.95
2016-04-07,186.3
2016-04-08,187.8
2016-04-11,199.85
2016-04-12,205.1
2016-04-13,206.95
2016-04-18,208.3
2016-04-20,206.9
2016-04-21,209.6
2016-04-22,202.65
2016-04-25,203.8
2016-04-26,202.3
2016-04-27,201.9
2016-04-28,200.1
2016-04-29,198.2
2016-05-02,193.65
2016-05-03,194.6
2016-05-04,187.8
2016-05-05,189.4
2016-05-06,189.25
2016-05-09,189.5
2016-05-10,189.2
2016-05-11,187.4
2016-05-12,185.9
2016-05-13,191.8
2016-05-16,190.85
2016-05-17,192.45
2016-05-18,189.9
2016-05-19,185.8
2016-05-20,186.5
2016-05-23,185.35
2016-05-24,183.95
2016-05-25,192.5
2016-05-26,197.55
2016-05-27,196.0
2016-05-30,194.0
2016-05-31,213.8
2016-06-01,205.45
2016-06-02,199.7
2016-06-03,196.9
2016-06-06,194.75
2016-06-07,199.9
2016-06-08,201.5
2016-06-09,199.2
2016-06-10,193.9
2016-06-13,197.4
2016-06-14,194.1
2016-06-15,195.15
2016-06-16,192.4
2016-06-17,191.6
2016-06-20,193.35
2016-06-21,193.75
2016-06-22,189.35
2016-06-23,189.4
2016-06-24,182.9
2016-06-27,178.05
2016-06-28,176.05
2016-06-29,177.5
2016-06-30,177.9
2016-07-01,176.85
2016-07-04,183.6
2016-07-05,183.95
2016-07-07,180.9
2016-07-08,179.85
2016-07-11,181.7
2016-07-12,186.8
2016-07-13,184.9
2016-07-14,186.35
2016-07-15,182.3
2016-07-18,184.1
2016-07-19,181.45
2016-07-20,183.25
2016-07-21,181.2
2016-07-22,179.1
2016-07-25,178.6
2016-07-26,178.1
2016-07-27,179.4
2016-07-28,180.5
2016-07-29,184.0
2016-08-01,182.7
2016-08-02,183.25
2016-08-03,181.95
2016-08-04,180.95
2016-08-05,180.1
2016-08-08,175.75
2016-08-09,175.2
2016-08-10,172.2
2016-08-11,174.05
2016-08-12,179.35
2016-08-16,179.3
2016-08-17,182.75
2016-08-18,184.9
2016-08-19,184.15
2016-08-22,181.2
2016-08-23,183.55
2016-08-24,184.5
2016-08-25,183.7
2016-08-26,180.0
2016-08-29,180.7
2016-08-30,178.75
2016-08-31,177.4
2016-09-01,177.35
2016-09-02,180.65
2016-09-06,181.05
2016-09-07,184.3
2016-09-08,192.55
2016-09-09,197.35
2016-09-12,191.45
2016-09-14,194.3
2016-09-15,192.6
2016-09-16,194.8
2016-09-19,191.65
2016-09-20,189.4
2016-09-21,193.3
2016-09-22,192.75
2016-09-23,190.45
2016-09-26,188.25
2016-09-27,190.45
2016-09-28,190.1
2016-09-29,188.35
2016-09-30,191.9
2016-10-03,192.45
2016-10-04,204.4
2016-10-05,199.7
2016-10-06,202.3
2016-10-07,196.45
2016-10-10,191.9
2016-10-13,190.95
2016-10-14,189.55
2016-10-17,185.55
2016-10-18,189.7
2016-10-19,187.0
2016-10-20,187.25
2016-10-21,194.85
2016-10-24,193.7
2016-10-25,194.15
2016-10-26,193.25
2016-10-27,196.75
2016-10-28,198.65
2016-10-30,198.9
2016-11-01,199.1
2016-11-02,195.0
2016-11-03,194.9
2016-11-04,197.8
2016-11-07,197.5
2016-11-08,194.9
2016-11-09,187.35
2016-11-10,193.0
2016-11-11,189.75
2016-11-15,188.55
2016-11-16,185.2
2016-11-17,178.8
2016-11-18,179.15
2016-11-21,181.4
2016-11-22,183.3
2016-11-23,184.2
2016-11-24,184.35
2016-11-25,184.15
2016-11-28,181.65
2016-11-29,184.25
2016-11-30,196.85
2016-12-01,192.5
2016-12-02,188.95
2016-12-05,189.0
2016-12-06,188.85
2016-12-07,189.3
2016-12-08,189.8
2016-12-09,189.0
2016-12-12,189.8
2016-12-13,187.6
2016-12-14,185.4
2016-12-15,186.2
2016-12-16,184.5
2016-12-19,184.65
2016-12-20,182.9
2016-12-21,182.95
2016-12-22,176.7
2016-12-23,177.75
2016-12-26,175.05
2016-12-27,179.6
2016-12-28,177.45
2016-12-29,182.75
2016-12-30,183.75
