Date,SUNDRMBRAK
2016-01-01,304.6
2016-01-04,294.85
2016-01-05,300.05
2016-01-06,303.25
2016-01-07,290.9
2016-01-08,295.1
2016-01-11,301.8
2016-01-12,294.95
2016-01-13,285.0
2016-01-14,274.45
2016-01-15,274.9
2016-01-18,251.45
2016-01-19,256.45
2016-01-20,243.05
2016-01-21,246.85
2016-01-22,260.4
2016-01-25,263.55
2016-01-27,271.4
2016-01-28,282.0
2016-01-29,282.35
2016-02-01,275.65
2016-02-02,274.0
2016-02-03,267.65
2016-02-04,265.15
2016-02-05,271.9
2016-02-08,266.6
2016-02-09,265.0
2016-02-10,251.7
2016-02-11,242.85
2016-02-12,228.65
2016-02-15,253.5
2016-02-16,242.1
2016-02-17,237.25
2016-02-18,240.0
2016-02-19,245.0
2016-02-22,245.95
2016-02-23,240.5
2016-02-24,222.45
2016-02-25,237.15
2016-02-26,227.85
2016-02-29,226.1
2016-03-01,235.05
2016-03-02,249.7
2016-03-03,251.8
2016-03-04,246.65
2016-03-08,240.7
2016-03-09,241.55
2016-03-10,243.9
2016-03-11,241.5
2016-03-14,237.8
2016-03-15,236.3
2016-03-16,231.5
2016-03-17,232.65
2016-03-18,234.95
2016-03-21,237.65
2016-03-22,238.55
2016-03-23,247.85
2016-03-28,255.3
2016-03-29,257.0
2016-03-30,258.0
2016-03-31,259.9
2016-04-01,261.9
2016-04-04,268.5
2016-04-05,272.45
2016-04-06,269.15
2016-04-07,269.9
2016-04-08,263.95
2016-04-11,266.8
2016-04-12,259.8
2016-04-13,257.95
2016-04-18,260.4
2016-04-20,250.75
2016-04-21,255.4
2016-04-22,250.65
2016-04-25,247.4
2016-04-26,248.85
2016-04-27,251.45
2016-04-28,250.6
2016-04-29,250.05
2016-05-02,245.65
2016-05-03,252.15
2016-05-04,245.5
2016-05-05,248.25
2016-05-06,250.4
2016-05-09,248.1
2016-05-10,246.0
2016-05-11,242.85
2016-05-12,243.05
2016-05-13,242.5
2016-05-16,245.9
2016-05-17,247.7
2016-05-18,243.4
2016-05-19,243.0
2016-05-20,243.15
2016-05-23,245.0
2016-05-24,294.0
2016-05-25,280.35
2016-05-26,282.4
2016-05-27,280.25
2016-05-30,275.9
2016-05-31,267.75
2016-06-01,265.3
2016-06-02,263.55
2016-06-03,259.6
2016-06-06,259.2
2016-06-07,262.4
2016-06-08,262.35
2016-06-09,265.95
2016-06-10,280.0
2016-06-13,296.25
2016-06-14,299.05
2016-06-15,289.2
2016-06-16,283.6
2016-06-17,278.15
2016-06-20,276.15
2016-06-21,275.05
2016-06-22,273.8
2016-06-23,276.3
2016-06-24,268.35
2016-06-27,289.45
2016-06-28,291.95
2016-06-29,290.0
2016-06-30,289.3
2016-07-01,287.1
2016-07-04,288.3
2016-07-05,284.75
2016-07-07,283.6
2016-07-08,287.15
2016-07-11,285.55
2016-07-12,286.05
2016-07-13,286.65
2016-07-14,288.1
2016-07-15,299.1
2016-07-18,308.45
2016-07-19,313.15
2016-07-20,310.55
2016-07-21,340.65
2016-07-22,349.9
2016-07-25,365.1
2016-07-26,345.05
2016-07-27,339.4
2016-07-28,336.0
2016-07-29,339.5
2016-08-01,349.4
2016-08-02,336.2
2016-08-03,326.7
2016-08-04,317.75
2016-08-05,325.65
2016-08-08,332.85
2016-08-09,336.2
2016-08-10,331.7
2016-08-11,329.2
2016-08-12,331.95
2016-08-16,324.9
2016-08-17,351.55
2016-08-18,421.85
2016-08-19,405.35
2016-08-22,401.85
2016-08-23,407.05
2016-08-24,388.0
2016-08-25,385.65
2016-08-26,378.3
2016-08-29,365.3
2016-08-30,377.4
2016-08-31,389.6
2016-09-01,386.8
2016-09-02,393.6
2016-09-06,394.25
2016-09-07,407.55
2016-09-08,394.85
2016-09-09,396.55
2016-09-12,381.6
2016-09-14,410.9
2016-09-15,454.05
2016-09-16,522.05
2016-09-19,536.05
2016-09-20,510.0
2016-09-21,527.75
2016-09-22,523.25
2016-09-23,509.8
2016-09-26,497.7
2016-09-27,491.35
2016-09-28,528.55
2016-09-29,479.75
2016-09-30,507.55
2016-10-03,516.9
2016-10-04,514.05
2016-10-05,504.6
2016-10-06,502.35
2016-10-07,537.1
2016-10-10,545.5
2016-10-13,519.45
2016-10-14,510.8
2016-10-17,530.6
2016-10-18,527.65
2016-10-19,546.45
2016-10-20,536.05
2016-10-21,538.7
2016-10-24,550.9
2016-10-25,544.15
2016-10-26,529.75
2016-10-27,530.15
2016-10-28,526.9
2016-10-30,533.55
2016-11-01,524.55
2016-11-02,521.2
2016-11-03,511.65
2016-11-04,482.85
2016-11-07,489.1
2016-11-08,481.2
2016-11-09,479.75
2016-11-10,481.5
2016-11-11,469.65
2016-11-15,417.9
2016-11-16,418.85
2016-11-17,407.5
2016-11-18,412.75
2016-11-21,379.75
2016-11-22,382.35
2016-11-23,409.3
2016-11-24,399.3
2016-11-25,413.2
2016-11-28,427.75
2016-11-29,468.75
2016-11-30,460.35
2016-12-01,438.65
2016-12-02,429.15
2016-12-05,426.1
2016-12-06,446.6
2016-12-07,438.5
2016-12-08,439.05
2016-12-09,445.7
2016-12-12,450.35
2016-12-13,464.65
2016-12-14,470.45
2016-12-15,468.8
2016-12-16,462.7
2016-12-19,460.55
2016-12-20,438.9
2016-12-21,436.65
2016-12-22,434.95
2016-12-23,427.8
2016-12-26,410.45
2016-12-27,418.65
2016-12-28,419.45
2016-12-29,424.25
2016-12-30,437.7
