Date,DEEPAKFERT
2016-01-01,163.25
2016-01-04,159.85
2016-01-05,159.85
2016-01-06,163.3
2016-01-07,159.35
2016-01-08,159.8
2016-01-11,157.35
2016-01-12,157.25
2016-01-13,154.05
2016-01-14,158.35
2016-01-15,153.8
2016-01-18,146.4
2016-01-19,147.6
2016-01-20,145.1
2016-01-21,153.1
2016-01-22,153.0
2016-01-25,148.05
2016-01-27,150.8
2016-01-28,148.15
2016-01-29,148.85
2016-02-01,147.3
2016-02-02,147.5
2016-02-03,145.05
2016-02-04,143.0
2016-02-05,144.95
2016-02-08,142.55
2016-02-09,140.2
2016-02-10,140.05
2016-02-11,134.45
2016-02-12,131.65
2016-02-15,133.2
2016-02-16,132.55
2016-02-17,129.95
2016-02-18,134.05
2016-02-19,138.7
2016-02-22,145.55
2016-02-23,140.6
2016-02-24,137.65
2016-02-25,139.9
2016-02-26,139.4
2016-02-29,143.2
2016-03-01,147.75
2016-03-02,150.1
2016-03-03,151.1
2016-03-04,145.85
2016-03-08,152.5
2016-03-09,159.25
2016-03-10,159.0
2016-03-11,157.05
2016-03-14,157.6
2016-03-15,154.2
2016-03-16,154.65
2016-03-17,151.75
2016-03-18,151.3
2016-03-21,148.7
2016-03-22,149.35
2016-03-23,148.5
2016-03-28,146.2
2016-03-29,151.15
2016-03-30,152.3
2016-03-31,147.65
2016-04-01,149.75
2016-04-04,151.1
2016-04-05,146.8
2016-04-06,148.8
2016-04-07,151.65
2016-04-08,150.8
2016-04-11,152.4
2016-04-12,154.65
2016-04-13,155.3
2016-04-18,154.6
2016-04-20,154.75
2016-04-21,157.05
2016-04-22,153.35
2016-04-25,153.9
2016-04-26,153.65
2016-04-27,152.75
2016-04-28,151.9
2016-04-29,151.45
2016-05-02,154.05
2016-05-03,156.05
2016-05-04,152.3
2016-05-05,154.95
2016-05-06,153.05
2016-05-09,154.65
2016-05-10,160.8
2016-05-11,160.3
2016-05-12,167.25
2016-05-13,170.0
2016-05-16,163.6
2016-05-17,159.9
2016-05-18,158.15
2016-05-19,157.6
2016-05-20,156.55
2016-05-23,153.9
2016-05-24,154.75
2016-05-25,157.75
2016-05-26,158.0
2016-05-27,154.25
2016-05-30,152.95
2016-05-31,150.9
2016-06-01,150.45
2016-06-02,150.35
2016-06-03,152.15
2016-06-06,153.6
2016-06-07,156.7
2016-06-08,158.05
2016-06-09,155.55
2016-06-10,157.05
2016-06-13,154.8
2016-06-14,161.75
2016-06-15,160.2
2016-06-16,159.35
2016-06-17,158.35
2016-06-20,159.05
2016-06-21,163.35
2016-06-22,162.45
2016-06-23,159.65
2016-06-24,156.75
2016-06-27,160.3
2016-06-28,164.95
2016-06-29,165.2
2016-06-30,167.75
2016-07-01,174.8
2016-07-04,170.2
2016-07-05,166.05
2016-07-07,165.15
2016-07-08,166.05
2016-07-11,166.7
2016-07-12,167.55
2016-07-13,164.9
2016-07-14,164.1
2016-07-15,163.05
2016-07-18,160.05
2016-07-19,160.2
2016-07-20,162.0
2016-07-21,157.5
2016-07-22,158.45
2016-07-25,158.7
2016-07-26,158.0
2016-07-27,161.45
2016-07-28,163.45
2016-07-29,164.35
2016-08-01,167.6
2016-08-02,175.2
2016-08-03,171.55
2016-08-04,168.35
2016-08-05,170.3
2016-08-08,168.1
2016-08-09,167.1
2016-08-10,169.25
2016-08-11,165.25
2016-08-12,165.65
2016-08-16,161.85
2016-08-17,160.55
2016-08-18,168.4
2016-08-19,180.5
2016-08-22,214.4
2016-08-23,209.25
2016-08-24,218.55
2016-08-25,217.45
2016-08-26,223.35
2016-08-29,218.5
2016-08-30,221.7
2016-08-31,216.3
2016-09-01,221.1
2016-09-02,217.2
2016-09-06,220.35
2016-09-07,225.3
2016-09-08,240.05
2016-09-09,233.3
2016-09-12,220.8
2016-09-14,228.1
2016-09-15,230.65
2016-09-16,242.65
2016-09-19,232.45
2016-09-20,228.5
2016-09-21,223.3
2016-09-22,223.45
2016-09-23,225.05
2016-09-26,220.5
2016-09-27,215.5
2016-09-28,217.45
2016-09-29,206.25
2016-09-30,208.5
2016-10-03,215.85
2016-10-04,216.5
2016-10-05,218.65
2016-10-06,220.4
2016-10-07,217.9
2016-10-10,215.4
2016-10-13,211.35
2016-10-14,207.2
2016-10-17,202.75
2016-10-18,207.35
2016-10-19,222.0
2016-10-20,227.85
2016-10-21,224.85
2016-10-24,227.0
2016-10-25,230.15
2016-10-26,225.3
2016-10-27,222.35
2016-10-28,219.65
2016-10-30,221.55
2016-11-01,227.35
2016-11-02,217.05
2016-11-03,217.9
2016-11-04,210.65
2016-11-07,207.25
2016-11-08,208.45
2016-11-09,207.4
2016-11-10,211.05
2016-11-11,209.15
2016-11-15,195.05
2016-11-16,200.6
2016-11-17,200.75
2016-11-18,186.35
2016-11-21,177.1
2016-11-22,175.9
2016-11-23,178.2
2016-11-24,183.15
2016-11-25,184.3
2016-11-28,184.95
2016-11-29,194.3
2016-11-30,195.85
2016-12-01,191.15
2016-12-02,187.95
2016-12-05,185.85
2016-12-06,188.2
2016-12-07,189.05
2016-12-08,191.45
2016-12-09,189.0
2016-12-12,193.05
2016-12-13,197.55
2016-12-14,207.45
2016-12-15,202.15
2016-12-16,203.15
2016-12-19,212.25
2016-12-20,202.9
2016-12-21,205.65
2016-12-22,203.2
2016-12-23,206.85
2016-12-26,204.05
2016-12-27,209.05
2016-12-28,205.25
2016-12-29,205.65
2016-12-30,208.4
