Date,GLENMARK
2016-01-01,923.75
2016-01-04,930.55
2016-01-05,935.05
2016-01-06,906.95
2016-01-07,866.25
2016-01-08,858.7
2016-01-11,842.45
2016-01-12,849.35
2016-01-13,871.6
2016-01-14,865.85
2016-01-15,830.9
2016-01-18,764.35
2016-01-19,783.6
2016-01-20,786.45
2016-01-21,740.15
2016-01-22,752.5
2016-01-25,754.3
2016-01-27,737.8
2016-01-28,750.65
2016-01-29,771.35
2016-02-01,796.0
2016-02-02,754.35
2016-02-03,744.75
2016-02-04,724.6
2016-02-05,733.9
2016-02-08,750.5
2016-02-09,735.1
2016-02-10,726.65
2016-02-11,720.4
2016-02-12,691.85
2016-02-15,710.05
2016-02-16,704.7
2016-02-17,721.55
2016-02-18,729.35
2016-02-19,748.15
2016-02-22,747.5
2016-02-23,747.45
2016-02-24,743.6
2016-02-25,737.3
2016-02-26,736.6
2016-02-29,735.65
2016-03-01,761.05
2016-03-02,780.1
2016-03-03,792.7
2016-03-04,812.2
2016-03-08,808.4
2016-03-09,819.6
2016-03-10,824.25
2016-03-11,823.9
2016-03-14,832.15
2016-03-15,813.4
2016-03-16,828.45
2016-03-17,809.3
2016-03-18,800.4
2016-03-21,814.4
2016-03-22,821.15
2016-03-23,821.85
2016-03-28,815.05
2016-03-29,780.65
2016-03-30,774.75
2016-03-31,795.05
2016-04-01,792.25
2016-04-04,800.2
2016-04-05,788.75
2016-04-06,771.15
2016-04-07,764.6
2016-04-08,766.15
2016-04-11,778.5
2016-04-12,787.0
2016-04-13,780.3
2016-04-18,791.9
2016-04-20,792.75
2016-04-21,784.05
2016-04-22,813.65
2016-04-25,832.7
2016-04-26,829.5
2016-04-27,826.65
2016-04-28,818.0
2016-04-29,829.45
2016-05-02,829.25
2016-05-03,819.45
2016-05-04,819.95
2016-05-05,816.25
2016-05-06,820.55
2016-05-09,835.0
2016-05-10,856.5
2016-05-11,858.0
2016-05-12,858.65
2016-05-13,868.65
2016-05-16,873.95
2016-05-17,859.6
2016-05-18,849.75
2016-05-19,854.1
2016-05-20,861.45
2016-05-23,858.15
2016-05-24,860.15
2016-05-25,861.65
2016-05-26,865.15
2016-05-27,875.5
2016-05-30,876.0
2016-05-31,851.15
2016-06-01,850.0
2016-06-02,834.65
2016-06-03,809.95
2016-06-06,781.85
2016-06-07,761.95
2016-06-08,762.7
2016-06-09,770.1
2016-06-10,771.45
2016-06-13,770.85
2016-06-14,769.95
2016-06-15,780.9
2016-06-16,771.05
2016-06-17,759.45
2016-06-20,765.9
2016-06-21,762.3
2016-06-22,777.4
2016-06-23,775.5
2016-06-24,765.4
2016-06-27,781.3
2016-06-28,784.65
2016-06-29,792.3
2016-06-30,799.05
2016-07-01,801.15
2016-07-04,820.15
2016-07-05,824.9
2016-07-07,818.95
2016-07-08,836.0
2016-07-11,845.85
2016-07-12,838.35
2016-07-13,844.95
2016-07-14,848.4
2016-07-15,852.25
2016-07-18,834.05
2016-07-19,832.1
2016-07-20,852.7
2016-07-21,850.6
2016-07-22,863.15
2016-07-25,864.7
2016-07-26,843.1
2016-07-27,850.45
2016-07-28,851.45
2016-07-29,860.95
2016-08-01,856.55
2016-08-02,843.65
2016-08-03,822.35
2016-08-04,824.45
2016-08-05,843.0
2016-08-08,858.4
2016-08-09,867.15
2016-08-10,849.05
2016-08-11,833.55
2016-08-12,844.4
2016-08-16,859.25
2016-08-17,862.45
2016-08-18,871.3
2016-08-19,865.25
2016-08-22,855.55
2016-08-23,848.7
2016-08-24,856.25
2016-08-25,848.75
2016-08-26,849.6
2016-08-29,857.2
2016-08-30,851.95
2016-08-31,841.1
2016-09-01,840.45
2016-09-02,838.6
2016-09-06,845.9
2016-09-07,876.6
2016-09-08,901.75
2016-09-09,896.7
2016-09-12,874.85
2016-09-14,893.4
2016-09-15,889.2
2016-09-16,913.35
2016-09-19,920.55
2016-09-20,904.6
2016-09-21,901.15
2016-09-22,930.0
2016-09-23,945.75
2016-09-26,923.95
2016-09-27,939.85
2016-09-28,950.4
2016-09-29,905.75
2016-09-30,923.45
2016-10-03,927.25
2016-10-04,939.8
2016-10-05,930.55
2016-10-06,923.6
2016-10-07,929.95
2016-10-10,927.25
2016-10-13,899.2
2016-10-14,924.9
2016-10-17,908.2
2016-10-18,937.2
2016-10-19,936.8
2016-10-20,929.6
2016-10-21,932.8
2016-10-24,934.65
2016-10-25,933.6
2016-10-26,909.6
2016-10-27,902.35
2016-10-28,933.05
2016-10-30,935.0
2016-11-01,965.25
2016-11-02,941.2
2016-11-03,912.55
2016-11-04,869.15
2016-11-07,897.1
2016-11-08,896.4
2016-11-09,899.5
2016-11-10,915.45
2016-11-11,882.3
2016-11-15,870.3
2016-11-16,870.4
2016-11-17,883.95
2016-11-18,901.4
2016-11-21,884.7
2016-11-22,883.4
2016-11-23,903.0
2016-11-24,889.3
2016-11-25,906.55
2016-11-28,903.1
2016-11-29,886.4
2016-11-30,875.6
2016-12-01,876.4
2016-12-02,861.85
2016-12-05,871.55
2016-12-06,870.35
2016-12-07,871.1
2016-12-08,892.05
2016-12-09,903.0
2016-12-12,914.3
2016-12-13,913.0
2016-12-14,909.85
2016-12-15,905.6
2016-12-16,930.0
2016-12-19,942.05
2016-12-20,937.25
2016-12-21,940.95
2016-12-22,925.55
2016-12-23,925.7
2016-12-26,888.7
2016-12-27,890.2
2016-12-28,897.8
2016-12-29,887.75
2016-12-30,888.45
